#{"t_start": 1789589511.7280865, "env_id": "None"}
r,l,t
-449.531969,500,1015.073344
-46.946022,52,1015.689077
-46.211355,52,1016.299629
-36.710076,62,1017.036233
-44.142665,47,1017.591675
-145.707489,109,1018.856859
-59.255147,62,1019.578187
-49.85304,42,1020.075733
-56.028543,68,1020.886484
-45.796441,45,1021.421431
-39.498943,50,1022.013282
-79.323722,86,1023.016744
-86.27266,82,1023.995638
-37.774414,61,1024.72694
-45.626922,46,1025.271147
-33.04025,72,1026.122654
-43.439389,47,1026.675212
-45.975906,45,1027.204726
-39.971052,55,1027.853852
-44.076758,45,1028.3974
-63.029928,54,1029.100379
-29.612652,72,1031.306217
-40.105974,55,1032.021503
-62.436001,50,1032.614309
-44.625797,45,1032.93433
-266.994333,173,1033.896362
-597.107695,500,1036.805596
-46.420052,61,1037.535912
-38.269591,58,1038.239646
-45.126788,45,1038.793486
-49.670989,55,1039.529914
-37.825815,60,1040.32325
-40.719685,48,1040.935145
-42.546306,44,1041.465812
-68.653182,62,1042.196731
-40.701364,56,1042.853925
-48.08094,48,1043.419769
-49.422284,45,1043.955669
-67.060167,88,1045.005118
-49.387428,48,1045.567338
-45.998083,45,1046.080025
-44.339985,40,1046.563648
-39.266769,55,1047.298863
-42.318785,46,1047.896419
-52.50416,45,1048.477716
-87.6429,73,1049.43631
-53.428689,50,1050.120212
-45.801764,44,1050.755553
-60.485993,60,1051.620274
-40.149044,52,1054.079383
-35.15999,55,1054.801101
-52.973575,50,1055.448939
-47.379328,52,1056.116498
-47.889025,47,1056.697328
-47.386225,40,1057.186904
-45.06506,44,1057.735577
-38.458275,59,1058.473757
-57.726849,68,1059.321397
-167.230261,160,1061.408495
-37.668859,53,1062.079668
-36.869907,62,1062.860279
-50.761056,53,1063.540616
-561.547795,500,1069.931724
-47.982681,46,1070.515613
-44.946092,48,1071.106249
-36.408801,61,1071.847935
-46.449604,45,1072.400236
-44.194001,46,1072.956494
-56.178917,55,1073.613449
-47.358699,41,1074.106377
-40.000941,52,1074.73128
-40.10684,60,1075.450465
-80.109936,91,1076.556631
-48.011566,63,1077.430333
-58.452889,68,1078.27624
-96.756072,98,1079.459261
-42.733499,51,1081.525913
-178.597111,148,1083.318081
-40.389808,53,1083.956937
-61.815478,57,1084.668241
-38.810251,59,1085.49221
-55.722899,48,1086.064217
-43.446758,58,1086.7572
-44.52435,46,1087.327397
-88.22096,100,1088.557624
-56.52096,47,1089.124257
-210.740294,267,1092.475607
-61.103567,60,1093.3476
-36.050889,57,1094.063125
-41.556568,57,1094.792311
-50.81617,54,1095.454846
-536.077311,500,1101.760653
-43.847464,44,1102.285908
-44.055328,50,1102.882363
-51.436098,50,1103.477278
-51.414716,47,1104.037658
-51.482096,47,1104.599994
-44.522328,45,1105.138971
-46.954112,45,1105.677143
-125.778902,124,1108.566125
-35.177327,58,1109.400326
-46.371422,50,1109.996528
-42.620165,61,1110.721012
-52.014201,50,1111.313359
