#{"t_start": 1789582948.5182724, "env_id": "None"}
r,l,t
-357.224796,397,834.483557
-136.026092,107,835.720878
-48.77564,42,836.208671
-262.047851,284,839.474569
-126.445219,135,841.018485
-179.864811,212,843.45575
-183.788849,250,846.336823
-184.23274,202,848.65941
-107.53386,230,851.400723
-696.808138,489,858.509794
-191.614607,215,860.996878
-133.044904,133,862.534272
-182.187364,220,865.053925
-82.161273,167,866.969254
-162.283895,204,869.308028
-107.29406,102,870.482972
-102.487231,96,871.592515
-173.799959,196,873.848826
-123.713117,167,875.767968
-97.223456,184,877.888513
-53.155424,108,879.141228
-266.49189,307,884.113563
-156.164035,129,885.604166
-48.111658,68,886.392969
-372.529348,346,890.382303
-103.134709,107,891.614888
-101.672901,221,894.153651
-203.099697,296,897.554075
-334.901553,307,901.069005
-128.816968,122,902.473946
-154.641489,166,904.374217
-344.470175,272,908.802905
-197.504724,281,912.139729
-354.960655,365,916.354294
-193.785184,200,918.67323
-354.568597,278,921.876392
-199.205786,277,925.049012
-61.367848,151,926.778246
-596.225836,500,933.840408
-239.947152,302,937.322824
-239.5752,248,940.184391
-193.947813,379,944.66893
-60.879579,218,947.192579
-205.202319,218,949.712738
-49.700921,155,951.492487
-57.79552,130,952.987657
-382.493264,349,958.314101
-116.149018,192,960.520751
-50.724495,46,961.053191
-268.869284,311,964.624157
-213.801992,318,968.285895
-286.428999,336,972.273117
-68.185811,139,973.884099
-170.38744,198,976.171585
-49.263507,181,978.26848
-736.587202,500,985.305347
-140.360124,192,987.508477
-56.087326,100,988.65864
-80.470611,225,991.240417
-58.73092,137,992.808785
-175.961873,160,994.703677
-270.430092,350,998.770582
-731.077993,489,1004.530077
-56.437246,110,1005.802096
-175.661063,236,1009.861987
-243.577831,219,1012.375672
-40.856486,138,1013.95327
-127.737175,224,1016.532431
-72.057859,155,1018.311956
-125.022864,178,1020.352694
-81.80166,133,1021.874565
-76.933941,130,1023.378802
-76.995663,181,1025.471295
-137.004575,143,1027.144812
-245.208849,372,1032.839894
-50.656976,70,1033.654228
-51.31536,91,1034.708821
-318.190976,500,1040.454355
-205.92433,210,1042.866203
-87.803235,238,1045.598035
-58.327214,100,1046.751152
-66.748134,161,1048.599035
-92.475324,124,1050.020126
-76.669459,137,1051.598307
-109.150157,196,1053.866509
-57.648028,92,1054.929185
-527.897763,500,1062.160507
-125.625215,263,1065.197139
-253.297424,317,1068.873189
-299.076947,286,1072.218454
-208.0534,256,1075.150894
-128.158896,208,1077.531906
-54.40222,118,1078.884355
-208.145014,236,1082.920357
-123.852686,240,1085.685689
-46.001576,112,1086.978322
-159.217681,212,1089.42638
-227.37263,290,1092.884098
-70.854393,159,1094.719767
-38.525248,145,1096.379063
-76.366537,183,1098.482227
-42.774081,68,1099.268064
-218.312827,245,1102.077071
-49.965093,84,1103.045784
-389.283239,299,1107.79296
-179.992024,271,1110.902849
-50.790822,89,1111.935475
-142.184344,170,1113.902418
-417.124176,329,1117.699
-188.668955,213,1120.161542
-50.572339,87,1121.238384
-66.06754,99,1122.432418
-367.967794,325,1126.159552
-176.865787,324,1129.861254
-206.99358,182,1133.246865
-293.318003,208,1135.633597
-203.154001,327,1139.37646
-157.616551,351,1143.42555
-52.007803,155,1145.203183
-254.074707,255,1148.147581
-112.757389,144,1149.815184
-204.426428,248,1152.815321
-52.512527,180,1154.881683
-135.035777,232,1158.864482
-139.518751,135,1160.414123
-244.931641,273,1163.539762
-317.922891,300,1166.9634
-75.378176,184,1169.078631
-67.816011,120,1170.464268
-69.271238,130,1171.964587
-458.826146,396,1176.529132
-151.038693,235,1179.243176
-175.936554,193,1182.893475
-213.627908,250,1185.748348
-37.053636,80,1186.668317
-372.848102,295,1190.051774
-131.948084,162,1191.914829
-95.363458,181,1193.986921
-79.719894,245,1196.782942
-177.026288,155,1198.575528
-118.966306,133,1200.113471
-62.153104,194,1202.34908
-54.455018,90,1203.388768
-62.995795,140,1205.004259
-238.240576,350,1210.407659
-136.667749,156,1212.316586
-145.915936,219,1214.823726
-191.214662,196,1217.071555
-62.613337,130,1218.570609
-56.045154,49,1219.135405
-156.454212,226,1221.723904
-93.765013,153,1223.471351
-135.456576,206,1225.827452
-60.322921,77,1226.716867
-212.101221,210,1229.183046
