step,t,car,x,y,yaw_deg,heading_err_deg,progress_cum,lateral,speed,throttle,steer,gap_ahead
272,18.133,A,-17.790,19.970,178.5,-1.5,84.620,0.030,5.678,0.631,0.179,-4.313
272,18.133,B,-21.894,19.229,-161.9,-4.4,88.933,0.426,5.910,1.000,1.000,4.313
273,18.200,A,-18.164,19.984,178.3,-1.7,84.994,0.016,5.587,0.697,0.108,-4.334
273,18.200,B,-22.251,19.058,-159.0,-1.5,89.328,0.447,5.904,1.000,1.000,4.334
274,18.267,A,-18.532,19.989,178.7,-1.3,85.362,0.011,5.451,1.000,0.261,-4.436
274,18.267,B,-22.599,18.868,-156.1,-7.6,89.797,0.473,5.899,1.000,1.000,4.436
275,18.333,A,-18.896,19.984,179.4,-0.6,85.727,0.016,5.476,1.000,1.000,-4.466
275,18.333,B,-22.935,18.661,-153.2,-4.7,90.192,0.474,5.894,1.000,1.000,4.466
276,18.400,A,-19.261,19.965,-179.3,0.7,86.091,0.035,5.476,1.000,0.678,-4.573
276,18.400,B,-23.259,18.436,-150.1,-10.6,90.665,0.492,5.889,1.000,1.000,4.573
277,18.467,A,-19.625,19.930,-177.6,2.4,86.455,0.070,5.466,1.000,-0.760,-4.604
277,18.467,B,-23.571,18.194,-147.1,-7.6,91.059,0.473,5.885,1.000,1.000,4.604
278,18.533,A,-19.987,19.890,-176.2,3.8,86.818,0.110,5.479,1.000,-0.259,-4.636
278,18.533,B,-23.869,17.936,-144.0,-4.5,91.453,0.476,5.881,1.000,1.000,4.636
279,18.600,A,-20.352,19.856,-175.7,-0.2,87.192,0.116,5.499,1.000,1.000,-4.729
279,18.600,B,-24.153,17.662,-140.9,-10.4,91.921,0.446,5.878,1.000,1.000,4.729
280,18.667,A,-20.717,19.825,-175.5,0.0,87.558,0.118,5.493,1.000,1.000,-4.756
280,18.667,B,-24.421,17.373,-137.8,-7.3,92.315,0.430,5.874,1.000,1.000,4.756
281,18.733,A,-21.081,19.785,-174.8,-8.3,87.943,0.104,5.488,1.000,1.000,-4.831
281,18.733,B,-24.672,17.070,-134.7,-13.2,92.774,0.394,5.871,1.000,1.000,4.831
282,18.800,A,-21.442,19.728,-173.4,-6.9,88.308,0.075,5.481,1.000,1.000,-4.858
282,18.800,B,-24.907,16.754,-131.6,-10.1,93.166,0.359,5.868,1.000,1.000,4.858
283,18.867,A,-21.801,19.655,-171.7,-5.2,88.673,0.062,5.474,1.000,1.000,-4.938
283,18.867,B,-25.123,16.425,-128.5,-16.0,93.611,0.320,5.865,1.000,1.000,4.938
284,18.933,A,-22.156,19.565,-169.6,-12.1,89.046,0.015,5.468,1.000,1.000,-4.955
284,18.933,B,-25.321,16.086,-125.3,-12.8,94.001,0.267,5.862,1.000,1.000,4.955
285,19.000,A,-22.505,19.458,-167.2,-9.7,89.410,-0.020,5.463,1.000,1.000,-5.020
285,19.000,B,-25.501,15.736,-122.2,-18.7,94.429,0.228,5.859,1.000,1.000,5.020
286,19.067,A,-22.849,19.333,-164.6,-16.1,89.768,-0.054,5.459,1.000,1.000,-5.048
286,19.067,B,-25.660,15.377,-119.0,-15.5,94.816,0.157,5.856,1.000,1.000,5.048
287,19.133,A,-23.186,19.190,-161.9,-13.4,90.130,-0.108,5.456,1.000,1.000,-5.075
287,19.133,B,-25.799,15.009,-115.9,-12.4,95.205,0.107,5.853,1.000,1.000,5.075
288,19.200,A,-23.514,19.028,-159.0,-10.5,90.494,-0.142,5.455,1.000,1.000,-5.111
288,19.200,B,-25.918,14.635,-112.7,-18.2,95.605,0.032,5.851,1.000,1.000,5.111
289,19.267,A,-23.833,18.849,-156.0,-16.5,90.832,-0.195,5.454,1.000,1.000,-5.159
289,19.267,B,-26.016,14.255,-109.5,-15.0,95.992,-0.036,5.848,1.000,1.000,5.159
290,19.333,A,-24.142,18.652,-152.9,-13.4,91.195,-0.246,5.454,1.000,1.000,-5.179
290,19.333,B,-26.093,13.871,-106.4,-16.4,96.374,-0.093,5.845,1.000,1.000,5.179
291,19.400,A,-24.439,18.438,-149.8,-10.3,91.538,-0.277,5.455,1.000,1.000,-5.225
291,19.400,B,-26.148,13.483,-103.2,-13.2,96.762,-0.148,5.843,1.000,1.000,5.225
292,19.467,A,-24.723,18.207,-146.6,-16.1,91.877,-0.343,5.457,1.000,1.000,-5.276
292,19.467,B,-26.181,13.092,-100.0,-10.0,97.153,-0.181,5.840,1.000,0.974,5.276
293,19.533,A,-24.994,17.960,-143.4,-12.9,92.240,-0.388,5.459,1.000,1.000,-5.304
293,19.533,B,-26.193,12.701,-96.9,-6.9,97.544,-0.193,5.838,1.000,0.874,5.304
294,19.600,A,-25.251,17.698,-140.1,-18.6,92.540,-0.428,5.461,1.000,1.000,-5.396
294,19.600,B,-26.184,12.309,-93.7,-3.7,97.936,-0.184,5.838,1.000,0.825,5.396
295,19.667,A,-25.492,17.421,-136.8,-15.3,92.902,-0.488,5.464,1.000,1.000,-5.424
295,19.667,B,-26.152,11.919,-90.5,-0.5,98.326,-0.152,5.837,1.000,-0.354,5.424
296,19.733,A,-25.716,17.131,-133.5,-12.0,93.267,-0.528,5.466,1.000,1.000,-5.448
296,19.733,B,-26.109,11.530,-87.9,2.1,98.716,-0.109,5.872,1.000,-1.000,5.448
297,19.800,A,-25.923,16.827,-130.2,-17.7,93.546,-0.573,5.469,1.000,1.000,-5.560
297,19.800,B,-26.070,11.139,-86.6,3.4,99.106,-0.070,5.881,1.000,-0.291,5.560
298,19.867,A,-26.112,16.512,-126.8,-14.3,93.910,-0.627,5.472,1.000,1.000,-5.587
298,19.867,B,-26.043,10.748,-86.4,3.6,99.497,-0.043,5.885,1.000,-0.346,5.587
299,19.933,A,-26.283,16.186,-123.5,-11.0,94.276,-0.659,5.475,1.000,1.000,-5.613
299,19.933,B,-26.028,10.356,-87.0,3.0,99.889,-0.028,5.880,1.000,0.029,5.613
300,20.000,A,-26.434,15.850,-120.1,-16.6,94.536,-0.706,5.479,1.000,1.000,-5.746
300,20.000,B,-26.018,9.964,-87.5,2.5,100.281,-0.018,5.887,1.000,-0.389,5.746
301,20.067,A,-26.565,15.506,-116.8,-13.3,94.901,-0.754,5.482,1.000,1.000,-5.772
301,20.067,B,-26.006,9.572,-87.8,2.2,100.673,-0.006,5.883,1.000,-0.261,5.772
302,20.133,A,-26.676,15.155,-113.4,-9.9,95.268,-0.779,5.485,1.000,1.000,-5.797
302,20.133,B,-26.007,9.180,-88.7,1.3,101.066,-0.007,5.882,1.000,0.007,5.797
303,20.200,A,-26.766,14.797,-110.0,-15.5,95.511,-0.826,5.488,1.000,1.000,-5.948
303,20.200,B,-26.013,8.787,-89.5,0.5,101.458,-0.013,5.894,1.000,0.167,5.948
304,20.267,A,-26.835,14.435,-106.6,-12.1,95.877,-0.866,5.491,1.000,1.000,-5.974
304,20.267,B,-26.009,8.394,-89.4,0.6,101.851,-0.009,5.898,1.000,0.045,5.974
305,20.333,A,-26.882,14.069,-103.3,-8.8,96.245,-0.885,5.495,1.000,1.000,-6.001
305,20.333,B,-25.998,7.999,-89.1,0.9,102.246,0.002,5.955,1.000,0.859,6.001
306,20.400,A,-26.908,13.700,-99.9,-9.9,96.545,-0.908,5.498,1.000,1.000,-6.097
306,20.400,B,-25.982,7.603,-88.5,1.5,102.642,0.018,5.953,1.000,0.845,6.097
307,20.467,A,-26.912,13.331,-96.5,-6.5,96.914,-0.912,5.501,1.000,1.000,-6.123
307,20.467,B,-25.952,7.208,-87.4,2.6,103.038,0.048,5.937,1.000,1.000,6.123
308,20.533,A,-26.894,12.961,-93.1,-3.1,97.284,-0.894,5.504,1.000,1.000,-6.147
308,20.533,B,-25.906,6.815,-85.8,4.2,103.431,0.094,5.924,1.000,1.000,6.147
309,20.600,A,-26.855,12.594,-89.8,0.2,97.652,-0.855,5.507,1.000,1.000,-6.169
309,20.600,B,-25.843,6.424,-83.9,6.1,103.821,0.157,5.912,1.000,1.000,6.169
310,20.667,A,-26.794,12.228,-86.4,3.6,98.017,-0.794,5.510,1.000,1.000,-6.191
310,20.667,B,-25.762,6.038,-81.7,8.3,104.207,0.238,5.901,1.000,1.000,6.191
311,20.733,A,-26.712,11.867,-83.0,7.0,98.378,-0.712,5.513,1.000,0.388,-6.237
311,20.733,B,-25.662,5.656,-79.3,6.2,104.614,0.310,5.891,1.000,1.000,6.237
312,20.800,A,-26.616,11.508,-80.1,9.9,98.737,-0.616,5.578,1.000,0.254,-6.262
312,20.800,B,-25.545,5.280,-76.8,8.7,104.998,0.398,5.883,1.000,1.000,6.262
313,20.867,A,-26.520,11.144,-78.4,11.6,99.101,-0.520,5.682,1.000,-0.650,-6.353
313,20.867,B,-25.408,4.911,-74.1,2.4,105.454,0.469,5.876,1.000,1.000,6.353
314,20.933,A,-26.427,10.776,-77.5,12.5,99.469,-0.427,5.694,1.000,-0.321,-6.373
314,20.933,B,-25.252,4.550,-71.3,5.2,105.841,0.536,5.869,1.000,1.000,6.373
315,21.000,A,-26.344,10.406,-77.5,12.5,99.839,-0.344,5.698,1.000,-0.264,-6.482
315,21.000,B,-25.078,4.197,-68.4,-0.9,106.321,0.600,5.864,1.000,1.000,6.482
316,21.067,A,-26.273,10.032,-78.2,11.8,100.213,-0.273,5.702,1.000,-0.277,-6.498
316,21.067,B,-24.886,3.855,-65.5,2.0,106.711,0.646,5.859,1.000,1.000,6.498
317,21.133,A,-26.216,9.656,-79.4,10.6,100.589,-0.216,5.712,1.000,-0.277,-6.620
317,21.133,B,-24.676,3.523,-62.5,-4.0,107.209,0.700,5.854,1.000,1.000,6.620
318,21.200,A,-26.172,9.275,-80.9,9.1,100.970,-0.172,5.762,1.000,-0.275,-6.631
318,21.200,B,-24.448,3.204,-59.5,-1.0,107.600,0.727,5.850,1.000,1.000,6.631
319,21.267,A,-26.139,8.889,-82.4,7.6,101.356,-0.139,5.834,1.000,-0.281,-6.756
319,21.267,B,-24.204,2.897,-56.4,-6.9,108.111,0.770,5.847,1.000,1.000,6.756
320,21.333,A,-26.116,8.498,-84.0,6.0,101.747,-0.116,5.894,1.000,-0.191,-6.756
320,21.333,B,-23.943,2.604,-53.3,-3.8,108.503,0.778,5.843,1.000,1.000,6.756
321,21.400,A,-26.099,8.103,-85.3,4.7,102.142,-0.099,5.970,0.819,-0.074,-6.879
321,21.400,B,-23.667,2.326,-50.2,-9.7,109.021,0.806,5.840,1.000,1.000,6.879
322,21.467,A,-26.081,7.711,-86.1,3.9,102.535,-0.081,5.840,0.959,-0.224,-6.878
322,21.467,B,-23.376,2.064,-47.1,-6.6,109.412,0.796,5.837,1.000,1.000,6.878
323,21.533,A,-26.067,7.322,-86.8,3.2,102.923,-0.067,5.831,0.857,-0.123,-6.880
323,21.533,B,-23.072,1.818,-44.0,-3.5,109.803,0.807,5.835,1.000,1.000,6.880
324,21.600,A,-26.060,6.937,-87.6,2.4,103.308,-0.060,5.702,0.824,-0.079,-7.013
324,21.600,B,-22.754,1.590,-40.8,-9.3,110.321,0.782,5.832,1.000,1.000,7.013
325,21.667,A,-26.055,6.564,-88.1,1.9,103.681,-0.055,5.534,0.823,-0.052,-7.031
325,21.667,B,-22.425,1.379,-37.7,-6.2,110.712,0.775,5.829,1.000,1.000,7.031
326,21.733,A,-26.049,6.202,-88.5,1.5,104.043,-0.049,5.359,1.000,1.000,-7.180
326,21.733,B,-22.084,1.188,-34.5,-12.0,111.223,0.738,5.827,1.000,1.000,7.180
327,21.800,A,-26.038,5.845,-88.4,-2.9,104.396,-0.050,5.363,1.000,1.000,-7.216
327,21.800,B,-21.733,1.015,-31.4,-8.9,111.613,0.713,5.825,1.000,1.000,7.216
328,21.867,A,-26.016,5.488,-87.7,-2.2,104.754,-0.056,5.359,1.000,1.000,-7.358
328,21.867,B,-21.374,0.862,-28.2,-14.7,112.112,0.665,5.822,1.000,1.000,7.358
329,21.933,A,-25.978,5.133,-86.3,-0.8,105.111,-0.047,5.354,1.000,1.000,-7.388
329,21.933,B,-21.007,0.729,-25.0,-11.5,112.500,0.622,5.820,1.000,1.000,7.388
330,22.000,A,-25.925,4.779,-84.6,-8.1,105.461,-0.065,5.348,1.000,1.000,-7.520
330,22.000,B,-20.633,0.617,-21.8,-17.3,112.981,0.566,5.818,1.000,1.000,7.520
331,22.067,A,-25.854,4.429,-82.5,-6.0,105.818,-0.078,5.343,1.000,1.000,-7.548
331,22.067,B,-20.253,0.526,-18.7,-14.2,113.367,0.505,5.816,1.000,1.000,7.548
332,22.133,A,-25.766,4.082,-80.1,-12.6,106.164,-0.080,5.340,1.000,1.000,-7.627
332,22.133,B,-19.869,0.457,-15.5,-15.5,113.791,0.457,5.814,1.000,0.603,7.627
333,22.200,A,-25.660,3.741,-77.5,-10.0,106.520,-0.113,5.337,1.000,1.000,-7.659
333,22.200,B,-19.481,0.407,-12.4,-12.4,114.179,0.407,5.849,1.000,-0.138,7.659
334,22.267,A,-25.536,3.405,-74.8,-7.3,106.878,-0.126,5.336,1.000,1.000,-7.692
334,22.267,B,-19.090,0.368,-9.8,-9.8,114.570,0.368,5.887,1.000,-0.449,7.692
335,22.333,A,-25.393,3.077,-71.9,-13.4,107.215,-0.144,5.336,1.000,1.000,-7.746
335,22.333,B,-18.699,0.322,-8.7,-8.7,114.961,0.322,5.905,1.000,-0.075,7.746
336,22.400,A,-25.232,2.757,-68.8,-10.3,107.572,-0.174,5.337,1.000,1.000,-7.779
336,22.400,B,-18.310,0.265,-8.6,-8.6,115.351,0.265,5.912,1.000,0.341,7.779
337,22.467,A,-25.053,2.447,-65.7,-7.2,107.930,-0.184,5.338,1.000,1.000,-7.810
337,22.467,B,-17.920,0.206,-8.6,-8.6,115.740,0.206,5.910,1.000,0.665,7.810
338,22.533,A,-24.856,2.147,-62.5,-13.0,108.258,-0.214,5.341,1.000,1.000,-7.873
338,22.533,B,-17.529,0.159,-7.9,-7.9,116.131,0.159,5.904,1.000,0.708,7.873
339,22.600,A,-24.642,1.859,-59.3,-9.8,108.616,-0.238,5.344,1.000,1.000,-7.907
339,22.600,B,-17.137,0.127,-6.7,-6.7,116.523,0.127,5.895,1.000,0.583,7.907
340,22.667,A,-24.411,1.583,-56.0,-6.5,108.953,-0.242,5.348,1.000,1.000,-7.964
340,22.667,B,-16.744,0.110,-5.0,-5.0,116.916,0.110,5.888,1.000,0.150,7.964
341,22.733,A,-24.164,1.322,-52.7,-12.2,109.295,-0.280,5.352,1.000,1.000,-8.015
341,22.733,B,-16.350,0.102,-3.6,-3.6,117.310,0.102,5.925,1.000,0.069,8.015
342,22.800,A,-23.902,1.075,-49.3,-8.8,109.655,-0.298,5.356,1.000,1.000,-8.051
342,22.800,B,-15.954,0.089,-3.0,-3.0,117.706,0.089,5.973,1.000,0.111,8.051
343,22.867,A,-23.626,0.844,-46.0,-14.5,109.968,-0.309,5.360,1.000,1.000,-8.136
343,22.867,B,-15.556,0.078,-2.4,-2.4,118.104,0.078,5.986,1.000,0.055,8.136
344,22.933,A,-23.336,0.630,-42.6,-11.1,110.327,-0.340,5.365,1.000,1.000,-8.177
344,22.933,B,-15.157,0.070,-2.0,-2.0,118.503,0.070,6.005,1.000,0.081,8.177
345,23.000,A,-23.033,0.433,-39.2,-7.7,110.688,-0.350,5.370,1.000,1.000,-8.217
345,23.000,B,-14.756,0.064,-1.5,-1.5,118.904,0.064,6.039,1.000,0.023,8.217
346,23.067,A,-22.719,0.255,-35.7,-13.2,110.993,-0.367,5.375,1.000,1.000,-8.313
346,23.067,B,-14.354,0.059,-1.3,-1.3,119.306,0.059,6.026,1.000,0.067,8.313
347,23.133,A,-22.395,0.095,-32.3,-9.8,111.354,-0.390,5.380,1.000,1.000,-8.354
347,23.133,B,-13.952,0.055,-1.0,-1.0,119.708,0.055,6.037,1.000,-0.011,8.354
348,23.200,A,-22.061,-0.045,-28.9,-6.4,111.716,-0.392,5.385,1.000,1.000,-8.394
348,23.200,B,-13.550,0.052,-0.8,-0.8,120.110,0.052,6.012,1.000,0.076,8.394
349,23.267,A,-21.719,-0.165,-25.5,-12.0,112.016,-0.415,5.389,1.000,1.000,-8.495
349,23.267,B,-13.149,0.049,-0.6,-0.6,120.511,0.049,6.011,1.000,-0.053,8.495
350,23.333,A,-21.371,-0.265,-22.0,-8.5,112.378,-0.430,5.394,1.000,1.000,-8.534
350,23.333,B,-12.749,0.048,-0.5,-0.5,120.911,0.048,6.009,1.000,0.070,8.534
351,23.400,A,-21.016,-0.343,-18.6,-5.1,112.719,-0.424,5.399,1.000,1.000,-8.593
351,23.400,B,-12.348,0.044,-0.5,-0.5,121.312,0.044,6.005,1.000,-0.015,8.593
352,23.467,A,-20.658,-0.400,-15.2,-10.7,113.036,-0.451,5.404,1.000,1.000,-8.676
352,23.467,B,-11.948,0.043,-0.4,-0.4,121.712,0.043,6.000,1.000,0.055,8.676
353,23.533,A,-20.296,-0.436,-11.7,-7.2,113.400,-0.458,5.409,1.000,1.000,-8.712
353,23.533,B,-11.548,0.043,-0.2,-0.2,122.112,0.043,6.006,1.000,-0.073,8.712
354,23.600,A,-19.932,-0.450,-8.3,-8.3,113.728,-0.450,5.413,1.000,1.000,-8.784
354,23.600,B,-11.148,0.043,-0.2,-0.2,122.512,0.043,6.006,1.000,0.061,8.784
355,23.667,A,-19.568,-0.442,-4.9,-4.9,114.092,-0.442,5.418,1.000,1.000,-8.821
355,23.667,B,-10.748,0.040,-0.2,-0.2,122.913,0.040,6.002,1.000,-0.024,8.821
356,23.733,A,-19.205,-0.413,-1.4,-1.4,114.455,-0.413,5.422,1.000,1.000,-8.857
356,23.733,B,-10.348,0.039,-0.2,-0.2,123.313,0.039,5.998,1.000,0.051,8.857
357,23.800,A,-18.844,-0.362,2.0,2.0,114.816,-0.362,5.427,1.000,0.291,-8.896
357,23.800,B,-9.948,0.040,-0.1,-0.1,123.712,0.040,6.004,1.000,-0.086,8.896
358,23.867,A,-18.484,-0.297,4.9,4.9,115.177,-0.297,5.487,0.930,-0.183,-8.936
358,23.867,B,-9.547,0.040,-0.1,-0.1,124.113,0.040,6.004,1.000,0.055,8.936
359,23.933,A,-18.121,-0.238,6.4,6.4,115.539,-0.238,5.515,1.000,-0.251,-8.973
359,23.933,B,-9.147,0.037,-0.2,-0.2,124.513,0.037,6.001,1.000,-0.027,8.973
360,24.000,A,-17.756,-0.190,6.8,6.8,115.905,-0.190,5.530,1.000,-0.262,-9.008
360,24.000,B,-8.747,0.037,-0.1,-0.1,124.913,0.037,5.997,1.000,0.050,9.008
361,24.067,A,-17.388,-0.153,6.4,6.4,116.272,-0.153,5.539,1.000,-0.255,-9.041
361,24.067,B,-8.348,0.038,-0.0,-0.0,125.313,0.038,5.995,1.000,-0.082,9.041
362,24.133,A,-17.019,-0.129,5.4,5.4,116.641,-0.129,5.554,1.000,-0.210,-9.071
362,24.133,B,-7.948,0.038,-0.0,-0.0,125.712,0.038,5.996,1.000,0.056,9.071
363,24.200,A,-16.646,-0.115,4.2,4.2,117.015,-0.115,5.638,1.000,-0.116,-9.097
363,24.200,B,-7.548,0.035,-0.1,-0.1,126.112,0.035,5.993,1.000,-0.025,9.097
364,24.267,A,-16.266,-0.104,3.3,3.3,117.394,-0.104,5.742,1.000,-0.117,-9.117
364,24.267,B,-7.149,0.035,-0.1,-0.1,126.511,0.035,5.994,1.000,0.028,9.117
365,24.333,A,-15.878,-0.095,2.6,2.6,117.782,-0.095,5.846,1.000,-0.053,-9.129
365,24.333,B,-6.749,0.035,-0.0,-0.0,126.911,0.035,5.986,1.000,-0.087,9.129
366,24.400,A,-15.487,-0.086,2.1,2.1,118.173,-0.086,5.913,1.000,-0.073,-9.137
366,24.400,B,-6.350,0.033,-0.2,-0.2,127.310,0.033,5.986,1.000,0.068,9.137
367,24.467,A,-15.090,-0.079,1.7,1.7,118.570,-0.079,5.949,1.000,-0.035,-9.139
367,24.467,B,-5.951,0.028,-0.3,-0.3,127.709,0.028,5.985,1.000,0.003,9.139
368,24.533,A,-14.693,-0.072,1.4,1.4,118.967,-0.072,5.969,1.000,-0.052,-9.141
368,24.533,B,-5.552,0.028,-0.2,-0.2,128.109,0.028,6.005,1.000,0.011,9.141
369,24.600,A,-14.295,-0.067,1.2,1.2,119.365,-0.067,5.961,1.000,-0.026,-9.144
369,24.600,B,-5.151,0.028,-0.2,-0.2,128.509,0.028,6.004,1.000,0.021,9.144
370,24.667,A,-13.896,-0.062,1.0,1.0,119.764,-0.062,6.015,1.000,-0.034,-9.145
370,24.667,B,-4.751,0.028,-0.1,-0.1,128.910,0.028,6.013,1.000,-0.024,9.145
371,24.733,A,-13.495,-0.058,0.8,0.8,120.165,-0.058,6.016,1.000,-0.021,-9.144
371,24.733,B,-4.350,0.026,-0.2,-0.2,129.310,0.026,5.991,1.000,0.042,9.144
372,24.800,A,-13.094,-0.056,0.7,0.7,120.566,-0.056,6.016,1.000,-0.026,-9.143
372,24.800,B,-3.951,0.027,-0.0,-0.0,129.710,0.027,6.014,1.000,-0.086,9.143
373,24.867,A,-12.693,-0.053,0.5,0.5,120.967,-0.053,6.010,1.000,-0.016,-9.143
373,24.867,B,-3.550,0.027,-0.0,-0.0,130.111,0.027,6.012,1.000,0.062,9.143
374,24.933,A,-12.293,-0.052,0.4,0.4,121.367,-0.052,5.990,1.000,-0.018,-9.144
374,24.933,B,-3.149,0.024,-0.2,-0.2,130.511,0.024,6.009,1.000,-0.018,9.144
375,25.000,A,-11.894,-0.050,0.4,0.4,121.767,-0.050,5.996,1.000,-0.020,-9.145
375,25.000,B,-2.749,0.025,-0.1,-0.1,130.912,0.025,6.001,1.000,0.043,9.145
376,25.067,A,-11.494,-0.048,0.3,0.3,122.167,-0.048,5.995,1.000,-0.019,-9.145
376,25.067,B,-2.349,0.026,0.0,0.0,131.312,0.026,6.013,1.000,-0.081,9.145
377,25.133,A,-11.094,-0.046,0.3,0.3,122.566,-0.046,5.992,1.000,-0.016,-9.146
377,25.133,B,-1.948,0.025,-0.0,-0.0,131.712,0.025,6.010,1.000,0.067,9.146
378,25.200,A,-10.695,-0.046,0.2,0.2,122.966,-0.046,5.990,1.000,-0.012,-9.147
378,25.200,B,-1.547,0.022,-0.2,-0.2,132.113,0.022,6.006,1.000,-0.011,9.147
379,25.267,A,-10.295,-0.046,0.1,0.1,123.365,-0.046,6.003,1.000,-0.009,-9.148
379,25.267,B,-1.147,0.023,-0.1,-0.1,132.513,0.023,5.997,1.000,0.037,9.148
380,25.333,A,-9.895,-0.047,0.0,0.0,123.766,-0.047,6.000,1.000,-0.006,-9.148
380,25.333,B,-0.747,0.025,0.1,0.1,132.913,0.025,5.987,1.000,-0.091,9.148
381,25.400,A,-9.495,-0.047,-0.0,-0.0,124.165,-0.047,6.002,1.000,-0.002,-9.147
381,25.400,B,-0.348,0.025,-0.0,-0.0,133.312,0.025,5.985,1.000,0.069,9.147
382,25.467,A,-9.094,-0.048,-0.1,-0.1,124.566,-0.048,6.007,1.000,0.001,-9.145
382,25.467,B,0.051,0.021,-0.2,-0.2,133.711,0.021,5.985,1.000,0.001,9.145
383,25.533,A,-8.694,-0.049,-0.1,-0.1,124.966,-0.049,6.005,1.000,0.003,-9.144
383,25.533,B,0.450,0.022,-0.1,-0.1,134.110,0.022,5.998,1.000,0.022,9.144
384,25.600,A,-8.294,-0.050,-0.1,-0.1,125.367,-0.050,6.002,1.000,0.003,-9.144
384,25.600,B,0.850,0.024,0.1,0.1,134.510,0.024,6.007,1.000,-0.042,9.144
385,25.667,A,-7.894,-0.051,-0.1,-0.1,125.767,-0.051,6.000,1.000,0.004,-9.144
385,25.667,B,1.250,0.023,-0.0,-0.0,134.910,0.023,5.994,1.000,0.063,9.144
386,25.733,A,-7.494,-0.051,-0.1,-0.1,126.167,-0.051,5.999,1.000,0.003,-9.143
386,25.733,B,1.650,0.023,0.0,0.0,135.310,0.023,5.994,1.000,-0.083,9.143
387,25.800,A,-7.094,-0.052,-0.1,-0.1,126.567,-0.052,5.999,1.000,0.003,-9.143
387,25.800,B,2.049,0.024,0.0,0.0,135.710,0.024,5.993,1.000,0.050,9.143
388,25.867,A,-6.694,-0.052,-0.1,-0.1,126.967,-0.052,5.999,1.000,0.002,-9.142
388,25.867,B,2.449,0.023,-0.0,-0.0,136.109,0.023,5.992,1.000,-0.050,9.142
389,25.933,A,-6.294,-0.052,-0.0,-0.0,127.367,-0.052,6.000,1.000,0.002,-9.142
389,25.933,B,2.848,0.023,-0.0,-0.0,136.509,0.023,5.991,1.000,0.065,9.142
390,26.000,A,-5.894,-0.052,-0.0,-0.0,127.767,-0.052,6.000,1.000,0.002,-9.141
390,26.000,B,3.248,0.022,-0.0,-0.0,136.908,0.022,5.991,1.000,-0.062,9.141
391,26.067,A,-5.494,-0.052,-0.0,-0.0,128.167,-0.052,6.000,1.000,0.001,-9.140
391,26.067,B,3.647,0.023,0.0,0.0,137.307,0.023,5.989,1.000,0.055,9.140
392,26.133,A,-5.093,-0.052,-0.0,-0.0,128.567,-0.052,6.001,1.000,0.001,-9.140
392,26.133,B,4.046,0.022,-0.0,-0.0,137.706,0.022,5.988,1.000,-0.057,9.140
393,26.200,A,-4.693,-0.052,-0.0,-0.0,128.967,-0.052,6.001,1.000,0.001,-9.139
393,26.200,B,4.445,0.023,-0.0,-0.0,138.106,0.023,5.987,1.000,0.061,9.139
394,26.267,A,-4.293,-0.052,-0.0,-0.0,129.367,-0.052,6.001,1.000,0.001,-9.138
394,26.267,B,4.844,0.022,-0.0,-0.0,138.505,0.022,5.987,1.000,-0.057,9.138
395,26.333,A,-3.893,-0.052,-0.0,-0.0,129.767,-0.052,6.000,1.000,0.001,-9.137
395,26.333,B,5.243,0.023,0.0,0.0,138.904,0.023,5.986,1.000,0.057,9.137
396,26.400,A,-3.493,-0.052,-0.0,-0.0,130.167,-0.052,6.000,1.000,0.000,-9.135
396,26.400,B,5.642,0.022,-0.0,-0.0,139.303,0.022,5.985,1.000,-0.062,9.135
397,26.467,A,-3.093,-0.052,0.0,0.0,130.567,-0.052,6.000,1.000,-0.000,-9.134
397,26.467,B,6.041,0.023,0.0,0.0,139.702,0.023,5.984,1.000,0.058,9.134
398,26.533,A,-2.693,-0.052,0.0,0.0,130.967,-0.052,6.000,1.000,-0.000,-9.133
398,26.533,B,6.440,0.022,-0.0,-0.0,140.100,0.022,5.983,1.000,-0.053,9.133
399,26.600,A,-2.293,-0.052,0.0,0.0,131.367,-0.052,6.000,1.000,-0.001,-9.132
399,26.600,B,6.839,0.022,-0.0,-0.0,140.499,0.022,5.983,1.000,0.060,9.132
400,26.667,A,-1.893,-0.052,0.0,0.0,131.767,-0.052,6.001,1.000,-0.001,-9.131
400,26.667,B,7.238,0.022,-0.0,-0.0,140.898,0.022,5.983,1.000,-0.066,9.131
401,26.733,A,-1.493,-0.052,0.0,0.0,132.167,-0.052,6.001,1.000,-0.001,-9.130
401,26.733,B,7.637,0.023,0.0,0.0,141.297,0.023,5.983,1.000,0.057,9.130
402,26.800,A,-1.093,-0.052,0.0,0.0,132.568,-0.052,6.001,1.000,-0.001,-9.128
402,26.800,B,8.036,0.022,-0.0,-0.0,141.696,0.022,5.982,1.000,-0.052,9.128
403,26.867,A,-0.693,-0.051,0.0,0.0,132.968,-0.051,6.001,1.000,-0.001,-9.127
403,26.867,B,8.434,0.022,-0.0,-0.0,142.095,0.022,5.982,1.000,0.061,9.127
404,26.933,A,-0.293,-0.051,0.0,0.0,133.368,-0.051,6.001,1.000,-0.001,-9.126
404,26.933,B,8.833,0.022,-0.0,-0.0,142.493,0.022,5.983,1.000,-0.067,9.126
405,27.000,A,0.108,-0.051,0.0,0.0,133.768,-0.051,6.000,1.000,-0.001,-9.124
405,27.000,B,9.232,0.023,0.0,0.0,142.892,0.023,5.982,1.000,0.055,9.124
