step,t,car,x,y,yaw_deg,heading_err_deg,progress_cum,lateral,speed,throttle,steer,gap_ahead
134,8.933,A,25.981,8.370,96.7,6.7,31.785,0.019,5.459,1.000,-0.718,-5.118
134,8.933,B,25.704,13.488,108.8,18.8,36.903,0.296,5.802,1.000,-0.612,5.118
135,9.000,A,25.946,8.732,96.3,6.3,32.147,0.054,5.459,1.000,-0.484,-5.135
135,9.000,B,25.621,13.867,106.3,16.3,37.282,0.379,5.798,1.000,-0.545,5.135
136,9.067,A,25.924,9.095,95.3,5.3,32.510,0.076,5.459,1.000,-0.429,-5.189
136,9.067,B,25.557,14.250,103.8,9.3,37.699,0.422,5.800,1.000,-0.606,5.189
137,9.133,A,25.916,9.460,93.8,3.8,32.875,0.084,5.464,1.000,-0.289,-5.212
137,9.133,B,25.513,14.636,101.1,6.6,38.087,0.436,5.800,1.000,0.908,5.212
138,9.200,A,25.920,9.828,92.3,2.3,33.243,0.080,5.546,1.000,-0.275,-5.300
138,9.200,B,25.476,15.022,99.0,-4.5,38.543,0.419,5.816,1.000,1.000,5.300
139,9.267,A,25.932,10.201,90.7,0.7,33.616,0.068,5.636,1.000,-0.202,-5.312
139,9.267,B,25.436,15.409,97.9,-5.6,38.928,0.367,5.821,1.000,1.000,5.312
140,9.333,A,25.950,10.580,89.5,-0.5,33.995,0.050,5.725,0.957,-0.081,-5.370
140,9.333,B,25.383,15.793,97.9,-14.6,39.365,0.322,5.816,1.000,1.000,5.370
141,9.400,A,25.969,10.962,88.7,-1.3,34.377,0.031,5.728,0.677,0.123,-5.366
141,9.400,B,25.317,16.175,98.6,-13.9,39.743,0.237,5.805,1.000,1.000,5.366
142,9.467,A,25.980,11.338,88.6,-1.4,34.753,0.020,5.616,0.627,0.250,-5.370
142,9.467,B,25.238,16.553,99.9,-12.6,40.123,0.166,5.794,1.000,1.000,5.370
143,9.533,A,25.980,11.708,89.1,-0.9,35.123,0.020,5.516,0.873,-0.065,-5.396
143,9.533,B,25.142,16.928,101.5,-20.0,40.520,0.067,5.782,1.000,1.000,5.396
144,9.600,A,25.977,12.076,89.6,-0.4,35.491,0.023,5.509,0.665,0.222,-5.402
144,9.600,B,25.030,17.297,103.5,-18.0,40.893,-0.030,5.772,1.000,1.000,5.402
145,9.667,A,25.977,12.439,89.8,-0.2,35.854,0.023,5.427,0.913,0.509,-5.398
145,9.667,B,24.901,17.661,105.8,-24.7,41.252,-0.123,5.763,1.000,1.000,5.398
146,9.733,A,25.964,12.801,90.6,0.6,36.216,0.036,5.420,1.000,1.000,-5.403
146,9.733,B,24.754,18.017,108.2,-22.3,41.619,-0.243,5.756,1.000,1.000,5.403
147,9.800,A,25.937,13.161,91.9,1.9,36.576,0.063,5.413,1.000,0.493,-5.414
147,9.800,B,24.590,18.365,110.9,-19.6,41.990,-0.344,5.749,1.000,1.000,5.414
148,9.867,A,25.894,13.521,93.7,3.7,36.936,0.106,5.421,1.000,-0.692,-5.361
148,9.867,B,24.408,18.705,113.6,-25.9,42.297,-0.459,5.744,1.000,1.000,5.361
149,9.933,A,25.845,13.880,95.1,5.1,37.295,0.155,5.437,1.000,-0.096,-5.368
149,9.933,B,24.208,19.033,116.5,-23.0,42.662,-0.579,5.739,1.000,1.000,5.368
150,10.000,A,25.804,14.241,95.6,1.1,37.671,0.176,5.473,1.000,1.000,-5.363
150,10.000,B,23.991,19.351,119.4,-20.1,43.033,-0.680,5.736,1.000,1.000,5.363
151,10.067,A,25.765,14.604,95.8,1.3,38.035,0.187,5.468,1.000,1.000,-5.251
151,10.067,B,23.758,19.656,122.4,-26.1,43.286,-0.805,5.733,1.000,1.000,5.251
152,10.133,A,25.714,14.965,96.6,-6.9,38.431,0.200,5.461,1.000,1.000,-5.221
152,10.133,B,23.508,19.948,125.4,-23.1,43.652,-0.923,5.730,1.000,1.000,5.221
153,10.200,A,25.648,15.323,98.0,-5.5,38.795,0.181,5.455,1.000,1.000,-5.211
153,10.200,B,23.242,20.226,128.5,-20.0,44.006,-1.021,5.728,1.000,1.000,5.211
154,10.267,A,25.566,15.678,99.8,-3.7,39.159,0.178,5.448,1.000,1.000,-5.064
154,10.267,B,22.962,20.489,131.7,-25.8,44.223,-1.147,5.726,1.000,1.000,5.064
155,10.333,A,25.467,16.028,101.9,-10.6,39.550,0.154,5.442,1.000,1.000,-5.039
155,10.333,B,22.667,20.735,134.8,-22.7,44.590,-1.262,5.724,1.000,1.000,5.039
156,10.400,A,25.351,16.373,104.3,-8.2,39.914,0.130,5.438,1.000,1.000,-5.033
156,10.400,B,22.360,20.965,138.0,-19.5,44.947,-1.357,5.723,1.000,1.000,5.033
157,10.467,A,25.217,16.712,106.9,-14.6,40.297,0.117,5.434,1.000,1.000,-4.813
157,10.467,B,22.040,21.177,141.2,-25.3,45.110,-1.474,5.722,1.000,1.000,4.813
158,10.533,A,25.065,17.043,109.7,-11.8,40.658,0.073,5.432,1.000,1.000,-4.819
158,10.533,B,21.708,21.371,144.4,-22.1,45.478,-1.585,5.721,1.000,1.000,4.819
159,10.600,A,24.895,17.365,112.6,-8.9,41.022,0.050,5.431,1.000,1.000,-4.829
159,10.600,B,21.366,21.546,147.6,-18.9,45.851,-1.675,5.720,1.000,1.000,4.829
160,10.667,A,24.707,17.677,115.6,-14.9,41.391,0.014,5.431,1.000,1.000,-4.560
160,10.667,B,21.015,21.701,150.8,-24.7,45.951,-1.776,5.719,1.000,1.000,4.560
161,10.733,A,24.502,17.979,118.7,-11.8,41.753,-0.026,5.431,1.000,1.000,-4.567
161,10.733,B,20.656,21.837,154.0,-21.5,46.320,-1.883,5.719,1.000,1.000,4.567
162,10.800,A,24.280,18.269,121.8,-8.7,42.118,-0.046,5.433,1.000,1.000,-4.576
162,10.800,B,20.290,21.952,157.2,-18.3,46.694,-1.968,5.718,1.000,1.000,4.576
163,10.867,A,24.042,18.545,125.0,-14.5,42.471,-0.100,5.435,1.000,1.000,-4.441
163,10.867,B,19.918,22.046,160.5,-19.5,46.912,-2.046,5.718,1.000,1.000,4.441
164,10.933,A,23.788,18.807,128.3,-11.2,42.835,-0.134,5.437,1.000,1.000,-4.454
164,10.933,B,19.541,22.118,163.7,-16.3,47.289,-2.118,5.717,1.000,1.000,4.454
165,11.000,A,23.519,19.055,131.5,-17.0,43.175,-0.167,5.439,1.000,1.000,-4.494
165,11.000,B,19.161,22.170,166.9,-13.1,47.669,-2.170,5.716,1.000,1.000,4.494
166,11.067,A,23.236,19.286,134.9,-13.6,43.537,-0.217,5.442,1.000,1.000,-4.514
166,11.067,B,18.778,22.199,170.2,-9.8,48.052,-2.199,5.716,1.000,1.000,4.514
167,11.133,A,22.940,19.501,138.2,-10.3,43.902,-0.245,5.446,1.000,1.000,-4.533
167,11.133,B,18.395,22.207,173.4,-6.6,48.435,-2.207,5.716,1.000,1.000,4.533
168,11.200,A,22.631,19.698,141.5,-16.0,44.226,-0.290,5.449,1.000,1.000,-4.593
168,11.200,B,18.012,22.194,176.7,-3.3,48.819,-2.194,5.715,1.000,1.000,4.593
169,11.267,A,22.312,19.876,144.9,-12.6,44.589,-0.332,5.452,1.000,1.000,-4.611
169,11.267,B,17.630,22.158,179.9,-0.1,49.201,-2.158,5.715,1.000,1.000,4.611
170,11.333,A,21.982,20.036,148.3,-9.2,44.947,-0.353,5.456,1.000,1.000,-4.633
170,11.333,B,17.250,22.101,-176.8,3.2,49.580,-2.101,5.714,1.000,1.000,4.633
171,11.400,A,21.643,20.176,151.6,-14.9,45.262,-0.407,5.459,1.000,1.000,-4.693
171,11.400,B,16.875,22.023,-173.6,6.4,49.955,-2.023,5.714,1.000,1.000,4.693
172,11.467,A,21.296,20.296,155.0,-11.5,45.628,-0.443,5.463,1.000,1.000,-4.698
172,11.467,B,16.505,21.924,-170.3,9.7,50.326,-1.924,5.713,1.000,1.000,4.698
173,11.533,A,20.942,20.395,158.4,-17.1,45.922,-0.468,5.466,1.000,1.000,-4.768
173,11.533,B,16.140,21.803,-167.1,12.9,50.690,-1.803,5.713,1.000,1.000,4.768
174,11.600,A,20.583,20.473,161.8,-13.7,46.286,-0.518,5.470,1.000,1.000,-4.760
174,11.600,B,15.784,21.662,-163.8,16.2,51.046,-1.662,5.713,1.000,1.000,4.760
175,11.667,A,20.220,20.530,165.2,-10.3,46.653,-0.546,5.473,1.000,1.000,-4.742
175,11.667,B,15.436,21.502,-160.6,19.4,51.394,-1.502,5.712,1.000,1.000,4.742
176,11.733,A,19.853,20.566,168.6,-11.4,46.977,-0.566,5.477,1.000,1.000,-4.756
176,11.733,B,15.097,21.322,-157.3,22.7,51.733,-1.322,5.712,1.000,0.947,4.756
177,11.800,A,19.486,20.580,171.9,-8.1,47.345,-0.580,5.480,1.000,1.000,-4.716
177,11.800,B,14.770,21.122,-154.1,25.9,52.060,-1.122,5.712,1.000,0.138,4.716
178,11.867,A,19.117,20.572,175.3,-4.7,47.713,-0.572,5.484,1.000,1.000,-4.669
178,11.867,B,14.448,20.912,-151.4,28.6,52.382,-0.912,5.754,1.000,-1.000,4.669
179,11.933,A,18.750,20.542,178.7,-1.3,48.080,-0.542,5.487,1.000,1.000,-4.626
179,11.933,B,14.124,20.706,-150.0,30.0,52.707,-0.706,5.766,1.000,-1.000,4.626
180,12.000,A,18.384,20.491,-177.9,2.1,48.446,-0.491,5.491,1.000,1.000,-4.590
180,12.000,B,13.794,20.508,-149.7,30.3,53.036,-0.508,5.763,1.000,-1.000,4.590
181,12.067,A,18.023,20.418,-174.5,5.5,48.807,-0.418,5.494,1.000,0.976,-4.564
181,12.067,B,13.459,20.321,-150.2,29.8,53.371,-0.321,5.755,1.000,-1.000,4.564
182,12.133,A,17.666,20.324,-171.1,8.9,49.165,-0.324,5.497,1.000,-0.232,-4.548
182,12.133,B,13.117,20.147,-151.2,28.8,53.713,-0.147,5.744,1.000,-1.000,4.548
183,12.200,A,17.311,20.218,-168.3,11.7,49.519,-0.218,5.542,1.000,-1.000,-4.542
183,12.200,B,12.769,19.988,-152.8,27.2,54.061,0.012,5.733,1.000,-1.000,4.542
184,12.267,A,16.954,20.116,-166.8,13.2,49.876,-0.116,5.565,1.000,-1.000,-4.540
184,12.267,B,12.414,19.843,-154.7,25.3,54.416,0.157,5.723,1.000,-1.000,4.540
185,12.333,A,16.595,20.024,-166.4,13.6,50.235,-0.024,5.564,1.000,-1.000,-4.541
185,12.333,B,12.054,19.716,-156.9,23.1,54.776,0.284,5.715,1.000,-1.000,4.541
186,12.400,A,16.233,19.944,-166.9,13.1,50.598,0.056,5.560,1.000,-1.000,-4.545
186,12.400,B,11.688,19.607,-159.3,20.7,55.142,0.393,5.707,1.000,-1.000,4.545
187,12.467,A,15.868,19.878,-167.9,12.1,50.962,0.122,5.552,1.000,-1.000,-4.551
187,12.467,B,11.317,19.516,-161.9,18.1,55.513,0.484,5.701,1.000,-1.000,4.551
188,12.533,A,15.501,19.826,-169.4,10.6,51.329,0.174,5.545,1.000,-1.000,-4.559
188,12.533,B,10.942,19.445,-164.6,15.4,55.888,0.555,5.696,1.000,-1.000,4.559
189,12.600,A,15.132,19.792,-171.3,8.7,51.698,0.208,5.537,1.000,-1.000,-4.569
189,12.600,B,10.564,19.393,-167.4,12.6,56.266,0.607,5.692,1.000,-1.000,4.569
190,12.667,A,14.763,19.775,-173.5,6.5,52.067,0.225,5.530,1.000,-1.000,-4.579
190,12.667,B,10.183,19.362,-170.3,9.7,56.647,0.638,5.688,1.000,-1.000,4.579
191,12.733,A,14.393,19.777,-175.9,4.1,52.437,0.223,5.525,1.000,-0.630,-4.590
191,12.733,B,9.802,19.351,-173.3,6.7,57.028,0.649,5.686,1.000,-1.000,4.590
192,12.800,A,14.023,19.797,-178.6,1.4,52.807,0.203,5.533,1.000,-0.276,-4.602
192,12.800,B,9.421,19.362,-176.4,3.6,57.409,0.638,5.684,1.000,-1.000,4.602
193,12.867,A,13.652,19.828,179.2,-0.8,53.178,0.172,5.596,1.000,-0.226,-4.611
193,12.867,B,9.041,19.393,-179.5,0.5,57.789,0.607,5.682,1.000,-1.000,4.611
194,12.933,A,13.275,19.858,177.9,-2.1,53.555,0.142,5.713,1.000,0.068,-4.612
194,12.933,B,8.664,19.446,177.4,-2.6,58.167,0.554,5.681,1.000,-1.000,4.612
195,13.000,A,12.895,19.888,177.0,-3.0,53.935,0.112,5.729,1.000,0.097,-4.605
195,13.000,B,8.290,19.519,174.2,-5.8,58.541,0.481,5.680,1.000,0.703,4.605
196,13.067,A,12.513,19.908,177.1,-2.9,54.317,0.092,5.745,1.000,0.097,-4.595
196,13.067,B,7.918,19.602,171.7,-8.3,58.913,0.398,5.709,1.000,0.141,4.595
197,13.133,A,12.127,19.917,177.7,-2.3,54.704,0.083,5.838,1.000,0.043,-4.583
197,13.133,B,7.544,19.684,170.2,-9.8,59.286,0.316,5.739,1.000,0.872,4.583
198,13.200,A,11.734,19.926,178.0,-2.0,55.096,0.074,5.932,1.000,0.063,-4.567
198,13.200,B,7.168,19.754,170.0,-10.0,59.662,0.246,5.746,1.000,0.965,4.567
199,13.267,A,11.338,19.933,178.4,-1.6,55.492,0.067,5.940,1.000,0.046,-4.549
199,13.267,B,6.789,19.811,170.6,-9.4,60.041,0.189,5.734,1.000,0.835,4.549
200,13.333,A,10.941,19.939,178.7,-1.3,55.889,0.061,5.986,1.000,0.048,-4.532
200,13.333,B,6.410,19.853,171.7,-8.3,60.420,0.147,5.726,1.000,0.835,4.532
201,13.400,A,10.541,19.942,179.0,-1.0,56.290,0.058,6.031,1.000,0.029,-4.512
201,13.400,B,6.029,19.881,173.3,-6.7,60.801,0.119,5.718,1.000,0.833,4.512
202,13.467,A,10.140,19.945,179.2,-0.8,56.690,0.055,5.983,1.000,0.055,-4.493
202,13.467,B,5.647,19.891,175.2,-4.8,61.183,0.109,5.710,1.000,0.680,4.493
203,13.533,A,9.742,19.946,179.5,-0.5,57.088,0.054,5.965,1.000,0.025,-4.476
203,13.533,B,5.265,19.883,177.4,-2.6,61.565,0.117,5.706,1.000,-1.000,4.476
204,13.600,A,9.344,19.947,179.6,-0.4,57.487,0.053,5.977,1.000,0.027,-4.459
204,13.600,B,4.885,19.870,179.1,-0.9,61.945,0.130,5.712,1.000,-0.765,4.459
205,13.667,A,8.944,19.946,179.8,-0.2,57.886,0.054,6.014,1.000,0.012,-4.441
205,13.667,B,4.503,19.860,180.0,-0.0,62.327,0.140,5.723,1.000,-0.340,4.441
206,13.733,A,8.543,19.946,179.9,-0.1,58.287,0.054,6.004,1.000,0.026,-4.422
206,13.733,B,4.122,19.864,179.7,-0.3,62.708,0.136,5.726,1.000,-0.174,4.422
207,13.800,A,8.144,19.944,-180.0,0.0,58.686,0.056,5.985,1.000,0.013,-4.404
207,13.800,B,3.739,19.880,178.9,-1.1,63.091,0.120,5.757,1.000,0.098,4.404
208,13.867,A,7.744,19.942,-179.9,0.1,59.086,0.058,5.994,1.000,0.014,-4.389
208,13.867,B,3.355,19.898,178.3,-1.7,63.475,0.102,5.768,1.000,0.123,4.389
209,13.933,A,7.345,19.940,-179.8,0.2,59.485,0.060,5.995,1.000,0.013,-4.374
209,13.933,B,2.970,19.905,178.6,-1.4,63.860,0.095,5.780,1.000,-0.087,4.374
210,14.000,A,6.945,19.938,-179.8,0.2,59.885,0.062,5.995,1.000,0.009,-4.360
210,14.000,B,2.585,19.909,178.9,-1.1,64.245,0.091,5.793,1.000,0.076,4.360
211,14.067,A,6.545,19.935,-179.7,0.3,60.285,0.065,6.003,1.000,0.002,-4.347
211,14.067,B,2.198,19.916,179.0,-1.0,64.632,0.084,5.810,1.000,-0.019,4.347
212,14.133,A,6.145,19.932,-179.6,0.4,60.685,0.068,6.009,1.000,0.003,-4.336
212,14.133,B,1.809,19.920,179.1,-0.9,65.021,0.080,5.861,1.000,0.139,4.336
213,14.200,A,5.745,19.929,-179.6,0.4,61.085,0.071,6.002,1.000,0.006,-4.326
213,14.200,B,1.418,19.924,179.3,-0.7,65.412,0.076,5.865,1.000,-0.057,4.326
214,14.267,A,5.344,19.927,-179.7,0.3,61.486,0.073,6.003,1.000,0.006,-4.317
214,14.267,B,1.027,19.923,179.5,-0.5,65.803,0.077,5.873,1.000,0.084,4.317
215,14.333,A,4.944,19.924,-179.6,0.4,61.886,0.076,5.999,1.000,-0.003,-4.309
215,14.333,B,0.635,19.926,179.6,-0.4,66.195,0.074,5.882,1.000,-0.069,4.309
216,14.400,A,4.544,19.922,-179.7,0.3,62.286,0.078,6.000,1.000,-0.007,-4.302
216,14.400,B,0.243,19.926,179.7,-0.3,66.587,0.074,5.891,1.000,0.104,4.302
217,14.467,A,4.144,19.919,-179.6,0.4,62.686,0.081,6.005,1.000,-0.012,-4.294
217,14.467,B,-0.150,19.929,179.7,-0.3,66.980,0.071,5.896,1.000,-0.042,4.294
218,14.533,A,3.744,19.918,-179.7,0.3,63.086,0.082,5.995,1.000,0.015,-4.288
218,14.533,B,-0.544,19.929,179.8,-0.2,67.374,0.071,5.909,1.000,0.117,4.288
219,14.600,A,3.344,19.915,-179.6,0.4,63.486,0.085,5.994,1.000,-0.068,-4.282
219,14.600,B,-0.938,19.930,179.8,-0.2,67.768,0.070,5.912,1.000,-0.108,4.282
220,14.667,A,2.945,19.915,-179.8,0.2,63.885,0.085,5.995,1.000,0.063,-4.276
220,14.667,B,-1.332,19.928,180.0,-0.0,68.162,0.072,5.915,1.000,0.062,4.276
221,14.733,A,2.545,19.917,-179.9,0.1,64.285,0.083,5.996,1.000,-0.098,-4.271
221,14.733,B,-1.726,19.929,180.0,-0.0,68.556,0.071,5.922,1.000,-0.117,4.271
222,14.800,A,2.145,19.915,-179.9,0.1,64.685,0.085,5.993,1.000,0.057,-4.267
222,14.800,B,-2.121,19.928,180.0,-0.0,68.951,0.072,5.924,1.000,0.095,4.267
223,14.867,A,1.746,19.917,180.0,-0.0,65.084,0.083,5.993,1.000,-0.076,-4.262
223,14.867,B,-2.516,19.930,179.9,-0.1,69.346,0.070,5.926,1.000,-0.063,4.262
224,14.933,A,1.347,19.916,180.0,-0.0,65.484,0.084,5.990,1.000,0.060,-4.258
224,14.933,B,-2.911,19.929,180.0,-0.0,69.741,0.071,5.932,1.000,0.110,4.258
225,15.000,A,0.947,19.918,179.9,-0.1,65.883,0.082,5.989,1.000,-0.059,-4.254
225,15.000,B,-3.307,19.931,179.9,-0.1,70.137,0.069,5.933,1.000,-0.085,4.254
226,15.067,A,0.548,19.918,179.9,-0.1,66.282,0.082,5.987,1.000,0.060,-4.251
226,15.067,B,-3.702,19.929,-180.0,0.0,70.533,0.071,5.936,1.000,0.089,4.251
227,15.133,A,0.149,19.920,179.9,-0.1,66.681,0.080,5.987,1.000,-0.076,-4.247
227,15.133,B,-4.098,19.930,180.0,-0.0,70.928,0.070,5.939,1.000,-0.094,4.247
228,15.200,A,-0.250,19.919,179.9,-0.1,67.080,0.081,5.985,1.000,0.061,-4.244
228,15.200,B,-4.494,19.928,-179.9,0.1,71.324,0.072,5.941,1.000,0.091,4.244
229,15.267,A,-0.649,19.922,179.9,-0.1,67.479,0.078,5.984,1.000,-0.043,-4.242
229,15.267,B,-4.890,19.930,180.0,-0.0,71.720,0.070,5.944,1.000,-0.090,4.242
230,15.333,A,-1.048,19.922,179.9,-0.1,67.878,0.078,5.984,1.000,0.061,-4.239
230,15.333,B,-5.287,19.928,-179.9,0.1,72.117,0.072,5.945,1.000,0.092,4.239
231,15.400,A,-1.447,19.922,179.9,-0.1,68.277,0.078,5.984,1.000,-0.108,-4.236
231,15.400,B,-5.683,19.929,180.0,-0.0,72.513,0.071,5.947,1.000,-0.094,4.236
232,15.467,A,-1.846,19.921,180.0,-0.0,68.676,0.079,5.983,1.000,0.061,-4.234
232,15.467,B,-6.079,19.927,-179.9,0.1,72.910,0.073,5.948,1.000,0.091,4.234
233,15.533,A,-2.244,19.924,179.9,-0.1,69.075,0.076,5.984,1.000,-0.037,-4.232
233,15.533,B,-6.476,19.929,180.0,-0.0,73.306,0.071,5.950,1.000,-0.093,4.232
234,15.600,A,-2.643,19.923,179.9,-0.1,69.473,0.077,5.986,1.000,0.060,-4.229
234,15.600,B,-6.873,19.927,-179.9,0.1,73.703,0.073,5.951,1.000,0.094,4.229
235,15.667,A,-3.042,19.923,180.0,-0.0,69.873,0.077,5.987,1.000,-0.131,-4.227
235,15.667,B,-7.270,19.929,180.0,-0.0,74.100,0.071,5.953,1.000,-0.096,4.227
236,15.733,A,-3.442,19.922,-180.0,0.0,70.272,0.078,5.987,1.000,0.060,-4.225
236,15.733,B,-7.666,19.927,-179.9,0.1,74.497,0.073,5.954,1.000,0.093,4.225
237,15.800,A,-3.841,19.924,179.9,-0.1,70.671,0.076,5.987,1.000,-0.039,-4.223
237,15.800,B,-8.063,19.928,180.0,-0.0,74.893,0.072,5.955,1.000,-0.094,4.223
238,15.867,A,-4.240,19.924,179.9,-0.1,71.070,0.076,5.986,1.000,0.060,-4.221
238,15.867,B,-8.460,19.927,-179.9,0.1,75.290,0.073,5.957,1.000,0.098,4.221
239,15.933,A,-4.639,19.924,-180.0,0.0,71.469,0.076,5.987,1.000,-0.124,-4.219
239,15.933,B,-8.857,19.928,180.0,-0.0,75.688,0.072,5.957,1.000,-0.093,4.219
240,16.000,A,-5.038,19.923,-180.0,0.0,71.868,0.077,5.987,1.000,0.061,-4.217
240,16.000,B,-9.255,19.926,-180.0,0.0,76.085,0.074,5.958,1.000,0.098,4.217
241,16.067,A,-5.437,19.925,179.9,-0.1,72.267,0.075,5.987,1.000,-0.038,-4.215
241,16.067,B,-9.652,19.928,180.0,-0.0,76.482,0.072,5.959,1.000,-0.095,4.215
242,16.133,A,-5.836,19.925,180.0,-0.0,72.666,0.075,5.990,1.000,0.060,-4.213
242,16.133,B,-10.049,19.926,-180.0,0.0,76.879,0.074,5.960,1.000,0.098,4.213
243,16.200,A,-6.236,19.924,-180.0,0.0,73.066,0.076,5.992,1.000,-0.128,-4.211
243,16.200,B,-10.446,19.928,180.0,-0.0,77.276,0.072,5.960,1.000,-0.093,4.211
244,16.267,A,-6.635,19.923,-180.0,0.0,73.465,0.077,5.992,1.000,0.061,-4.209
244,16.267,B,-10.844,19.926,-179.9,0.1,77.674,0.074,5.961,1.000,0.097,4.209
245,16.333,A,-7.034,19.926,179.9,-0.1,73.865,0.074,5.992,1.000,-0.032,-4.207
245,16.333,B,-11.241,19.928,180.0,-0.0,78.071,0.072,5.963,1.000,-0.094,4.207
246,16.400,A,-7.434,19.925,180.0,-0.0,74.264,0.075,5.989,1.000,0.058,-4.205
246,16.400,B,-11.639,19.926,-179.9,0.1,78.469,0.074,5.963,1.000,0.097,4.205
247,16.467,A,-7.833,19.924,-180.0,0.0,74.663,0.076,5.991,1.000,-0.144,-4.203
247,16.467,B,-12.036,19.927,180.0,-0.0,78.866,0.073,5.963,1.000,-0.100,4.203
248,16.533,A,-8.233,19.923,-179.9,0.1,75.063,0.077,5.991,1.000,0.061,-4.201
248,16.533,B,-12.434,19.925,-179.9,0.1,79.264,0.075,5.964,1.000,0.097,4.201
249,16.600,A,-8.632,19.925,179.9,-0.1,75.462,0.075,5.990,1.000,-0.039,-4.199
249,16.600,B,-12.831,19.927,180.0,-0.0,79.661,0.073,5.965,1.000,-0.101,4.199
250,16.667,A,-9.031,19.925,180.0,-0.0,75.861,0.075,5.993,1.000,0.059,-4.198
250,16.667,B,-13.229,19.925,-179.9,0.1,80.059,0.075,5.964,1.000,0.095,4.198
251,16.733,A,-9.431,19.925,-180.0,0.0,76.261,0.075,5.995,1.000,-0.126,-4.196
251,16.733,B,-13.626,19.927,180.0,-0.0,80.456,0.073,5.966,1.000,-0.099,4.196
252,16.800,A,-9.830,19.924,-180.0,0.0,76.660,0.076,5.994,1.000,0.061,-4.194
252,16.800,B,-14.024,19.925,-180.0,0.0,80.854,0.075,5.966,1.000,0.101,4.194
253,16.867,A,-10.230,19.926,179.9,-0.1,77.060,0.074,5.994,1.000,-0.041,-4.192
253,16.867,B,-14.422,19.927,180.0,-0.0,81.252,0.073,5.966,1.000,-0.093,4.192
254,16.933,A,-10.629,19.925,180.0,-0.0,77.459,0.075,5.992,1.000,0.061,-4.190
254,16.933,B,-14.819,19.925,-180.0,0.0,81.649,0.075,5.967,1.000,0.101,4.190
255,17.000,A,-11.029,19.925,-180.0,0.0,77.859,0.075,5.992,1.000,-0.129,-4.188
255,17.000,B,-15.217,19.926,180.0,-0.0,82.047,0.074,5.967,1.000,-0.184,4.188
256,17.067,A,-11.428,19.924,-180.0,0.0,78.258,0.076,5.992,1.000,0.059,-4.187
256,17.067,B,-15.615,19.925,-180.0,0.0,82.445,0.075,5.965,1.000,-0.015,4.187
257,17.133,A,-11.828,19.926,180.0,-0.0,78.658,0.074,5.992,1.000,-0.040,-4.186
257,17.133,B,-16.013,19.928,179.9,-0.1,82.843,0.072,5.991,1.000,-0.171,4.186
258,17.200,A,-12.227,19.925,180.0,-0.0,79.057,0.075,5.990,1.000,0.061,-4.186
258,17.200,B,-16.413,19.935,179.5,-0.5,83.243,0.065,5.989,1.000,0.129,4.186
259,17.267,A,-12.626,19.925,-180.0,0.0,79.456,0.075,5.991,1.000,-0.123,-4.185
259,17.267,B,-16.811,19.947,179.1,-0.9,83.642,0.053,5.988,1.000,0.184,4.185
260,17.333,A,-13.026,19.923,-179.9,0.1,79.856,0.077,5.990,1.000,0.060,-4.185
260,17.333,B,-17.211,19.947,179.5,-0.5,84.041,0.053,5.986,1.000,0.060,4.185
261,17.400,A,-13.425,19.925,180.0,-0.0,80.255,0.075,5.990,1.000,-0.036,-4.185
261,17.400,B,-17.610,19.941,180.0,-0.0,84.441,0.059,6.008,1.000,-0.090,4.185
262,17.467,A,-13.824,19.924,-180.0,0.0,80.654,0.076,5.989,1.000,0.060,-4.187
262,17.467,B,-18.011,19.939,-180.0,0.0,84.841,0.061,6.008,1.000,0.521,4.187
263,17.533,A,-14.224,19.923,-179.9,0.1,81.054,0.077,5.989,1.000,-0.139,-4.188
263,17.533,B,-18.411,19.941,180.0,-0.0,85.241,0.059,6.002,1.000,0.514,4.188
264,17.600,A,-14.623,19.921,-179.9,0.1,81.453,0.079,5.989,1.000,0.059,-4.188
264,17.600,B,-18.811,19.929,-179.3,0.7,85.641,0.071,5.995,1.000,1.000,4.188
265,17.667,A,-15.022,19.923,-180.0,0.0,81.852,0.077,5.989,1.000,-0.209,-4.187
265,17.667,B,-19.210,19.903,-178.2,1.8,86.040,0.097,5.981,1.000,1.000,4.187
266,17.733,A,-15.421,19.922,-180.0,0.0,82.251,0.078,5.987,1.000,0.043,-4.185
266,17.733,B,-19.606,19.861,-176.5,3.5,86.436,0.139,5.967,1.000,1.000,4.185
267,17.800,A,-15.820,19.925,179.9,-0.1,82.651,0.075,5.989,1.000,-0.194,-4.195
267,17.800,B,-20.000,19.802,-174.6,0.9,86.846,0.198,5.955,1.000,1.000,4.195
268,17.867,A,-16.220,19.927,179.8,-0.2,83.050,0.073,5.987,1.000,-0.041,-4.191
268,17.867,B,-20.390,19.724,-172.4,3.1,87.241,0.244,5.943,1.000,1.000,4.191
269,17.933,A,-16.619,19.934,179.5,-0.5,83.449,0.066,5.988,1.000,-0.072,-4.183
269,17.933,B,-20.776,19.629,-170.0,5.5,87.632,0.309,5.933,1.000,1.000,4.183
270,18.000,A,-17.019,19.945,179.1,-0.9,83.849,0.055,5.980,0.529,-0.001,-4.230
270,18.000,B,-21.155,19.514,-167.4,-0.9,88.079,0.350,5.925,1.000,1.000,4.230
271,18.067,A,-17.409,19.957,178.8,-1.2,84.239,0.043,5.792,0.747,-0.127,-4.234
271,18.067,B,-21.529,19.381,-164.7,1.8,88.473,0.392,5.917,1.000,1.000,4.234
