step,t,car,x,y,yaw_deg,heading_err_deg,progress_cum,lateral,speed,throttle,steer,gap_ahead
272,18.133,B,-14.462,19.979,-180.0,0.0,81.292,0.021,5.985,1.000,0.053,9.428
273,18.200,A,-5.433,20.051,180.0,-0.0,72.264,-0.051,6.000,1.000,0.000,-9.427
273,18.200,B,-14.860,19.981,180.0,-0.0,81.691,0.019,5.984,1.000,-0.053,9.427
274,18.267,A,-5.833,20.051,-180.0,0.0,72.664,-0.051,6.000,1.000,-0.000,-9.426
274,18.267,B,-15.259,19.980,180.0,-0.0,82.090,0.020,5.984,1.000,0.018,9.426
275,18.333,A,-6.233,20.051,-180.0,0.0,73.064,-0.051,6.000,1.000,-0.001,-9.425
275,18.333,B,-15.658,19.982,179.9,-0.1,82.489,0.018,5.994,1.000,-0.080,9.425
276,18.400,A,-6.634,20.050,-180.0,0.0,73.464,-0.050,6.001,1.000,-0.001,-9.424
276,18.400,B,-16.058,19.985,179.7,-0.3,82.888,0.015,5.991,1.000,-0.032,9.424
277,18.467,A,-7.034,20.050,-180.0,0.0,73.864,-0.050,6.001,1.000,-0.001,-9.424
277,18.467,B,-16.457,19.992,179.5,-0.5,83.288,0.008,5.987,1.000,-0.023,9.424
278,18.533,A,-7.434,20.050,-180.0,0.0,74.264,-0.050,6.001,1.000,-0.000,-9.423
278,18.533,B,-16.856,19.999,179.3,-0.7,83.686,0.001,5.983,1.000,0.001,9.423
279,18.600,A,-7.834,20.050,-180.0,0.0,74.664,-0.050,6.000,1.000,0.000,-9.422
279,18.600,B,-17.256,20.004,179.3,-0.7,84.086,-0.004,5.997,1.000,-0.187,9.422
280,18.667,A,-8.234,20.050,-180.0,0.0,75.064,-0.050,6.001,1.000,0.002,-9.422
280,18.667,B,-17.655,20.014,179.0,-1.0,84.486,-0.014,5.994,1.000,-0.003,9.422
281,18.733,A,-8.634,20.050,180.0,-0.0,75.464,-0.050,6.002,1.000,0.002,-9.421
281,18.733,B,-18.055,20.029,178.6,-1.4,84.885,-0.029,5.999,1.000,0.526,9.421
282,18.800,A,-9.034,20.051,180.0,-0.0,75.864,-0.051,6.001,1.000,0.003,-9.420
282,18.800,B,-18.455,20.034,178.9,-1.1,85.285,-0.034,5.996,1.000,0.662,9.420
283,18.867,A,-9.434,20.051,180.0,-0.0,76.264,-0.051,6.000,1.000,0.002,-9.420
283,18.867,B,-18.854,20.025,179.8,-0.2,85.684,-0.025,5.987,1.000,1.000,9.420
284,18.933,A,-9.834,20.050,-180.0,0.0,76.664,-0.050,6.000,1.000,-0.001,-9.418
284,18.933,B,-19.252,20.001,-178.8,1.2,86.083,-0.001,5.974,1.000,1.000,9.418
285,19.000,A,-10.234,20.050,-180.0,0.0,77.064,-0.050,5.999,1.000,-0.005,-9.415
285,19.000,B,-19.649,19.960,-177.0,3.0,86.479,0.040,5.960,1.000,1.000,9.415
286,19.067,A,-10.634,20.049,-179.9,0.1,77.464,-0.049,5.999,1.000,-0.009,-9.416
286,19.067,B,-20.042,19.902,-174.9,0.6,86.880,0.094,5.948,1.000,1.000,9.416
287,19.133,A,-11.034,20.049,-179.9,0.1,77.864,-0.049,5.999,1.000,-0.011,-9.411
287,19.133,B,-20.432,19.825,-172.6,2.9,87.275,0.140,5.938,1.000,1.000,9.411
288,19.200,A,-11.434,20.049,-179.9,0.1,78.264,-0.049,6.003,1.000,-0.011,-9.402
288,19.200,B,-20.818,19.730,-170.1,5.4,87.666,0.205,5.928,1.000,1.000,9.402
289,19.267,A,-11.835,20.049,-180.0,0.0,78.665,-0.049,6.006,1.000,-0.011,-9.431
289,19.267,B,-21.197,19.616,-167.5,-1.0,88.096,0.241,5.920,1.000,1.000,9.431
290,19.333,A,-12.235,20.049,180.0,-0.0,79.065,-0.049,6.006,1.000,-0.010,-9.424
290,19.333,B,-21.571,19.482,-164.8,1.7,88.490,0.284,5.913,1.000,1.000,9.424
291,19.400,A,-12.636,20.050,180.0,-0.0,79.466,-0.050,6.006,1.000,-0.009,-9.467
291,19.400,B,-21.936,19.330,-161.9,-4.4,88.933,0.316,5.907,1.000,1.000,9.467
292,19.467,A,-13.036,20.051,179.9,-0.1,79.866,-0.051,6.006,1.000,-0.007,-9.461
292,19.467,B,-22.293,19.159,-159.0,-1.5,89.328,0.338,5.901,1.000,1.000,9.461
293,19.533,A,-13.437,20.052,179.9,-0.1,80.267,-0.052,6.007,1.000,-0.005,-9.513
293,19.533,B,-22.639,18.969,-156.1,-7.6,89.779,0.366,5.896,1.000,1.000,9.513
294,19.600,A,-13.837,20.054,179.8,-0.2,80.667,-0.054,6.001,1.000,-0.003,-9.507
294,19.600,B,-22.975,18.761,-153.1,-4.6,90.174,0.367,5.891,1.000,1.000,9.507
295,19.667,A,-14.237,20.055,179.8,-0.2,81.067,-0.055,5.998,1.000,-0.000,-9.563
295,19.667,B,-23.299,18.536,-150.1,-10.6,90.630,0.389,5.886,1.000,1.000,9.563
296,19.733,A,-14.637,20.057,179.8,-0.2,81.467,-0.057,6.003,1.000,0.001,-9.557
296,19.733,B,-23.611,18.294,-147.0,-7.5,91.024,0.372,5.882,1.000,1.000,9.557
297,19.800,A,-15.037,20.058,179.8,-0.2,81.867,-0.058,6.002,1.000,0.004,-9.551
297,19.800,B,-23.908,18.035,-144.0,-4.5,91.418,0.375,5.879,1.000,1.000,9.551
298,19.867,A,-15.437,20.060,179.8,-0.2,82.267,-0.060,6.000,1.000,0.010,-9.604
298,19.867,B,-24.191,17.761,-140.9,-10.4,91.871,0.352,5.875,1.000,1.000,9.604
299,19.933,A,-15.837,20.061,179.8,-0.2,82.667,-0.061,6.002,1.000,0.011,-9.597
299,19.933,B,-24.458,17.471,-137.8,-7.3,92.264,0.337,5.872,1.000,1.000,9.597
300,20.000,A,-16.237,20.062,179.8,-0.2,83.068,-0.062,6.005,1.000,0.026,-9.642
300,20.000,B,-24.709,17.168,-134.6,-13.1,92.709,0.311,5.869,1.000,1.000,9.642
301,20.067,A,-16.638,20.061,179.9,-0.1,83.468,-0.061,5.993,1.000,-0.005,-9.633
301,20.067,B,-24.943,16.852,-131.5,-10.0,93.101,0.277,5.865,1.000,1.000,9.633
302,20.133,A,-17.038,20.062,179.9,-0.1,83.868,-0.062,5.998,0.835,0.024,-9.667
302,20.133,B,-25.159,16.523,-128.4,-15.9,93.535,0.250,5.862,1.000,1.000,9.667
303,20.200,A,-17.430,20.061,-180.0,0.0,84.260,-0.061,5.819,0.847,0.006,-9.664
303,20.200,B,-25.356,16.183,-125.2,-12.7,93.924,0.198,5.859,1.000,1.000,9.664
304,20.267,A,-17.811,20.059,-179.9,0.1,84.641,-0.059,5.642,0.838,0.031,-9.675
304,20.267,B,-25.535,15.833,-122.1,-9.6,94.316,0.167,5.857,1.000,1.000,9.675
305,20.333,A,-18.180,20.057,-179.8,0.2,85.010,-0.057,5.471,0.863,0.269,-9.719
305,20.333,B,-25.693,15.474,-118.9,-15.4,94.729,0.102,5.854,1.000,1.000,9.719
306,20.400,A,-18.544,20.048,-179.3,0.7,85.374,-0.048,5.459,0.854,-0.066,-9.744
306,20.400,B,-25.832,15.106,-115.8,-12.3,95.119,0.053,5.851,1.000,1.000,9.744
307,20.467,A,-18.907,20.035,-178.9,1.1,85.737,-0.035,5.448,1.000,1.000,-9.774
307,20.467,B,-25.950,14.732,-112.6,-18.1,95.511,-0.007,5.849,1.000,1.000,9.774
308,20.533,A,-19.270,20.022,-178.5,1.5,86.100,-0.022,5.444,1.000,1.000,-9.798
308,20.533,B,-26.047,14.352,-109.4,-14.9,95.898,-0.074,5.846,1.000,1.000,9.798
309,20.600,A,-19.632,19.998,-177.7,2.3,86.462,0.002,5.437,0.939,0.329,-9.816
309,20.600,B,-26.122,13.967,-106.3,-16.3,96.278,-0.122,5.844,1.000,1.000,9.816
310,20.667,A,-19.994,19.960,-176.4,3.6,86.824,0.040,5.470,1.000,0.965,-9.842
310,20.667,B,-26.177,13.579,-103.1,-13.1,96.666,-0.177,5.841,1.000,1.000,9.842
311,20.733,A,-20.356,19.909,-174.8,0.7,87.192,0.063,5.465,1.000,1.000,-9.864
311,20.733,B,-26.210,13.189,-99.9,-9.9,97.056,-0.210,5.839,1.000,1.000,9.864
312,20.800,A,-20.714,19.841,-172.8,2.7,87.555,0.103,5.458,1.000,1.000,-9.893
312,20.800,B,-26.221,12.798,-96.7,-6.7,97.448,-0.221,5.836,1.000,0.881,9.893
313,20.867,A,-21.069,19.755,-170.5,-4.0,87.938,0.136,5.453,1.000,1.000,-9.900
313,20.867,B,-26.210,12.406,-93.6,-3.6,97.839,-0.210,5.836,1.000,0.825,9.900
314,20.933,A,-21.419,19.652,-168.0,-1.5,88.303,0.154,5.449,1.000,1.000,-9.926
314,20.933,B,-26.178,12.016,-90.4,-0.4,98.229,-0.178,5.835,1.000,-0.273,9.926
315,21.000,A,-21.763,19.530,-165.3,1.2,88.666,0.193,5.446,1.000,1.000,-9.952
315,21.000,B,-26.133,11.627,-87.8,2.2,98.618,-0.133,5.871,1.000,-0.312,9.952
316,21.067,A,-22.100,19.390,-162.5,-5.0,89.062,0.198,5.444,1.000,1.000,-9.948
316,21.067,B,-26.094,11.236,-86.5,3.5,99.009,-0.094,5.897,1.000,-0.195,9.948
317,21.133,A,-22.429,19.231,-159.6,-2.1,89.426,0.219,5.443,1.000,1.000,-9.975
317,21.133,B,-26.066,10.843,-86.4,3.6,99.402,-0.066,5.902,1.000,-0.201,9.975
318,21.200,A,-22.749,19.055,-156.5,-8.0,89.828,0.235,5.443,0.948,1.000,-9.967
318,21.200,B,-26.051,10.450,-86.9,3.1,99.795,-0.051,5.901,1.000,-0.087,9.967
319,21.267,A,-23.058,18.860,-153.4,-4.9,90.194,0.240,5.440,1.000,1.000,-9.996
319,21.267,B,-26.042,10.055,-87.6,2.4,100.190,-0.042,5.948,1.000,-0.180,9.996
320,21.333,A,-23.356,18.648,-150.2,-1.7,90.558,0.265,5.441,1.000,1.000,-10.028
320,21.333,B,-26.039,9.659,-88.3,1.7,100.586,-0.039,5.946,1.000,-0.005,10.028
321,21.400,A,-23.641,18.419,-147.0,-7.5,90.965,0.256,5.443,0.963,1.000,-10.017
321,21.400,B,-26.040,9.262,-89.0,1.0,100.983,-0.040,5.954,1.000,-0.026,10.017
322,21.467,A,-23.912,18.174,-143.7,-4.2,91.331,0.266,5.442,1.000,1.000,-10.051
322,21.467,B,-26.035,8.864,-89.1,0.9,101.382,-0.035,6.008,1.000,-0.187,10.051
323,21.533,A,-24.169,17.914,-140.4,-9.9,91.740,0.269,5.445,0.965,1.000,-10.042
323,21.533,B,-26.036,8.463,-89.5,0.5,101.782,-0.036,6.006,1.000,-0.100,10.042
324,21.600,A,-24.411,17.639,-137.1,-6.6,92.106,0.264,5.445,1.000,1.000,-10.077
324,21.600,B,-26.045,8.063,-90.2,-0.2,102.183,-0.045,6.022,1.000,0.713,10.077
325,21.667,A,-24.635,17.350,-133.8,-12.3,92.515,0.279,5.448,1.000,1.000,-10.069
325,21.667,B,-26.050,7.661,-90.4,-0.4,102.584,-0.050,6.026,1.000,0.916,10.069
326,21.733,A,-24.843,17.049,-130.5,-9.0,92.881,0.259,5.451,1.000,1.000,-10.104
326,21.733,B,-26.043,7.260,-89.8,0.2,102.985,-0.043,6.012,1.000,0.836,10.104
327,21.800,A,-25.033,16.735,-127.1,-5.6,93.248,0.261,5.455,1.000,1.000,-10.137
327,21.800,B,-26.022,6.860,-88.7,1.3,103.385,-0.022,6.000,1.000,1.000,10.137
328,21.867,A,-25.204,16.411,-123.7,-11.2,93.656,0.251,5.458,1.000,1.000,-10.128
328,21.867,B,-25.985,6.462,-87.1,2.9,103.783,0.015,5.986,1.000,1.000,10.128
329,21.933,A,-25.356,16.077,-120.4,-7.9,94.022,0.239,5.461,1.000,1.000,-10.157
329,21.933,B,-25.930,6.066,-85.2,4.8,104.179,0.070,5.973,1.000,1.000,10.157
330,22.000,A,-25.488,15.734,-117.0,-13.5,94.428,0.241,5.465,1.000,1.000,-10.153
330,22.000,B,-25.858,5.674,-83.1,2.4,104.581,0.116,5.961,1.000,1.000,10.153
331,22.067,A,-25.599,15.384,-113.6,-10.1,94.794,0.214,5.469,1.000,1.000,-10.181
331,22.067,B,-25.768,5.286,-80.7,4.8,104.975,0.176,5.951,1.000,1.000,10.181
332,22.133,A,-25.690,15.028,-110.2,-6.7,95.162,0.209,5.472,1.000,1.000,-10.241
332,22.133,B,-25.658,4.903,-78.1,-1.6,105.403,0.224,5.942,1.000,1.000,10.241
333,22.200,A,-25.760,14.666,-106.8,-12.3,95.562,0.187,5.476,1.000,1.000,-10.237
333,22.200,B,-25.530,4.527,-75.5,1.0,105.799,0.261,5.934,1.000,1.000,10.237
334,22.267,A,-25.808,14.301,-103.4,-8.9,95.930,0.168,5.479,1.000,0.945,-10.311
334,22.267,B,-25.383,4.158,-72.7,-5.2,106.241,0.304,5.927,1.000,1.000,10.311
335,22.333,A,-25.835,13.934,-100.1,-10.1,96.311,0.165,5.483,1.000,0.946,-10.326
335,22.333,B,-25.217,3.798,-69.9,-2.4,106.637,0.319,5.920,1.000,1.000,10.326
336,22.400,A,-25.839,13.565,-96.7,-6.7,96.680,0.161,5.487,1.000,0.856,-10.352
336,22.400,B,-25.032,3.447,-67.0,0.5,107.032,0.356,5.915,1.000,1.000,10.352
337,22.467,A,-25.823,13.197,-93.3,-3.3,97.048,0.177,5.494,0.867,-0.655,-10.436
337,22.467,B,-24.829,3.107,-64.0,-5.5,107.484,0.352,5.909,1.000,1.000,10.436
338,22.533,A,-25.795,12.829,-90.5,-0.5,97.416,0.205,5.517,1.000,-0.377,-10.464
338,22.533,B,-24.609,2.778,-61.0,-2.5,107.880,0.368,5.904,1.000,1.000,10.464
339,22.600,A,-25.770,12.460,-89.0,1.0,97.785,0.230,5.553,1.000,-0.868,-10.549
339,22.600,B,-24.371,2.461,-58.0,-8.5,108.334,0.359,5.900,1.000,1.000,10.549
340,22.667,A,-25.757,12.090,-88.6,1.4,98.155,0.243,5.559,1.000,-0.655,-10.574
340,22.667,B,-24.117,2.159,-54.9,-5.4,108.729,0.356,5.896,1.000,1.000,10.574
341,22.733,A,-25.756,11.719,-89.1,0.9,98.526,0.244,5.560,1.000,-0.378,-10.654
341,22.733,B,-23.847,1.870,-51.8,-11.3,109.180,0.343,5.892,1.000,1.000,10.654
342,22.800,A,-25.768,11.348,-90.2,-0.2,98.897,0.232,5.561,1.000,-0.280,-10.678
342,22.800,B,-23.562,1.597,-48.7,-8.2,109.575,0.320,5.888,1.000,1.000,10.678
343,22.867,A,-25.795,10.977,-91.6,-1.6,99.269,0.205,5.609,1.000,-0.213,-10.750
343,22.867,B,-23.262,1.340,-45.6,-14.1,110.018,0.303,5.885,1.000,1.000,10.750
344,22.933,A,-25.828,10.600,-92.9,-2.9,99.645,0.172,5.696,1.000,0.002,-10.766
344,22.933,B,-22.949,1.100,-42.5,-11.0,110.411,0.262,5.881,1.000,1.000,10.766
345,23.000,A,-25.863,10.220,-93.7,-3.7,100.025,0.137,5.737,1.000,0.025,-10.779
345,23.000,B,-22.624,0.877,-39.4,-7.9,110.805,0.242,5.878,1.000,1.000,10.779
346,23.067,A,-25.887,9.836,-93.6,-3.6,100.409,0.113,5.816,0.867,0.012,-10.823
346,23.067,B,-22.287,0.673,-36.3,-13.8,111.232,0.184,5.875,1.000,1.000,10.823
347,23.133,A,-25.909,9.456,-93.5,-3.5,100.789,0.091,5.632,0.852,0.072,-10.835
347,23.133,B,-21.939,0.487,-33.1,-10.6,111.624,0.146,5.872,1.000,1.000,10.835
348,23.200,A,-25.928,9.087,-93.3,-3.3,101.158,0.072,5.496,0.902,0.348,-10.877
348,23.200,B,-21.582,0.321,-30.0,-16.5,112.035,0.090,5.869,1.000,1.000,10.877
349,23.267,A,-25.938,8.721,-92.6,-2.6,101.525,0.062,5.488,0.869,0.009,-10.900
349,23.267,B,-21.217,0.175,-26.8,-13.3,112.424,0.034,5.866,1.000,1.000,10.900
350,23.333,A,-25.942,8.355,-92.0,-2.0,101.890,0.058,5.478,0.873,-0.062,-10.925
350,23.333,B,-20.844,0.050,-23.7,-19.2,112.815,-0.016,5.863,1.000,1.000,10.925
351,23.400,A,-25.957,7.993,-92.1,-2.1,102.252,0.043,5.398,1.000,1.000,-10.948
351,23.400,B,-20.465,-0.055,-20.5,-16.0,113.201,-0.091,5.860,1.000,1.000,10.948
352,23.467,A,-25.969,7.633,-92.0,-2.0,102.612,0.031,5.402,1.000,1.000,-10.978
352,23.467,B,-20.081,-0.138,-17.4,-12.9,113.590,-0.144,5.858,1.000,1.000,10.978
353,23.533,A,-25.971,7.273,-91.4,-1.4,102.972,0.029,5.397,1.000,1.000,-10.995
353,23.533,B,-19.693,-0.201,-14.2,-14.2,113.967,-0.201,5.855,1.000,1.000,10.995
354,23.600,A,-25.957,6.913,-90.1,-0.1,103.332,0.043,5.391,1.000,1.000,-11.025
354,23.600,B,-19.303,-0.241,-11.0,-11.0,114.357,-0.241,5.852,1.000,1.000,11.025
355,23.667,A,-25.927,6.555,-88.4,1.6,103.691,0.073,5.385,1.000,0.947,-11.059
355,23.667,B,-18.911,-0.260,-7.9,-7.9,114.749,-0.260,5.850,1.000,1.000,11.059
356,23.733,A,-25.880,6.198,-86.3,3.7,104.047,0.120,5.381,1.000,0.942,-11.094
356,23.733,B,-18.519,-0.257,-4.7,-4.7,115.142,-0.257,5.847,1.000,0.874,11.094
357,23.800,A,-25.815,5.844,-83.9,1.6,104.416,0.172,5.377,1.000,1.000,-11.117
357,23.800,B,-18.127,-0.233,-1.5,-1.5,115.533,-0.233,5.847,1.000,0.760,11.117
358,23.867,A,-25.732,5.493,-81.4,4.1,104.771,0.227,5.374,1.000,-0.206,-11.151
358,23.867,B,-17.738,-0.187,1.6,1.6,115.922,-0.187,5.848,1.000,-0.599,11.151
359,23.933,A,-25.641,5.144,-79.2,6.3,105.126,0.291,5.408,1.000,-0.195,-11.184
359,23.933,B,-17.350,-0.130,4.2,4.2,116.311,-0.130,5.877,1.000,-0.648,11.184
360,24.000,A,-25.554,4.793,-78.2,-1.7,105.535,0.299,5.437,1.000,1.000,-11.165
360,24.000,B,-16.960,-0.077,5.5,5.5,116.700,-0.077,5.897,1.000,-0.447,11.165
361,24.067,A,-25.469,4.441,-77.6,-1.1,105.897,0.300,5.432,1.000,1.000,-11.195
361,24.067,B,-16.569,-0.035,5.6,5.6,117.091,-0.035,5.900,1.000,-0.432,11.195
362,24.133,A,-25.373,4.091,-76.5,-9.0,106.306,0.287,5.426,1.000,1.000,-11.177
362,24.133,B,-16.177,-0.006,5.1,5.1,117.483,-0.006,5.896,1.000,-0.374,11.177
363,24.200,A,-25.261,3.747,-74.9,-7.4,106.667,0.259,5.420,1.000,1.000,-11.209
363,24.200,B,-15.784,0.009,4.0,4.0,117.876,0.009,5.891,1.000,-0.235,11.209
364,24.267,A,-25.133,3.408,-72.9,-5.4,107.029,0.247,5.414,1.000,1.000,-11.243
364,24.267,B,-15.389,0.012,2.6,2.6,118.271,0.012,5.951,1.000,-0.139,11.243
365,24.333,A,-24.989,3.076,-70.6,-12.1,107.427,0.200,5.409,1.000,1.000,-11.243
365,24.333,B,-14.991,0.011,1.6,1.6,118.670,0.011,5.975,1.000,-0.050,11.243
366,24.400,A,-24.827,2.752,-68.1,-9.6,107.787,0.169,5.405,1.000,1.000,-11.281
366,24.400,B,-14.592,0.012,1.1,1.1,119.068,0.012,5.981,1.000,-0.086,11.281
367,24.467,A,-24.649,2.437,-65.4,-15.9,108.172,0.133,5.402,1.000,1.000,-11.296
367,24.467,B,-14.192,0.011,0.6,0.6,119.468,0.011,6.013,1.000,0.042,11.296
368,24.533,A,-24.454,2.132,-62.6,-13.1,108.531,0.083,5.401,1.000,1.000,-11.338
368,24.533,B,-13.792,0.011,0.4,0.4,119.869,0.011,6.012,1.000,-0.061,11.338
369,24.600,A,-24.242,1.838,-59.6,-10.1,108.892,0.053,5.401,1.000,1.000,-11.377
369,24.600,B,-13.391,0.013,0.4,0.4,120.269,0.013,6.005,1.000,0.032,11.377
370,24.667,A,-24.014,1.556,-56.5,-16.0,109.258,-0.004,5.402,1.000,1.000,-11.412
370,24.667,B,-12.991,0.014,0.3,0.3,120.669,0.014,6.001,1.000,-0.080,11.412
371,24.733,A,-23.770,1.288,-53.4,-12.9,109.618,-0.050,5.403,1.000,1.000,-11.452
371,24.733,B,-12.591,0.015,0.2,0.2,121.070,0.015,6.000,1.000,0.043,11.452
372,24.800,A,-23.510,1.034,-50.2,-18.7,109.967,-0.087,5.405,1.000,1.000,-11.502
372,24.800,B,-12.191,0.014,0.1,0.1,121.469,0.014,5.997,1.000,-0.038,11.502
373,24.867,A,-23.237,0.795,-47.0,-15.5,110.325,-0.148,5.408,1.000,1.000,-11.544
373,24.867,B,-11.791,0.014,0.1,0.1,121.869,0.014,5.993,1.000,0.038,11.544
374,24.933,A,-22.950,0.572,-43.7,-12.2,110.686,-0.188,5.411,1.000,1.000,-11.582
374,24.933,B,-11.392,0.015,0.1,0.1,122.269,0.015,5.994,1.000,-0.071,11.582
375,25.000,A,-22.650,0.366,-40.4,-17.9,111.015,-0.238,5.414,1.000,1.000,-11.654
375,25.000,B,-10.992,0.015,0.0,0.0,122.668,0.015,5.994,1.000,0.045,11.654
376,25.067,A,-22.338,0.178,-37.0,-14.5,111.374,-0.292,5.417,1.000,1.000,-11.693
376,25.067,B,-10.592,0.013,-0.1,-0.1,123.068,0.013,5.992,1.000,-0.037,11.693
377,25.133,A,-22.016,0.009,-33.7,-11.2,111.737,-0.325,5.421,1.000,1.000,-11.730
377,25.133,B,-10.193,0.013,-0.1,-0.1,123.467,0.013,5.992,1.000,0.041,11.730
378,25.200,A,-21.683,-0.141,-30.3,-16.8,112.045,-0.383,5.425,1.000,1.000,-11.822
378,25.200,B,-9.793,0.013,-0.0,-0.0,123.867,0.013,5.993,1.000,-0.067,11.822
379,25.267,A,-21.343,-0.272,-26.9,-13.4,112.407,-0.430,5.429,1.000,1.000,-11.860
379,25.267,B,-9.394,0.012,-0.1,-0.1,124.266,0.012,5.993,1.000,0.049,11.860
380,25.333,A,-20.995,-0.382,-23.5,-10.0,112.719,-0.459,5.433,1.000,1.000,-11.947
380,25.333,B,-8.994,0.010,-0.1,-0.1,124.666,0.010,5.992,1.000,-0.032,11.947
381,25.400,A,-20.640,-0.471,-20.2,-15.7,113.059,-0.520,5.437,1.000,1.000,-12.007
381,25.400,B,-8.595,0.009,-0.1,-0.1,125.065,0.009,5.992,1.000,0.038,12.007
382,25.467,A,-20.281,-0.539,-16.8,-12.3,113.422,-0.560,5.441,1.000,1.000,-12.043
382,25.467,B,-8.195,0.009,-0.1,-0.1,125.465,0.009,5.987,1.000,-0.064,12.043
383,25.533,A,-19.918,-0.586,-13.4,-13.4,113.742,-0.586,5.444,1.000,1.000,-12.122
383,25.533,B,-7.796,0.008,-0.2,-0.2,125.864,0.008,5.985,1.000,0.056,12.122
384,25.600,A,-19.553,-0.612,-10.0,-10.0,114.107,-0.612,5.448,1.000,1.000,-12.156
384,25.600,B,-7.397,0.005,-0.2,-0.2,126.263,0.005,5.986,1.000,-0.022,12.156
385,25.667,A,-19.187,-0.615,-6.5,-6.5,114.473,-0.615,5.452,1.000,1.000,-12.189
385,25.667,B,-6.998,0.005,-0.2,-0.2,126.662,0.005,5.991,1.000,0.039,12.189
386,25.733,A,-18.821,-0.597,-3.1,-3.1,114.840,-0.597,5.456,1.000,1.000,-12.222
386,25.733,B,-6.598,0.005,-0.1,-0.1,127.062,0.005,6.008,1.000,-0.054,12.222
387,25.800,A,-18.456,-0.558,0.3,0.3,115.204,-0.558,5.460,1.000,0.935,-12.258
387,25.800,B,-6.198,0.004,-0.1,-0.1,127.462,0.004,6.004,1.000,0.054,12.258
388,25.867,A,-18.094,-0.496,3.7,3.7,115.566,-0.496,5.465,1.000,0.610,-12.296
388,25.867,B,-5.798,0.003,-0.1,-0.1,127.863,0.003,6.003,1.000,-0.041,12.296
389,25.933,A,-17.733,-0.417,6.8,6.8,115.927,-0.417,5.531,1.000,0.011,-12.336
389,25.933,B,-5.398,0.003,-0.1,-0.1,128.263,0.003,5.998,1.000,0.042,12.336
390,26.000,A,-17.372,-0.328,9.3,9.3,116.288,-0.328,5.578,1.000,-0.204,-12.374
390,26.000,B,-4.998,0.002,-0.1,-0.1,128.663,0.002,5.994,1.000,-0.070,12.374
391,26.067,A,-17.008,-0.246,10.5,10.5,116.653,-0.246,5.606,1.000,-0.273,-12.409
391,26.067,B,-4.598,0.001,-0.1,-0.1,129.062,0.001,5.994,1.000,0.058,12.409
392,26.133,A,-16.640,-0.175,10.6,10.6,117.020,-0.175,5.616,1.000,-0.275,-12.442
392,26.133,B,-4.199,-0.002,-0.2,-0.2,129.462,-0.002,5.992,1.000,-0.022,12.442
393,26.200,A,-16.270,-0.116,10.0,10.0,117.390,-0.116,5.621,1.000,-0.277,-12.471
393,26.200,B,-3.799,-0.002,-0.2,-0.2,129.861,-0.002,5.993,1.000,0.043,12.471
394,26.267,A,-15.898,-0.070,8.9,8.9,117.763,-0.070,5.633,1.000,-0.277,-12.498
394,26.267,B,-3.399,-0.001,-0.0,-0.0,130.261,-0.001,5.993,1.000,-0.067,12.498
395,26.333,A,-15.521,-0.038,7.4,7.4,118.139,-0.038,5.685,1.000,-0.275,-12.521
395,26.333,B,-3.000,-0.002,-0.1,-0.1,130.660,-0.002,5.992,1.000,0.059,12.521
396,26.400,A,-15.140,-0.016,5.9,5.9,118.521,-0.016,5.761,1.000,-0.272,-12.539
396,26.400,B,-2.600,-0.004,-0.2,-0.2,131.060,-0.004,5.991,1.000,-0.031,12.539
397,26.467,A,-14.752,-0.004,4.4,4.4,118.908,-0.004,5.834,1.000,-0.250,-12.551
397,26.467,B,-2.201,-0.004,-0.1,-0.1,131.459,-0.004,5.991,1.000,0.053,12.551
398,26.533,A,-14.360,-0.001,2.9,2.9,119.300,-0.001,5.915,1.000,-0.130,-12.558
398,26.533,B,-1.802,-0.004,-0.0,-0.0,131.859,-0.004,5.991,1.000,-0.085,12.558
399,26.600,A,-13.964,-0.002,1.8,1.8,119.697,-0.002,5.946,1.000,-0.106,-12.562
399,26.600,B,-1.402,-0.003,-0.0,-0.0,132.258,-0.003,5.991,1.000,0.058,12.562
400,26.667,A,-13.566,-0.002,1.1,1.1,120.095,-0.002,5.958,1.000,-0.054,-12.563
400,26.667,B,-1.003,-0.006,-0.1,-0.1,132.657,-0.006,5.989,1.000,-0.028,12.563
401,26.733,A,-13.167,-0.002,0.7,0.7,120.493,-0.002,5.968,1.000,-0.057,-12.563
401,26.733,B,-0.604,-0.006,-0.1,-0.1,133.057,-0.006,5.990,1.000,0.054,12.563
402,26.800,A,-12.767,-0.003,0.4,0.4,120.894,-0.003,6.031,1.000,-0.025,-12.562
402,26.800,B,-0.204,-0.005,0.0,0.0,133.456,-0.005,5.990,1.000,-0.096,12.562
403,26.867,A,-12.365,-0.005,0.2,0.2,121.295,-0.005,5.997,1.000,-0.030,-12.561
403,26.867,B,0.195,-0.004,0.0,0.0,133.856,-0.004,5.991,1.000,0.055,12.561
404,26.933,A,-11.965,-0.007,-0.0,-0.0,121.695,-0.007,6.007,1.000,-0.014,-12.560
404,26.933,B,0.595,-0.006,-0.1,-0.1,134.255,-0.006,5.990,1.000,-0.036,12.560
405,27.000,A,-11.565,-0.009,-0.1,-0.1,122.095,-0.009,5.992,1.000,-0.015,-12.559
405,27.000,B,0.994,-0.006,-0.0,-0.0,134.654,-0.006,5.991,1.000,0.057,12.559
406,27.067,A,-11.166,-0.011,-0.2,-0.2,122.495,-0.011,5.996,1.000,-0.013,-12.559
