step,t,car,x,y,yaw_deg,heading_err_deg,progress_cum,lateral,speed,throttle,steer,gap_ahead
135,9.000,A,27.376,9.617,99.1,9.1,33.032,-1.376,4.573,-0.705,1.000,-0.343
135,9.000,B,25.874,9.960,98.2,8.2,33.375,0.126,4.899,0.298,-1.000,0.343
136,9.067,A,27.331,9.919,98.9,8.9,33.334,-1.331,4.585,-0.444,1.000,-0.353
136,9.067,B,25.807,10.272,99.4,9.4,33.687,0.193,4.726,1.000,-1.000,0.353
137,9.133,A,27.294,10.212,98.4,8.4,33.627,-1.294,4.288,-0.314,1.000,-0.371
137,9.133,B,25.748,10.583,99.8,9.8,33.998,0.252,4.744,1.000,-1.000,0.371
138,9.200,A,27.269,10.490,97.4,7.4,33.905,-1.269,4.116,-0.266,1.000,-0.406
138,9.200,B,25.700,10.896,99.4,9.4,34.311,0.300,4.754,1.000,-1.000,0.406
139,9.267,A,27.252,10.757,96.4,6.4,34.172,-1.252,3.940,-0.964,1.000,-0.454
139,9.267,B,25.666,11.211,98.4,8.4,34.626,0.334,4.758,1.000,-1.000,0.454
140,9.333,A,27.245,11.013,95.0,5.0,34.428,-1.245,3.765,-0.841,1.000,-0.516
140,9.333,B,25.646,11.529,96.8,6.8,34.944,0.354,4.760,1.000,-1.000,0.516
141,9.400,A,27.250,11.258,93.4,3.4,34.673,-1.250,3.607,-0.562,1.000,-0.589
141,9.400,B,25.641,11.847,94.9,4.9,35.262,0.359,4.761,0.269,-1.000,0.589
142,9.467,A,27.265,11.493,91.7,1.7,34.908,-1.265,3.445,-0.483,1.000,-0.666
142,9.467,B,25.652,12.159,92.7,2.7,35.574,0.348,4.607,0.063,-1.000,0.666
143,9.533,A,27.289,11.716,89.8,-0.2,35.131,-1.289,3.277,-0.501,1.000,-0.743
143,9.533,B,25.672,12.459,90.7,0.7,35.875,0.328,4.430,-0.133,-1.000,0.743
144,9.600,A,27.320,11.927,88.0,-2.0,35.342,-1.320,3.105,-0.663,1.000,-0.821
144,9.600,B,25.694,12.748,89.2,-0.8,36.163,0.306,4.272,-0.254,-0.593,0.821
145,9.667,A,27.359,12.125,86.0,-4.0,35.540,-1.359,2.932,-0.707,1.000,-0.901
145,9.667,B,25.716,13.026,88.2,-1.8,36.441,0.284,4.114,1.000,-1.000,0.901
146,9.733,A,27.404,12.310,84.0,-6.0,35.725,-1.404,2.762,-1.000,1.000,-0.989
146,9.733,B,25.742,13.300,87.1,-2.9,36.715,0.258,4.122,1.000,-1.000,0.989
147,9.800,A,27.456,12.482,81.9,-8.1,35.897,-1.456,2.586,-1.000,1.000,-1.091
147,9.800,B,25.783,13.573,85.5,-4.5,36.988,0.217,4.130,1.000,-1.000,1.091
148,9.867,A,27.513,12.640,79.7,-10.3,36.055,-1.513,2.419,-0.790,1.000,-1.204
148,9.867,B,25.839,13.844,83.5,-6.5,37.259,0.161,4.137,1.000,-1.000,1.204
149,9.933,A,27.574,12.786,77.5,-12.5,36.201,-1.574,2.256,-0.300,1.000,-1.334
149,9.933,B,25.911,14.113,81.0,-13.5,37.534,0.080,4.144,1.000,-0.316,1.334
150,10.000,A,27.637,12.919,75.4,-14.6,36.334,-1.637,2.101,-0.193,1.000,-1.461
150,10.000,B,25.993,14.381,78.8,-15.7,37.795,-0.022,4.215,1.000,0.062,1.461
151,10.067,A,27.699,13.040,73.5,-16.5,36.455,-1.699,1.936,-0.074,1.000,-1.608
151,10.067,B,26.067,14.656,77.7,-16.8,38.063,-0.118,4.283,1.000,0.165,1.608
152,10.133,A,27.759,13.149,71.8,-18.2,36.564,-1.759,1.773,0.906,1.000,-1.773
152,10.133,B,26.131,14.936,77.5,-17.0,38.338,-0.204,4.327,1.000,1.000,1.773
153,10.200,A,27.815,13.259,70.6,-19.4,36.674,-1.815,1.882,1.000,1.000,-1.896
153,10.200,B,26.184,15.220,78.1,-25.4,38.570,-0.316,4.344,1.000,1.000,1.896
154,10.267,A,27.864,13.379,70.2,-19.8,36.794,-1.864,1.955,1.000,1.000,-2.047
154,10.267,B,26.224,15.508,79.3,-24.2,38.840,-0.423,4.353,1.000,1.000,2.047
155,10.333,A,27.904,13.505,70.5,-19.5,36.920,-1.904,2.007,0.384,1.000,-2.197
155,10.333,B,26.249,15.798,81.0,-22.5,39.117,-0.515,4.358,1.000,1.000,2.197
156,10.400,A,27.932,13.636,71.6,-18.4,37.051,-1.932,1.988,-1.000,1.000,-2.254
156,10.400,B,26.259,16.090,83.2,-29.3,39.305,-0.601,4.363,1.000,1.000,2.254
157,10.467,A,27.962,13.761,72.3,-17.7,37.176,-1.962,1.893,0.744,1.000,-2.402
157,10.467,B,26.251,16.383,85.6,-26.9,39.578,-0.706,4.368,1.000,1.000,2.402
158,10.533,A,27.990,13.885,73.0,-17.0,37.300,-1.990,1.915,0.228,1.000,-2.558
158,10.533,B,26.226,16.676,88.4,-24.1,39.858,-0.795,4.376,1.000,1.000,2.558
159,10.600,A,28.006,14.009,74.5,-15.5,37.415,-2.006,1.805,0.382,1.000,-2.730
159,10.600,B,26.183,16.968,91.4,-21.1,40.145,-0.866,4.386,1.000,1.000,2.730
160,10.667,A,28.013,14.134,76.2,-13.8,37.415,-2.018,1.891,0.108,1.000,-2.875
160,10.667,B,26.121,17.258,94.7,-26.8,40.290,-0.939,4.400,1.000,1.000,2.875
161,10.733,A,28.017,14.255,77.8,-16.7,37.511,-2.031,1.718,1.000,1.000,-3.065
161,10.733,B,26.040,17.544,98.0,-23.5,40.577,-1.020,4.418,1.000,1.000,3.065
162,10.800,A,28.017,14.376,79.5,-15.0,37.631,-2.040,1.815,1.000,1.000,-3.238
162,10.800,B,25.940,17.826,101.5,-20.0,40.869,-1.082,4.438,1.000,1.000,3.238
163,10.867,A,28.012,14.503,81.3,-13.2,37.759,-2.046,1.925,1.000,1.000,-3.408
163,10.867,B,25.821,18.103,105.1,-16.4,41.167,-1.126,4.462,1.000,1.000,3.408
164,10.933,A,28.004,14.638,83.2,-11.3,37.894,-2.048,2.034,0.900,1.000,-3.392
164,10.933,B,25.683,18.373,108.8,-21.7,41.286,-1.180,4.487,1.000,1.000,3.392
165,11.000,A,27.990,14.780,85.2,-9.3,38.036,-2.045,2.142,0.943,1.000,-3.550
165,11.000,B,25.528,18.634,112.5,-18.0,41.586,-1.232,4.515,1.000,1.000,3.550
166,11.067,A,27.970,14.928,87.2,-7.3,38.186,-2.036,2.247,1.000,1.000,-3.705
166,11.067,B,25.354,18.887,116.2,-14.3,41.891,-1.263,4.542,1.000,1.000,3.705
167,11.133,A,27.943,15.083,89.4,-5.1,38.342,-2.022,2.351,1.000,1.000,-3.780
167,11.133,B,25.162,19.129,120.0,-10.5,42.123,-1.277,4.570,1.000,1.000,3.780
168,11.200,A,27.909,15.243,91.7,-2.8,38.357,-2.006,2.455,1.000,1.000,-3.950
168,11.200,B,24.954,19.359,123.8,-15.7,42.306,-1.311,4.597,1.000,1.000,3.950
169,11.267,A,27.867,15.409,94.0,-9.5,38.361,-1.997,2.557,1.000,1.000,-4.257
169,11.267,B,24.730,19.576,127.6,-11.9,42.618,-1.331,4.624,1.000,1.000,4.257
170,11.333,A,27.816,15.579,96.5,-7.0,38.538,-1.987,2.657,1.000,1.000,-4.394
170,11.333,B,24.491,19.779,131.4,-8.1,42.932,-1.330,4.650,1.000,1.000,4.394
171,11.400,A,27.756,15.753,99.0,-4.5,38.722,-1.969,2.756,1.000,1.000,-4.342
171,11.400,B,24.237,19.967,135.3,-4.2,43.064,-1.321,4.676,1.000,1.000,4.342
172,11.467,A,27.685,15.931,101.6,-1.9,38.911,-1.942,2.852,1.000,1.000,-4.446
172,11.467,B,23.971,20.139,139.1,-9.4,43.357,-1.327,4.700,1.000,1.000,4.446
173,11.533,A,27.604,16.111,104.3,0.8,39.105,-1.905,2.947,1.000,1.000,-4.570
173,11.533,B,23.692,20.293,142.9,-5.6,43.675,-1.313,4.724,1.000,1.000,4.570
174,11.600,A,27.511,16.292,107.1,3.6,39.298,-1.857,3.039,1.000,1.000,-4.695
174,11.600,B,23.402,20.430,146.8,-1.7,43.993,-1.278,4.747,1.000,1.000,4.695
175,11.667,A,27.407,16.475,110.0,6.5,39.298,-1.810,3.129,1.000,1.000,-4.817
175,11.667,B,23.103,20.547,150.6,-6.9,44.115,-1.255,4.769,1.000,1.000,4.817
176,11.733,A,27.290,16.656,112.9,0.4,39.433,-1.770,3.218,1.000,1.000,-5.004
176,11.733,B,22.795,20.645,154.4,-3.1,44.437,-1.227,4.790,1.000,1.000,5.004
177,11.800,A,27.161,16.837,115.9,3.4,39.649,-1.720,3.304,1.000,1.000,-5.109
177,11.800,B,22.480,20.723,158.2,0.7,44.758,-1.179,4.811,1.000,1.000,5.109
178,11.867,A,27.018,17.014,119.0,6.5,39.868,-1.656,3.388,1.000,1.000,-5.079
178,11.867,B,22.159,20.781,162.0,4.5,44.947,-1.117,4.830,1.000,1.000,5.079
179,11.933,A,26.863,17.188,122.1,9.6,40.088,-1.579,3.468,1.000,1.000,-5.138
179,11.933,B,21.834,20.817,165.9,-0.6,45.226,-1.076,4.849,1.000,1.000,5.138
180,12.000,A,26.694,17.357,125.3,12.8,40.240,-1.489,3.547,1.000,1.000,-5.309
180,12.000,B,21.506,20.833,169.6,3.1,45.548,-1.014,4.868,1.000,0.957,5.309
181,12.067,A,26.513,17.520,128.6,7.1,40.308,-1.410,3.623,1.000,1.000,-5.559
181,12.067,B,21.177,20.826,173.4,6.9,45.867,-0.931,4.889,1.000,-0.073,5.559
182,12.133,A,26.318,17.675,131.9,10.4,40.542,-1.326,3.696,1.000,1.000,-5.508
182,12.133,B,20.846,20.808,176.7,1.2,46.050,-0.872,4.953,1.000,0.852,5.508
183,12.200,A,26.111,17.821,135.3,13.8,40.775,-1.225,3.767,1.000,1.000,-5.604
183,12.200,B,20.514,20.785,179.1,3.6,46.379,-0.823,4.978,1.000,0.170,5.604
184,12.267,A,25.891,17.957,138.8,17.3,41.006,-1.109,3.835,1.000,1.000,-5.703
184,12.267,B,20.181,20.755,-178.9,5.6,46.709,-0.767,5.019,1.000,0.100,5.703
185,12.333,A,25.660,18.082,142.2,20.7,41.181,-0.979,3.900,1.000,0.501,-5.805
185,12.333,B,19.844,20.732,-178.0,2.0,46.986,-0.732,5.108,1.000,0.856,5.805
186,12.400,A,25.421,18.201,145.3,14.8,41.326,-0.869,4.007,1.000,1.000,-6.000
186,12.400,B,19.504,20.706,-177.2,2.8,47.326,-0.706,5.113,1.000,0.809,6.000
187,12.467,A,25.177,18.321,147.7,17.2,41.575,-0.762,4.042,1.000,0.659,-6.090
187,12.467,B,19.165,20.666,-175.8,4.2,47.665,-0.666,5.109,1.000,0.285,6.090
188,12.533,A,24.925,18.430,150.2,19.7,41.822,-0.641,4.130,1.000,-0.493,-6.183
188,12.533,B,18.825,20.616,-174.4,5.6,48.005,-0.616,5.171,1.000,0.176,6.183
189,12.600,A,24.668,18.538,152.2,21.7,42.071,-0.516,4.178,1.000,-1.000,-6.279
189,12.600,B,18.480,20.563,-173.4,6.6,48.350,-0.563,5.280,1.000,0.112,6.279
190,12.667,A,24.412,18.654,153.2,13.7,42.261,-0.423,4.223,1.000,-0.558,-6.442
190,12.667,B,18.127,20.509,-172.6,7.4,48.703,-0.509,5.406,1.000,0.098,6.442
191,12.733,A,24.160,18.782,153.1,13.6,42.535,-0.356,4.251,0.556,-0.775,-6.529
191,12.733,B,17.766,20.452,-172.1,7.9,49.064,-0.452,5.542,1.000,0.078,6.529
192,12.800,A,23.915,18.920,152.4,12.9,42.812,-0.302,4.211,0.548,-0.692,-6.622
192,12.800,B,17.396,20.391,-171.6,8.4,49.434,-0.391,5.677,1.000,-0.127,6.622
193,12.867,A,23.678,19.069,151.0,11.5,43.064,-0.263,4.168,0.741,-0.397,-6.745
193,12.867,B,17.021,20.333,-171.5,8.5,49.809,-0.333,5.687,1.000,-0.156,6.745
194,12.933,A,23.447,19.228,149.4,0.9,43.328,-0.277,4.236,1.000,1.000,-6.858
194,12.933,B,16.644,20.287,-172.1,7.9,50.186,-0.287,5.708,1.000,-0.138,6.858
195,13.000,A,23.211,19.388,148.4,-0.1,43.612,-0.290,4.265,1.000,1.000,-6.957
195,13.000,B,16.262,20.249,-172.9,7.1,50.568,-0.249,5.815,1.000,-0.138,6.957
196,13.067,A,22.971,19.541,148.2,-0.3,43.897,-0.296,4.291,1.000,1.000,-7.060
196,13.067,B,15.873,20.216,-173.8,6.2,50.958,-0.216,5.869,1.000,-0.128,7.060
197,13.133,A,22.722,19.684,148.8,-8.7,44.137,-0.311,4.306,1.000,1.000,-7.213
197,13.133,B,15.481,20.188,-174.6,5.4,51.349,-0.188,5.882,1.000,-0.119,7.213
198,13.200,A,22.466,19.815,150.0,-7.5,44.424,-0.335,4.315,1.000,1.000,-7.318
198,13.200,B,15.089,20.163,-175.3,4.7,51.742,-0.163,5.911,1.000,-0.114,7.318
199,13.267,A,22.202,19.934,151.7,-5.8,44.712,-0.343,4.321,1.000,1.000,-7.424
199,13.267,B,14.693,20.144,-176.0,4.0,52.137,-0.144,5.926,1.000,-0.092,7.424
200,13.333,A,21.932,20.038,153.9,-12.6,44.949,-0.341,4.326,1.000,1.000,-7.585
200,13.333,B,14.296,20.127,-176.6,3.4,52.534,-0.127,5.984,1.000,-0.086,7.585
201,13.400,A,21.655,20.126,156.4,-10.1,45.239,-0.362,4.332,1.000,1.000,-7.695
201,13.400,B,13.896,20.113,-177.1,2.9,52.934,-0.113,6.011,1.000,-0.064,7.695
202,13.467,A,21.372,20.198,159.2,-7.3,45.530,-0.366,4.340,1.000,1.000,-7.804
202,13.467,B,13.496,20.100,-177.5,2.5,53.334,-0.100,5.975,1.000,-0.023,7.804
203,13.533,A,21.085,20.253,162.2,-4.3,45.823,-0.352,4.351,1.000,1.000,-7.911
203,13.533,B,13.097,20.087,-177.7,2.3,53.733,-0.087,6.014,1.000,-0.072,7.911
204,13.600,A,20.793,20.289,165.4,-10.1,46.062,-0.350,4.366,1.000,1.000,-8.072
204,13.600,B,12.696,20.076,-178.0,2.0,54.134,-0.076,5.990,1.000,0.001,8.072
205,13.667,A,20.498,20.306,168.8,-6.7,46.358,-0.344,4.384,1.000,1.000,-8.176
205,13.667,B,12.296,20.066,-178.2,1.8,54.534,-0.066,6.000,1.000,-0.067,8.176
206,13.733,A,20.200,20.304,172.3,-3.2,46.654,-0.319,4.407,1.000,1.000,-8.279
206,13.733,B,11.897,20.057,-178.4,1.6,54.933,-0.057,6.004,1.000,0.023,8.279
207,13.800,A,19.902,20.282,175.9,-4.1,46.928,-0.282,4.432,1.000,1.000,-8.406
207,13.800,B,11.496,20.049,-178.6,1.4,55.334,-0.049,6.002,1.000,-0.054,8.406
208,13.867,A,19.604,20.241,179.6,-0.4,47.226,-0.241,4.460,1.000,0.727,-8.508
208,13.867,B,11.096,20.041,-178.7,1.3,55.734,-0.041,5.995,1.000,0.046,8.508
209,13.933,A,19.305,20.185,-177.1,2.9,47.525,-0.185,4.567,1.000,0.300,-8.608
209,13.933,B,10.697,20.033,-178.7,1.3,56.133,-0.033,5.995,1.000,-0.031,8.608
210,14.000,A,19.001,20.123,-174.5,5.5,47.829,-0.123,4.654,0.911,-0.648,-8.704
210,14.000,B,10.297,20.023,-178.7,1.3,56.533,-0.023,5.999,1.000,0.051,8.704
211,14.067,A,18.693,20.069,-173.1,6.9,48.137,-0.069,4.688,1.000,-0.278,-8.796
211,14.067,B,9.897,20.013,-178.6,1.4,56.933,-0.013,6.000,1.000,-0.135,8.796
212,14.133,A,18.383,20.025,-172.8,7.2,48.448,-0.025,4.718,1.000,-0.283,-8.885
212,14.133,B,9.497,20.003,-178.6,1.4,57.333,-0.003,6.000,1.000,-0.005,8.885
213,14.200,A,18.069,19.992,-173.2,6.8,48.761,0.008,4.743,1.000,-0.283,-8.971
213,14.200,B,9.097,19.997,-178.8,1.2,57.733,0.003,6.001,1.000,-0.076,8.971
214,14.267,A,17.751,19.971,-174.2,5.8,49.079,0.029,4.791,1.000,-0.278,-9.054
214,14.267,B,8.698,19.994,-179.1,0.9,58.133,0.006,5.996,1.000,0.052,9.054
215,14.333,A,17.428,19.961,-175.4,4.6,49.402,0.039,4.892,1.000,-0.275,-9.130
215,14.333,B,8.298,19.991,-179.2,0.8,58.532,0.009,5.998,1.000,-0.088,9.130
216,14.400,A,17.097,19.957,-176.8,3.2,49.733,0.043,5.000,1.000,-0.271,-9.199
216,14.400,B,7.898,19.986,-179.3,0.7,58.932,0.014,5.995,1.000,0.018,9.199
217,14.467,A,16.759,19.961,-178.1,1.9,50.071,0.039,5.106,1.000,-0.236,-9.261
217,14.467,B,7.499,19.984,-179.4,0.6,59.332,0.016,5.996,1.000,-0.069,9.261
218,14.533,A,16.414,19.972,-179.3,0.7,50.416,0.028,5.222,1.000,-0.092,-9.315
218,14.533,B,7.099,19.982,-179.6,0.4,59.731,0.018,5.990,1.000,0.068,9.315
219,14.600,A,16.062,19.983,179.9,-0.1,50.768,0.017,5.312,1.000,-0.064,-9.363
219,14.600,B,6.699,19.982,-179.7,0.3,60.131,0.018,5.993,1.000,-0.047,9.363
220,14.667,A,15.702,19.991,179.5,-0.5,51.128,0.009,5.448,1.000,-0.032,-9.402
220,14.667,B,6.300,19.978,-179.6,0.4,60.530,0.022,5.990,1.000,0.045,9.402
221,14.733,A,15.334,19.999,179.2,-0.8,51.496,0.001,5.581,1.000,-0.017,-9.433
221,14.733,B,5.901,19.976,-179.6,0.4,60.929,0.024,5.989,1.000,-0.094,9.433
222,14.800,A,14.956,20.006,179.1,-0.9,51.874,-0.006,5.719,1.000,-0.003,-9.455
222,14.800,B,5.501,19.973,-179.7,0.3,61.329,0.027,5.990,1.000,0.013,9.455
223,14.867,A,14.570,20.013,179.1,-0.9,52.261,-0.013,5.855,1.000,0.006,-9.467
223,14.867,B,5.102,19.974,-179.8,0.2,61.728,0.026,5.998,1.000,-0.073,9.467
224,14.933,A,14.174,20.019,179.1,-0.9,52.656,-0.019,5.988,1.000,0.013,-9.472
224,14.933,B,4.702,19.976,180.0,-0.0,62.128,0.024,5.990,1.000,0.070,9.472
225,15.000,A,13.774,20.025,179.1,-0.9,53.056,-0.025,6.006,1.000,0.015,-9.471
225,15.000,B,4.303,19.978,179.9,-0.1,62.527,0.022,5.991,1.000,-0.034,9.471
226,15.067,A,13.374,20.030,179.2,-0.8,53.456,-0.030,6.005,1.000,0.022,-9.470
226,15.067,B,3.904,19.978,179.9,-0.1,62.927,0.022,5.990,1.000,0.053,9.470
227,15.133,A,12.974,20.034,179.3,-0.7,53.857,-0.034,5.992,1.000,0.013,-9.469
227,15.133,B,3.504,19.978,-180.0,0.0,63.326,0.022,5.991,1.000,-0.094,9.469
228,15.200,A,12.573,20.038,179.3,-0.7,54.257,-0.038,6.010,1.000,0.018,-9.469
228,15.200,B,3.105,19.977,180.0,-0.0,63.725,0.023,5.991,1.000,0.058,9.469
229,15.267,A,12.173,20.041,179.4,-0.6,54.657,-0.041,6.011,1.000,0.017,-9.467
229,15.267,B,2.706,19.980,179.9,-0.1,64.125,0.020,5.990,1.000,-0.026,9.467
230,15.333,A,11.772,20.044,179.5,-0.5,55.058,-0.044,6.010,1.000,0.018,-9.466
230,15.333,B,2.306,19.979,179.9,-0.1,64.524,0.021,5.990,1.000,0.051,9.466
231,15.400,A,11.372,20.047,179.5,-0.5,55.459,-0.047,6.008,1.000,0.019,-9.465
231,15.400,B,1.907,19.978,-180.0,0.0,64.923,0.022,5.995,1.000,-0.094,9.465
232,15.467,A,10.971,20.050,179.6,-0.4,55.859,-0.050,6.008,1.000,0.019,-9.464
232,15.467,B,1.507,19.977,-180.0,0.0,65.323,0.023,5.995,1.000,0.054,9.464
233,15.533,A,10.570,20.052,179.6,-0.4,56.260,-0.052,6.010,1.000,0.019,-9.463
233,15.533,B,1.107,19.980,179.9,-0.1,65.723,0.020,5.994,1.000,-0.034,9.463
234,15.600,A,10.170,20.054,179.7,-0.3,56.661,-0.054,6.010,1.000,0.018,-9.462
234,15.600,B,0.708,19.979,179.9,-0.1,66.122,0.021,5.993,1.000,0.055,9.462
235,15.667,A,9.769,20.055,179.7,-0.3,57.061,-0.055,6.011,1.000,0.015,-9.460
235,15.667,B,0.308,19.979,-180.0,0.0,66.522,0.021,5.994,1.000,-0.096,9.460
236,15.733,A,9.368,20.056,179.8,-0.2,57.462,-0.056,5.997,1.000,0.012,-9.460
236,15.733,B,-0.091,19.978,-180.0,0.0,66.921,0.022,5.994,1.000,0.055,9.460
237,15.800,A,8.969,20.056,179.9,-0.1,57.861,-0.056,5.991,1.000,0.007,-9.460
237,15.800,B,-0.491,19.980,179.9,-0.1,67.321,0.020,5.992,1.000,-0.034,9.460
238,15.867,A,8.569,20.055,179.9,-0.1,58.261,-0.055,5.999,1.000,0.005,-9.459
238,15.867,B,-0.890,19.980,179.9,-0.1,67.720,0.020,5.992,1.000,0.056,9.459
239,15.933,A,8.169,20.055,180.0,-0.0,58.661,-0.055,6.001,1.000,0.005,-9.459
239,15.933,B,-1.290,19.979,-180.0,0.0,68.120,0.021,5.991,1.000,-0.098,9.459
240,16.000,A,7.769,20.055,180.0,-0.0,59.061,-0.055,5.999,1.000,0.005,-9.458
240,16.000,B,-1.689,19.978,-179.9,0.1,68.519,0.022,5.992,1.000,0.051,9.458
241,16.067,A,7.369,20.055,-180.0,0.0,59.461,-0.055,5.998,1.000,0.004,-9.458
241,16.067,B,-2.088,19.980,180.0,-0.0,68.919,0.020,5.992,1.000,-0.045,9.458
242,16.133,A,6.969,20.054,-180.0,0.0,59.861,-0.054,6.001,1.000,0.001,-9.457
242,16.133,B,-2.488,19.980,179.9,-0.1,69.318,0.020,5.990,1.000,0.064,9.457
243,16.200,A,6.569,20.054,-179.9,0.1,60.261,-0.054,6.003,1.000,-0.000,-9.456
243,16.200,B,-2.887,19.980,180.0,-0.0,69.717,0.020,5.991,1.000,-0.081,9.456
244,16.267,A,6.169,20.053,-179.9,0.1,60.661,-0.053,5.999,1.000,-0.002,-9.455
244,16.267,B,-3.286,19.979,-180.0,0.0,70.117,0.021,5.989,1.000,0.051,9.455
245,16.333,A,5.769,20.052,-179.9,0.1,61.061,-0.052,5.999,1.000,-0.004,-9.455
245,16.333,B,-3.686,19.980,180.0,-0.0,70.516,0.020,5.990,1.000,-0.046,9.455
246,16.400,A,5.369,20.051,-179.9,0.1,61.461,-0.051,6.000,1.000,-0.005,-9.454
246,16.400,B,-4.085,19.980,180.0,-0.0,70.915,0.020,5.989,1.000,0.064,9.454
247,16.467,A,4.969,20.050,-179.9,0.1,61.861,-0.050,6.002,1.000,-0.006,-9.453
247,16.467,B,-4.484,19.980,180.0,-0.0,71.314,0.020,5.990,1.000,-0.079,9.453
248,16.533,A,4.569,20.049,-179.9,0.1,62.261,-0.049,6.003,1.000,-0.006,-9.452
248,16.533,B,-4.883,19.979,-180.0,0.0,71.714,0.021,5.989,1.000,0.052,9.452
249,16.600,A,4.168,20.049,-179.9,0.1,62.662,-0.049,6.004,1.000,-0.004,-9.451
249,16.600,B,-5.283,19.980,180.0,-0.0,72.113,0.020,5.988,1.000,-0.048,9.451
250,16.667,A,3.768,20.049,-179.9,0.1,63.062,-0.049,6.001,1.000,-0.004,-9.450
250,16.667,B,-5.682,19.980,180.0,-0.0,72.512,0.020,5.987,1.000,0.062,9.450
251,16.733,A,3.368,20.049,-180.0,0.0,63.462,-0.049,5.999,1.000,-0.004,-9.449
251,16.733,B,-6.081,19.980,-180.0,0.0,72.911,0.020,5.988,1.000,-0.080,9.449
252,16.800,A,2.968,20.049,-180.0,0.0,63.862,-0.049,6.000,1.000,-0.002,-9.448
252,16.800,B,-6.480,19.979,-180.0,0.0,73.310,0.021,5.987,1.000,0.052,9.448
253,16.867,A,2.568,20.049,-180.0,0.0,64.262,-0.049,6.000,1.000,-0.001,-9.447
253,16.867,B,-6.879,19.980,180.0,-0.0,73.709,0.020,5.987,1.000,-0.047,9.447
254,16.933,A,2.168,20.049,180.0,-0.0,64.662,-0.049,6.003,1.000,0.001,-9.446
254,16.933,B,-7.278,19.980,180.0,-0.0,74.108,0.020,5.987,1.000,0.064,9.446
255,17.000,A,1.768,20.050,180.0,-0.0,65.062,-0.050,6.000,1.000,-0.000,-9.445
255,17.000,B,-7.677,19.980,180.0,-0.0,74.508,0.020,5.988,1.000,-0.079,9.445
256,17.067,A,1.368,20.050,180.0,-0.0,65.462,-0.050,5.999,1.000,-0.001,-9.444
256,17.067,B,-8.077,19.979,-180.0,0.0,74.907,0.021,5.986,1.000,0.052,9.444
257,17.133,A,0.968,20.049,-180.0,0.0,65.862,-0.049,6.000,1.000,-0.002,-9.443
257,17.133,B,-8.476,19.980,180.0,-0.0,75.306,0.020,5.986,1.000,-0.047,9.443
258,17.200,A,0.568,20.049,-180.0,0.0,66.262,-0.049,6.001,1.000,-0.000,-9.442
258,17.200,B,-8.875,19.980,180.0,-0.0,75.705,0.020,5.988,1.000,0.062,9.442
259,17.267,A,0.168,20.050,180.0,-0.0,66.662,-0.050,6.002,1.000,0.000,-9.441
259,17.267,B,-9.274,19.980,-180.0,0.0,76.104,0.020,5.987,1.000,-0.080,9.441
260,17.333,A,-0.232,20.050,180.0,-0.0,67.062,-0.050,6.000,1.000,-0.000,-9.441
260,17.333,B,-9.673,19.979,-179.9,0.1,76.503,0.021,5.987,1.000,0.052,9.441
261,17.400,A,-0.632,20.050,180.0,-0.0,67.463,-0.050,6.001,1.000,0.000,-9.439
261,17.400,B,-10.072,19.980,180.0,-0.0,76.902,0.020,5.986,1.000,-0.048,9.439
262,17.467,A,-1.033,20.050,180.0,-0.0,67.863,-0.050,6.001,1.000,0.001,-9.438
262,17.467,B,-10.471,19.980,180.0,-0.0,77.301,0.020,5.986,1.000,0.063,9.438
263,17.533,A,-1.433,20.050,180.0,-0.0,68.263,-0.050,6.001,1.000,0.001,-9.437
263,17.533,B,-10.870,19.980,-180.0,0.0,77.700,0.020,5.987,1.000,-0.081,9.437
264,17.600,A,-1.833,20.050,180.0,-0.0,68.663,-0.050,6.000,1.000,0.001,-9.436
264,17.600,B,-11.269,19.979,-180.0,0.0,78.099,0.021,5.986,1.000,0.051,9.436
265,17.667,A,-2.233,20.051,180.0,-0.0,69.063,-0.051,6.000,1.000,0.000,-9.435
265,17.667,B,-11.668,19.980,180.0,-0.0,78.498,0.020,5.986,1.000,-0.047,9.435
266,17.733,A,-2.633,20.050,180.0,-0.0,69.463,-0.050,6.000,1.000,0.000,-9.434
266,17.733,B,-12.067,19.980,180.0,-0.0,78.897,0.020,5.988,1.000,0.064,9.434
267,17.800,A,-3.033,20.051,180.0,-0.0,69.863,-0.051,6.001,1.000,0.000,-9.433
267,17.800,B,-12.466,19.981,180.0,-0.0,79.296,0.019,5.988,1.000,-0.073,9.433
268,17.867,A,-3.433,20.051,180.0,-0.0,70.263,-0.051,6.001,1.000,0.000,-9.432
268,17.867,B,-12.865,19.979,-180.0,0.0,79.696,0.021,5.987,1.000,0.052,9.432
269,17.933,A,-3.833,20.051,180.0,-0.0,70.663,-0.051,6.000,1.000,0.001,-9.431
269,17.933,B,-13.264,19.981,180.0,-0.0,80.095,0.019,5.986,1.000,-0.050,9.431
270,18.000,A,-4.233,20.051,180.0,-0.0,71.063,-0.051,6.001,1.000,0.001,-9.430
270,18.000,B,-13.664,19.980,180.0,-0.0,80.494,0.020,5.985,1.000,0.063,9.430
271,18.067,A,-4.633,20.051,180.0,-0.0,71.463,-0.051,6.001,1.000,0.001,-9.429
271,18.067,B,-14.063,19.981,180.0,-0.0,80.893,0.019,5.986,1.000,-0.067,9.429
272,18.133,A,-5.033,20.051,180.0,-0.0,71.863,-0.051,6.000,1.000,0.001,-9.428
