car,step,t_s,lap,lap_dist_m,sector,x_m,y_m,lateral_m,speed_mps,accel_long_mps2,accel_lat_mps2,throttle_cmd,steer_cmd,steer_deg,gap_m
Car B,2626,175.0667,8,70.561,2,-3.731,20.059,-0.059,6.0061,0.0362,-0.0532,1.0,-0.0172,-0.36,-18.243
Car A,2627,175.1333,8,89.2,3,-22.215,19.306,0.232,5.915,-0.1102,4.4108,1.0,0.9911,24.982,18.238
Car B,2627,175.1333,8,70.962,2,-4.132,20.059,-0.059,6.0058,-0.0047,-0.0626,1.0,-0.017,-0.416,-18.238
Car A,2628,175.2,8,89.593,3,-22.559,19.109,0.282,5.9093,-0.0854,4.4977,1.0,0.5654,24.777,18.231
Car B,2628,175.2,8,71.362,2,-4.532,20.059,-0.059,6.0087,0.0433,-0.0706,1.0,-0.0163,-0.413,-18.231
Car A,2629,175.2667,8,90.035,3,-22.893,18.895,0.296,5.9338,0.3671,4.4334,1.0,1.0,14.15,18.272
Car B,2629,175.2667,8,71.763,2,-4.933,20.06,-0.06,6.0085,-0.004,-0.0526,1.0,-0.0187,-0.394,-18.272
Car A,2630,175.3333,8,90.431,3,-23.217,18.664,0.324,5.9266,-0.1085,4.5323,1.0,1.0,24.983,18.267
Car B,2630,175.3333,8,72.164,2,-5.334,20.061,-0.061,6.0068,-0.0243,-0.0582,1.0,-0.0183,-0.451,-18.267
Car A,2631,175.4,8,90.88,3,-23.527,18.417,0.332,5.9211,-0.0823,4.5822,1.0,1.0,24.999,18.316
Car B,2631,175.4,8,72.564,2,-5.734,20.062,-0.062,6.01,0.0481,-0.0882,1.0,-0.0163,-0.445,-18.316
Car A,2632,175.4667,8,91.277,3,-23.824,18.153,0.34,5.9159,-0.0781,4.6381,1.0,1.0,24.999,18.312
Car B,2632,175.4667,8,72.965,2,-6.135,20.064,-0.064,6.0082,-0.0274,-0.0536,1.0,-0.0146,-0.402,-18.312
Car A,2633,175.5333,8,91.728,3,-24.106,17.875,0.343,5.9112,-0.071,4.6843,1.0,1.0,24.999,18.363
Car B,2633,175.5333,8,73.366,2,-6.536,20.067,-0.067,6.0097,0.0219,-0.0891,1.0,-0.0118,-0.357,-18.363
Car A,2634,175.6,8,92.124,3,-24.372,17.582,0.331,5.9067,-0.0672,4.7212,1.0,1.0,24.999,18.358
Car B,2634,175.6,8,73.766,2,-6.936,20.069,-0.069,6.0105,0.0126,-0.0735,1.0,-0.0077,-0.288,-18.358
Car A,2635,175.6667,8,92.573,3,-24.622,17.275,0.33,5.9025,-0.0623,4.7508,1.0,1.0,24.999,18.406
Car B,2635,175.6667,8,74.167,2,-7.337,20.073,-0.073,6.001,-0.1421,-0.0432,1.0,-0.0083,-0.188,-18.406
Car A,2636,175.7333,8,92.967,3,-24.855,16.955,0.298,5.8986,-0.059,4.7709,1.0,1.0,24.999,18.4
Car B,2636,175.7333,8,74.567,2,-7.737,20.076,-0.076,5.998,-0.0454,-0.0406,1.0,-0.005,-0.202,-18.4
Car A,2637,175.8,8,93.362,3,-25.069,16.623,0.289,5.8948,-0.0564,4.7894,1.0,1.0,24.999,18.396
Car B,2637,175.8,8,74.967,2,-8.137,20.08,-0.08,5.9999,0.0279,-0.0515,1.0,0.0,-0.123,-18.396
Car A,2638,175.8667,8,93.8,3,-25.266,16.28,0.244,5.8912,-0.0539,4.8032,1.0,1.0,24.999,18.433
Car B,2638,175.8667,8,75.367,2,-8.537,20.083,-0.083,6.0069,0.1058,-0.0191,1.0,0.0053,-0.004,-18.433
Car A,2639,175.9333,8,94.194,3,-25.443,15.927,0.215,5.8878,-0.0513,4.814,1.0,1.0,24.999,18.427
Car B,2639,175.9333,8,75.767,2,-8.937,20.087,-0.087,6.0054,-0.023,-0.0028,1.0,0.009,0.125,-18.427
Car A,2640,176.0,8,94.619,3,-25.601,15.565,0.17,5.8845,-0.0504,4.822,1.0,1.0,24.999,18.451
Car B,2640,176.0,8,76.167,2,-9.337,20.09,-0.09,6.0021,-0.0494,-0.0486,1.0,0.0127,0.215,-18.451
Car A,2641,176.0667,8,95.01,3,-25.738,15.195,0.123,5.8812,-0.0488,4.8304,1.0,1.0,24.999,18.443
Car B,2641,176.0667,8,76.567,2,-9.737,20.092,-0.092,6.0003,-0.0267,-0.0178,1.0,0.015,0.305,-18.443
Car A,2642,176.1333,8,95.418,3,-25.855,14.819,0.08,5.878,-0.0475,4.8344,1.0,1.0,24.999,18.45
Car B,2642,176.1333,8,76.967,2,-10.137,20.095,-0.095,5.999,-0.0195,0.0632,1.0,0.0156,0.364,-18.45
Car A,2643,176.2,8,95.806,3,-25.951,14.437,0.015,5.875,-0.0456,4.8389,1.0,1.0,24.999,18.439
Car B,2643,176.2,8,77.367,2,-10.537,20.097,-0.097,5.9957,-0.0499,0.0689,1.0,0.0192,0.379,-18.439
Car A,2644,176.2667,8,96.198,3,-26.026,14.05,-0.03,5.872,-0.0456,4.842,1.0,0.5987,24.999,18.431
Car B,2644,176.2667,8,77.767,2,-10.937,20.098,-0.098,6.0052,0.1423,0.1909,1.0,0.0166,0.467,-18.431
Car A,2645,176.3333,8,96.587,3,-26.08,13.659,-0.08,5.9008,0.4326,4.6796,1.0,0.6776,14.983,18.419
Car B,2645,176.3333,8,78.168,2,-11.337,20.098,-0.098,6.012,0.102,0.0862,1.0,0.0192,0.406,-18.419
Car A,2646,176.4,8,96.981,3,-26.115,13.265,-0.115,5.8998,-0.0157,4.6874,1.0,0.1291,16.936,18.413
Car B,2646,176.4,8,78.568,2,-11.738,20.099,-0.099,6.0067,-0.079,0.0601,1.0,0.0202,0.464,-18.413
Car A,2647,176.4667,8,97.376,3,-26.137,12.869,-0.137,5.9406,0.6123,2.9165,1.0,-0.1257,3.248,18.408
Car B,2647,176.4667,8,78.969,2,-12.139,20.099,-0.099,6.0092,0.0382,0.0735,1.0,0.0166,0.49,-18.408
Car A,2648,176.5333,8,97.773,3,-26.166,12.473,-0.166,5.9624,0.3278,1.0491,1.0,0.0767,-3.133,18.403
Car B,2648,176.5333,8,79.369,2,-12.539,20.098,-0.098,5.9966,-0.1898,0.0731,1.0,0.0097,0.408,-18.403
Car A,2649,176.6,8,98.169,3,-26.2,12.076,-0.2,5.9747,0.1846,0.7779,1.0,0.0987,1.908,18.4
Car B,2649,176.6,8,79.769,2,-12.939,20.097,-0.097,6.0,0.0518,0.1124,1.0,0.0066,0.24,-18.4
Car A,2650,176.6667,8,98.568,3,-26.229,11.677,-0.229,5.9809,0.0928,0.9866,1.0,0.0719,2.464,18.399
Car B,2650,176.6667,8,80.169,2,-13.339,20.096,-0.096,6.0012,0.0169,0.024,1.0,0.008,0.162,-18.399
Car A,2651,176.7333,8,98.968,3,-26.256,11.278,-0.256,6.0064,0.3821,0.693,1.0,0.0996,1.8,18.398
Car B,2651,176.7333,8,80.569,2,-13.739,20.095,-0.095,5.9995,-0.0252,0.0253,1.0,0.0062,0.195,-18.398
Car A,2652,176.8,8,99.366,3,-26.278,10.879,-0.278,5.9962,-0.1526,0.9573,1.0,0.0025,2.489,18.397
Car B,2652,176.8,8,80.969,2,-14.139,20.093,-0.093,5.9957,-0.0572,0.0296,1.0,0.0049,0.152,-18.397
Car A,2653,176.8667,8,99.766,3,-26.301,10.48,-0.301,5.9999,0.0546,0.0271,1.0,0.104,0.074,18.397
Car B,2653,176.8667,8,81.369,2,-14.539,20.092,-0.092,5.9972,0.0235,0.0282,1.0,0.0039,0.12,-18.397
Car A,2654,176.9333,8,100.165,3,-26.323,10.08,-0.323,5.9968,-0.0459,0.8812,1.0,-0.0003,2.595,18.396
Car B,2654,176.9333,8,81.769,2,-14.939,20.09,-0.09,5.9979,0.0095,0.02,1.0,0.0034,0.095,-18.396
Car A,2655,177.0,8,100.564,3,-26.341,9.681,-0.341,5.9999,0.0458,-0.0186,1.0,0.1142,0.008,18.396
Car B,2655,177.0,8,82.169,2,-15.339,20.088,-0.088,5.9988,0.0138,0.0205,1.0,0.0251,0.084,-18.396
Car A,2656,177.0667,8,100.964,3,-26.359,9.281,-0.359,5.998,-0.0282,0.8511,1.0,-0.0953,2.85,18.395
Car B,2656,177.0667,8,82.568,2,-15.738,20.085,-0.085,5.9875,-0.1687,0.1609,1.0,0.0102,0.612,-18.395
Car A,2657,177.1333,8,101.363,3,-26.373,8.882,-0.373,5.9965,-0.0221,-0.0761,1.0,0.2713,-2.373,18.395
Car B,2657,177.1333,8,82.968,2,-16.138,20.081,-0.081,6.0052,0.2654,0.1134,0.9133,0.0757,0.253,-18.395
Car A,2658,177.2,8,101.762,3,-26.391,8.483,-0.391,5.9937,-0.0417,0.565,1.0,0.1825,6.769,18.399
Car B,2658,177.2,8,83.363,2,-16.533,20.074,-0.074,5.8809,-1.8645,0.6535,0.9556,0.02,1.891,-18.399
Car A,2659,177.2667,8,102.162,3,-26.396,8.083,-0.396,5.9885,-0.0787,1.4678,1.0,1.0,4.566,18.41
Car B,2659,177.2667,8,83.752,2,-16.922,20.065,-0.065,5.7748,-1.5927,0.1804,1.0,0.6258,0.502,-18.41
Car A,2660,177.3333,8,102.56,3,-26.387,7.685,-0.387,5.9809,-0.113,1.8713,1.0,0.5,24.969,18.424
Car B,2660,177.3333,8,84.137,2,-17.307,20.052,-0.052,5.7726,-0.032,1.0432,0.9983,0.0464,15.621,-18.424
Car A,2661,177.4,8,102.958,3,-26.363,7.287,-0.363,5.964,-0.2543,2.7127,1.0,-0.3267,12.517,18.436
Car B,2661,177.4,8,84.522,2,-17.692,20.034,-0.034,5.8191,0.6965,0.3872,0.9145,-0.1459,1.183,-18.436
Car A,2662,177.4667,8,103.355,3,-26.331,6.89,-0.331,5.9778,0.207,1.6735,1.0,0.9074,-8.137,18.446
Car B,2662,177.4667,8,84.909,2,-18.079,20.022,-0.022,5.8071,-0.1797,-0.483,1.0,0.9645,-3.639,-18.446
Car A,2663,177.5333,8,103.751,3,-26.298,6.494,-0.298,5.9604,-0.2616,1.5881,1.0,0.378,22.638,18.456
Car B,2663,177.5333,8,85.295,2,-18.465,20.011,-0.011,5.7988,-0.1247,0.1793,1.0,0.9331,24.07,-18.456
Car A,2664,177.6,8,104.146,3,-26.254,6.099,-0.254,5.9569,-0.0521,2.3394,1.0,1.0,9.47,18.465
Car B,2664,177.6,8,85.681,2,-18.851,19.991,0.009,5.7897,-0.1364,1.2985,1.0,1.0,23.328,-18.465
Car A,2665,177.6667,8,104.523,3,-26.192,5.706,-0.214,5.9438,-0.1967,2.914,1.0,1.0,24.975,18.457
Car B,2665,177.6667,8,86.066,2,-19.235,19.955,0.045,5.7789,-0.1623,2.0744,1.0,1.0,24.997,-18.457
Car A,2666,177.7333,8,104.917,3,-26.113,5.318,-0.166,5.9314,-0.1853,3.3424,1.0,1.0,25.0,18.469
Car B,2666,177.7333,8,86.447,2,-19.617,19.903,0.097,5.768,-0.1629,2.6772,0.702,-0.2751,25.0,-18.469
Car A,2667,177.8,8,105.29,3,-26.016,4.933,-0.117,5.9206,-0.162,3.6843,1.0,1.0,25.0,18.451
Car B,2667,177.8,8,86.839,2,-19.996,19.844,0.156,5.7545,-0.2017,1.6237,1.0,1.0,-6.83,-18.451
Car A,2668,177.8667,8,105.685,3,-25.9,4.555,-0.093,5.9113,-0.1396,3.9375,1.0,1.0,25.0,18.465
Car B,2668,177.8667,8,87.22,2,-20.374,19.783,0.187,5.7406,-0.2085,1.6377,1.0,0.9385,24.952,-18.465
Car A,2669,177.9333,8,106.078,3,-25.766,4.183,-0.05,5.9031,-0.1227,4.136,1.0,1.0,25.0,18.477
Car B,2669,177.9333,8,87.601,2,-20.75,19.71,0.23,5.7314,-0.1387,2.3947,1.0,0.9153,23.465,-18.477
Car A,2670,178.0,8,106.466,3,-25.614,3.818,-0.04,5.896,-0.1073,4.2884,1.0,1.0,24.999,18.445
Car B,2670,178.0,8,88.022,2,-21.122,19.62,0.255,5.7223,-0.1371,2.92,1.0,1.0,22.884,-18.445
Car A,2671,178.0667,8,106.86,3,-25.443,3.463,-0.018,5.8897,-0.0945,4.4079,1.0,1.0,24.999,18.457
Car B,2671,178.0667,8,88.403,2,-21.489,19.513,0.273,5.7132,-0.1356,3.3457,1.0,1.0,24.996,-18.457
Car A,2672,178.1333,8,107.254,3,-25.253,3.117,-0.004,5.884,-0.0848,4.5039,1.0,1.0,24.999,18.423
Car B,2672,178.1333,8,88.831,2,-21.85,19.388,0.296,5.7056,-0.1144,3.6652,1.0,1.0,25.0,-18.423
Car A,2673,178.2,8,107.648,3,-25.046,2.781,-0.003,5.879,-0.0754,4.5769,1.0,1.0,24.999,18.435
Car B,2673,178.2,8,89.213,3,-22.204,19.245,0.292,5.699,-0.0982,3.9257,1.0,1.0,25.0,-18.435
Car A,2674,178.2667,8,108.044,3,-24.821,2.458,0.015,5.8744,-0.0687,4.6361,1.0,1.0,24.999,18.45
Car B,2674,178.2667,8,89.594,3,-22.55,19.085,0.308,5.6937,-0.0808,4.1226,1.0,1.0,25.0,-18.45
Car A,2675,178.3333,8,108.438,3,-24.58,2.147,-0.003,5.8702,-0.0627,4.6834,1.0,1.0,24.999,18.414
Car B,2675,178.3333,8,90.024,3,-22.887,18.906,0.289,5.6894,-0.0645,4.274,1.0,1.0,24.999,-18.414
Car A,2676,178.4,8,108.831,3,-24.322,1.85,-0.0,5.8664,-0.0571,4.7182,1.0,1.0,24.999,18.426
Car B,2676,178.4,8,90.405,3,-23.214,18.71,0.286,5.6859,-0.0516,4.3976,1.0,1.0,24.999,-18.426
Car A,2677,178.4667,8,109.224,3,-24.048,1.568,-0.018,5.8629,-0.0536,4.7471,1.0,1.0,24.999,18.393
Car B,2677,178.4667,8,90.831,3,-23.53,18.497,0.27,5.6831,-0.0416,4.4917,1.0,1.0,24.999,-18.393
Car A,2678,178.5333,8,109.617,3,-23.76,1.301,-0.034,5.8595,-0.0505,4.7715,1.0,1.0,24.999,18.405
Car B,2678,178.5333,8,91.211,3,-23.834,18.266,0.248,5.681,-0.0324,4.5702,1.0,1.0,24.999,-18.405
Car A,2679,178.6,8,110.004,3,-23.457,1.05,-0.046,5.8563,-0.0475,4.7894,1.0,1.0,24.999,18.373
Car B,2679,178.6,8,91.63,3,-24.124,18.02,0.235,5.6793,-0.0253,4.6301,1.0,1.0,24.999,-18.373
Car A,2680,178.6667,8,110.395,3,-23.142,0.816,-0.08,5.8533,-0.0447,4.8031,1.0,1.0,24.999,18.386
Car B,2680,178.6667,8,92.009,3,-24.4,17.757,0.196,5.6781,-0.0187,4.6785,1.0,1.0,24.999,-18.386
Car A,2681,178.7333,8,110.787,3,-22.814,0.601,-0.093,5.8505,-0.043,4.815,1.0,1.0,24.999,18.397
Car B,2681,178.7333,8,92.39,3,-24.661,17.48,0.177,5.6771,-0.015,4.7164,1.0,1.0,24.999,-18.397
Car A,2682,178.8,8,111.162,3,-22.475,0.403,-0.136,5.8477,-0.0419,4.8234,1.0,1.0,24.999,18.367
Car B,2682,178.8,8,92.795,3,-24.906,17.188,0.133,5.6763,-0.0111,4.7481,1.0,1.0,24.999,-18.367
Car A,2683,178.8667,8,111.553,3,-22.125,0.225,-0.167,5.845,-0.0398,4.8307,1.0,1.0,24.999,18.378
Car B,2683,178.8667,8,93.175,3,-25.135,16.883,0.097,5.6758,-0.0079,4.7712,1.0,1.0,24.999,-18.378
Car A,2684,178.9333,8,111.915,3,-21.767,0.066,-0.201,5.8424,-0.0393,4.836,1.0,1.0,24.999,18.348
Car B,2684,178.9333,8,93.567,3,-25.345,16.566,0.061,5.6755,-0.0046,4.7915,1.0,1.0,24.999,-18.348
Car A,2685,179.0,8,112.304,3,-21.401,-0.072,-0.25,5.8399,-0.0377,4.8406,1.0,1.0,24.999,18.36
Car B,2685,179.0,8,93.944,3,-25.538,16.237,0.009,5.6753,-0.0026,4.807,1.0,1.0,24.999,-18.36
Car A,2686,179.0667,8,112.694,3,-21.027,-0.19,-0.277,5.8375,-0.0363,4.8441,1.0,0.7656,24.999,18.371
Car B,2686,179.0667,8,94.324,3,-25.711,15.898,-0.021,5.6752,-0.0022,4.8197,1.0,1.0,24.999,-18.371
Car A,2687,179.1333,8,113.037,3,-20.648,-0.287,-0.337,5.839,0.0235,4.8107,1.0,1.0,19.148,18.341
Car B,2687,179.1333,8,94.696,3,-25.865,15.549,-0.083,5.6751,-0.0005,4.83,1.0,1.0,24.999,-18.341
Car A,2688,179.2,8,113.426,3,-20.264,-0.363,-0.383,5.8362,-0.0419,4.8607,1.0,0.5529,24.991,18.352
Car B,2688,179.2,8,95.074,3,-25.999,15.192,-0.13,5.6752,0.0006,4.837,1.0,1.0,24.999,-18.352
Car A,2689,179.2667,8,113.786,3,-19.875,-0.422,-0.422,5.8896,0.8008,4.3572,1.0,0.5101,13.839,18.358
Car B,2689,179.2667,8,95.428,3,-26.112,14.829,-0.177,5.6753,0.0013,4.8438,1.0,1.0,24.999,-18.358
Car A,2690,179.3333,8,114.179,3,-19.482,-0.464,-0.464,5.9063,0.2499,4.337,1.0,0.1998,12.753,18.375
Car B,2690,179.3333,8,95.804,3,-26.205,14.459,-0.24,5.6754,0.0018,4.8489,1.0,1.0,24.999,-18.375
Car A,2691,179.4,8,114.574,3,-19.087,-0.495,-0.495,5.9474,0.6159,2.5968,1.0,-0.1126,5.007,18.392
Car B,2691,179.4,8,96.182,3,-26.276,14.085,-0.282,5.6755,0.0019,4.8521,1.0,1.0,24.999,-18.392
Car A,2692,179.4667,8,114.969,3,-18.691,-0.534,-0.534,5.9659,0.2781,0.8364,1.0,0.1032,-2.802,18.431
Car B,2692,179.4667,8,96.538,3,-26.326,13.707,-0.326,5.6757,0.0021,4.8543,1.0,1.0,24.999,-18.431
Car A,2693,179.5333,8,115.365,3,-18.295,-0.575,-0.575,5.9857,0.2967,0.9849,1.0,0.1013,2.571,18.447
Car B,2693,179.5333,8,96.918,3,-26.354,13.327,-0.354,5.6758,0.0028,4.8577,1.0,1.0,24.999,-18.447
Car A,2694,179.6,8,115.762,3,-17.898,-0.611,-0.611,5.9866,0.0134,0.9617,1.0,0.0987,2.532,18.463
Car B,2694,179.6,8,97.299,3,-26.361,12.946,-0.361,5.676,0.0029,4.8592,1.0,1.0,24.999,-18.463
Car A,2695,179.6667,8,116.161,3,-17.5,-0.644,-0.644,6.0124,0.3881,0.9434,1.0,0.0989,2.468,18.481
Car B,2695,179.6667,8,97.68,3,-26.346,12.565,-0.346,5.6762,0.0027,4.8606,1.0,1.0,24.999,-18.481
Car A,2696,179.7333,8,116.56,3,-17.101,-0.671,-0.671,6.0142,0.0268,0.9478,1.0,0.0965,2.473,18.501
Car B,2696,179.7333,8,98.059,3,-26.309,12.186,-0.309,5.6764,0.003,4.8622,1.0,-0.0444,24.999,-18.501
Car A,2697,179.8,8,116.959,3,-16.702,-0.695,-0.695,6.0078,-0.0961,0.9207,1.0,0.093,2.412,18.521
Car B,2697,179.8,8,98.438,3,-26.259,11.808,-0.259,5.7181,0.6246,3.3613,1.0,-0.2008,-1.07,-18.521
Car A,2698,179.8667,8,117.36,3,-16.301,-0.715,-0.715,6.0462,0.575,0.9117,1.0,0.096,2.323,18.542
Car B,2698,179.8667,8,98.818,3,-26.215,11.427,-0.215,5.7509,0.4922,1.2079,1.0,-0.224,-5.013,-18.542
Car A,2699,179.9333,8,117.763,3,-15.897,-0.731,-0.731,6.0664,0.3038,0.9652,1.0,0.0957,2.392,18.563
Car B,2699,179.9333,8,99.201,3,-26.182,11.045,-0.182,5.7604,0.1426,-0.1354,1.0,-0.2203,-5.598,-18.563
Car A,2700,180.0,8,118.167,3,-15.493,-0.743,-0.743,6.0684,0.0295,0.9629,1.0,0.0937,2.382,18.583
Car B,2700,180.0,8,99.584,3,-26.161,10.661,-0.161,5.7631,0.0415,-1.1146,1.0,-0.1399,-5.508,-18.583
Car A,2701,180.0667,8,118.572,3,-15.089,-0.75,-0.75,6.0665,-0.0288,0.934,1.0,0.0907,2.33,18.6
Car B,2701,180.0667,8,99.971,3,-26.15,10.274,-0.15,5.8329,1.047,-1.3682,1.0,-0.0499,-3.498,-18.6
Car A,2702,180.1333,8,118.975,3,-14.685,-0.754,-0.754,6.0447,-0.3259,0.8908,1.0,0.0749,2.268,18.612
Car B,2702,180.1333,8,100.363,3,-26.139,9.882,-0.139,5.9168,1.2581,-0.4721,0.9798,-0.135,-1.253,-18.612
Car A,2703,180.2,8,119.376,3,-14.285,-0.755,-0.755,5.9864,-0.875,0.7512,1.0,0.0164,1.871,18.619
Car B,2703,180.2,8,100.757,3,-26.131,9.488,-0.131,5.9092,-0.1137,-1.1926,0.9409,0.0201,-3.371,-18.619
Car A,2704,180.2667,8,119.775,3,-13.885,-0.757,-0.757,6.0149,0.4283,0.2331,1.0,0.0885,0.411,18.626
Car B,2704,180.2667,8,101.149,3,-26.125,9.096,-0.125,5.8783,-0.4636,-0.0554,1.0,0.9386,0.496,-18.626
Car A,2705,180.3333,8,120.176,3,-13.484,-0.757,-0.757,6.0162,0.0194,0.8389,1.0,0.0266,2.21,18.636
Car B,2705,180.3333,8,101.541,3,-26.109,8.705,-0.109,5.8748,-0.0537,0.6734,1.0,0.857,23.431,-18.636
Car A,2706,180.4,8,120.577,3,-13.084,-0.754,-0.754,5.9853,-0.4647,0.2454,1.0,0.0703,0.66,18.646
Car B,2706,180.4,8,101.931,3,-26.08,8.314,-0.08,5.8615,-0.1988,1.7893,1.0,0.0365,21.428,-18.646
Car A,2707,180.4667,8,120.976,3,-12.684,-0.749,-0.749,5.9993,0.2106,0.6797,1.0,-0.0069,1.757,18.656
Car B,2707,180.4667,8,102.32,3,-26.044,7.925,-0.044,5.8723,0.1617,0.9797,0.9794,0.2179,0.943,-18.656
Car A,2708,180.5333,8,121.376,3,-12.285,-0.745,-0.745,5.9993,0.0001,-0.0711,1.0,0.0838,-0.16,18.666
Car B,2708,180.5333,8,102.71,3,-26.009,7.536,-0.009,5.86,-0.1848,1.208,0.7719,-0.3554,5.44,-18.666
Car A,2709,180.6,8,121.776,3,-11.885,-0.738,-0.738,6.0022,0.043,0.773,1.0,-0.0784,2.089,18.679
Car B,2709,180.6,8,103.097,3,-25.97,7.149,0.03,5.8243,-0.5351,0.1948,1.0,1.0,-8.864,-18.679
Car A,2710,180.6667,8,122.176,3,-11.485,-0.73,-0.73,6.002,-0.0025,-0.2483,1.0,0.0855,-1.954,18.694
Car B,2710,180.6667,8,103.482,3,-25.932,6.763,0.068,5.8137,-0.158,0.7601,1.0,1.0,24.949,-18.694
Car A,2711,180.7333,8,122.576,3,-11.085,-0.725,-0.725,6.0006,-0.0209,0.4498,1.0,0.0053,2.131,18.709
Car B,2711,180.7333,8,103.867,3,-25.884,6.378,0.116,5.8038,-0.1495,1.7349,1.0,-0.0603,24.999,-18.709
Car A,2712,180.8,8,122.976,3,-10.685,-0.716,-0.716,6.0134,0.1922,0.1994,1.0,0.0583,0.139,18.713
Car B,2712,180.8,8,104.263,3,-25.829,5.995,0.17,5.8118,0.121,0.8254,1.0,1.0,-1.467,-18.713
Car A,2713,180.8667,8,123.376,3,-10.284,-0.705,-0.705,6.0153,0.0282,0.5743,1.0,-0.0772,1.454,18.727
Car B,2713,180.8667,8,104.649,3,-25.773,5.613,0.196,5.8,-0.1781,0.9711,1.0,1.0,24.96,-18.727
Car A,2714,180.9333,8,123.777,3,-9.883,-0.696,-0.696,6.0144,-0.0137,-0.444,1.0,0.0861,-1.926,18.744
Car B,2714,180.9333,8,105.034,3,-25.705,5.232,0.234,5.7849,-0.2253,2.0058,1.0,0.9212,25.0,-18.744
Car A,2715,181.0,8,124.178,3,-9.482,-0.689,-0.689,6.0104,-0.06,0.3643,1.0,-0.0013,2.146,18.72
Car B,2715,181.0,8,105.458,3,-25.621,4.856,0.249,5.7753,-0.1443,2.6059,1.0,1.0,23.034,-18.72
Car A,2716,181.0667,8,124.578,3,-9.082,-0.678,-0.678,6.0072,-0.0471,-0.0627,1.0,0.0693,-0.02,18.735
Car B,2716,181.0667,8,105.843,3,-25.521,4.484,0.259,5.765,-0.1547,3.0972,1.0,1.0,24.997,-18.735
Car A,2717,181.1333,8,124.979,3,-8.682,-0.665,-0.665,6.0167,0.1413,0.6859,1.0,-0.1484,1.731,18.707
Car B,2717,181.1333,8,106.271,3,-25.403,4.117,0.269,5.7559,-0.1365,3.4741,1.0,1.0,25.0,-18.707
Car A,2718,181.2,8,125.379,3,-8.281,-0.652,-0.652,6.0167,0.0009,-0.3488,1.0,0.086,-3.701,18.724
Car B,2718,181.2,8,106.656,3,-25.268,3.756,0.256,5.748,-0.1184,3.777,1.0,1.0,25.0,-18.724
Car A,2719,181.2667,8,125.78,3,-7.88,-0.642,-0.642,6.0157,-0.0157,0.3916,1.0,-0.0606,2.14,18.74
Car B,2719,181.2667,8,107.04,3,-25.115,3.404,0.262,5.7414,-0.0996,4.0114,1.0,1.0,25.0,-18.74
Car A,2720,181.3333,8,126.181,3,-7.479,-0.629,-0.629,6.0121,-0.0531,-0.364,1.0,0.0864,-1.508,18.716
Car B,2720,181.3333,8,107.465,3,-24.944,3.059,0.229,5.7359,-0.0823,4.1869,1.0,1.0,24.999,-18.716
Car A,2721,181.4,8,126.581,3,-7.079,-0.618,-0.618,6.009,-0.0472,0.4282,1.0,-0.0925,2.154,18.733
Car B,2721,181.4,8,107.849,3,-24.755,2.724,0.215,5.7313,-0.0688,4.3294,1.0,1.0,24.999,-18.733
Car A,2722,181.4667,8,126.982,3,-6.679,-0.605,-0.605,6.0056,-0.0507,-0.3579,1.0,0.0848,-2.306,18.717
Car B,2722,181.4667,8,108.265,3,-24.549,2.4,0.185,5.7275,-0.0565,4.4399,1.0,1.0,24.999,-18.717
Car A,2723,181.5333,8,127.382,3,-6.279,-0.594,-0.594,6.0033,-0.0342,0.3885,1.0,-0.0905,2.112,18.735
Car B,2723,181.5333,8,108.647,3,-24.326,2.088,0.152,5.7244,-0.047,4.5273,1.0,1.0,24.999,-18.735
Car A,2724,181.6,8,127.782,3,-5.879,-0.581,-0.581,6.0012,-0.032,-0.381,1.0,0.0841,-2.255,18.73
Car B,2724,181.6,8,109.052,3,-24.086,1.789,0.125,5.7218,-0.0385,4.5941,1.0,1.0,24.999,-18.73
Car A,2725,181.6667,8,128.181,3,-5.479,-0.571,-0.571,5.9987,-0.0376,0.3792,1.0,-0.1002,2.096,18.749
Car B,2725,181.6667,8,109.432,3,-23.83,1.503,0.074,5.7197,-0.0325,4.652,1.0,1.0,24.999,-18.749
Car A,2726,181.7333,8,128.581,3,-5.079,-0.557,-0.557,5.997,-0.0254,-0.3866,1.0,0.0815,-2.498,18.766
Car B,2726,181.7333,8,109.814,3,-23.559,1.231,0.044,5.7179,-0.0261,4.6948,1.0,1.0,24.999,-18.766
Car A,2727,181.8,8,128.98,3,-4.68,-0.547,-0.547,5.9953,-0.0251,0.3669,1.0,-0.1103,2.03,18.781
Car B,2727,181.8,8,110.2,3,-23.273,0.976,-0.012,5.7165,-0.0222,4.7299,1.0,1.0,24.999,-18.781
Car A,2728,181.8667,8,129.38,3,-4.281,-0.534,-0.534,5.9935,-0.0276,-0.3934,1.0,0.0798,-2.75,18.799
Car B,2728,181.8667,8,110.58,3,-22.973,0.736,-0.06,5.7152,-0.0186,4.7579,1.0,1.0,24.999,-18.799
Car A,2729,181.9333,8,129.779,3,-3.881,-0.525,-0.525,5.9923,-0.0181,0.3619,1.0,-0.1259,1.986,18.831
Car B,2729,181.9333,8,110.948,3,-22.66,0.514,-0.105,5.7142,-0.0151,4.7793,1.0,1.0,24.999,-18.831
Car A,2730,182.0,8,130.178,3,-3.482,-0.512,-0.512,5.9905,-0.0273,-0.4015,1.0,0.0765,-3.138,18.852
Car B,2730,182.0,8,111.326,3,-22.336,0.31,-0.169,5.7133,-0.0133,4.7976,1.0,1.0,24.999,-18.852
