car,step,t_s,lap,lap_dist_m,sector,x_m,y_m,lateral_m,speed_mps,accel_long_mps2,accel_lat_mps2,throttle_cmd,steer_cmd,steer_deg,gap_m
Car A,845,56.3333,3,38.639,1,25.697,15.174,0.168,5.3919,-0.0867,2.7088,1.0,1.0,25.0,-12.563
Car B,845,56.3333,3,51.201,2,15.629,19.951,0.049,5.8846,-0.0947,-2.02,1.0,-0.4301,-11.0,12.563
Car A,846,56.4,3,38.999,1,25.61,15.524,0.17,5.3865,-0.0799,3.1484,1.0,1.0,25.0,-12.595
Car B,846,56.4,3,51.594,2,15.236,19.943,0.057,5.879,-0.083,-2.6209,1.0,-0.2991,-10.753,12.595
Car A,847,56.4667,3,39.388,1,25.507,15.869,0.179,5.3822,-0.065,3.5073,1.0,1.0,25.0,-12.6
Car B,847,56.4667,3,51.988,2,14.842,19.948,0.052,5.9347,0.8358,-2.665,1.0,-0.1643,-7.482,12.6
Car A,848,56.5333,3,39.748,1,25.385,16.208,0.162,5.3793,-0.0433,3.7795,1.0,1.0,25.0,-12.638
Car B,848,56.5333,3,52.386,2,14.444,19.959,0.041,5.997,0.9341,-1.5259,1.0,-0.0668,-4.115,12.638
Car A,849,56.6,3,40.109,1,25.245,16.541,0.164,5.3775,-0.0269,4.002,1.0,1.0,25.0,-12.676
Car B,849,56.6,3,52.785,2,14.045,19.967,0.033,5.9891,-0.1182,-0.6509,1.0,-0.0355,-1.675,12.676
Car A,850,56.6667,3,40.495,1,25.087,16.865,0.147,5.377,-0.0079,4.1747,1.0,1.0,24.999,-12.69
Car B,850,56.6667,3,53.185,2,13.645,19.972,0.028,5.9911,0.03,-0.3629,1.0,-0.0067,-0.887,12.69
Car A,851,56.7333,3,40.856,1,24.911,17.18,0.132,5.3774,0.0056,4.314,1.0,1.0,24.999,-12.729
Car B,851,56.7333,3,53.585,2,13.245,19.975,0.025,6.0109,0.2967,-0.1778,1.0,0.0051,-0.174,12.729
Car A,852,56.8,3,41.238,1,24.718,17.485,0.131,5.3787,0.0194,4.4252,1.0,1.0,24.999,-12.747
Car B,852,56.8,3,53.985,2,12.845,19.978,0.022,5.9987,-0.1826,-0.047,1.0,-0.0014,0.119,12.747
Car A,853,56.8667,3,41.598,1,24.507,17.779,0.1,5.3806,0.0298,4.5125,1.0,1.0,24.999,-12.787
Car B,853,56.8667,3,54.385,2,12.445,19.98,0.02,6.0081,0.1399,0.0368,1.0,-0.0075,-0.031,12.787
Car A,854,56.9333,3,41.959,1,24.279,18.06,0.091,5.3832,0.0383,4.5859,1.0,1.0,24.999,-12.826
Car B,854,56.9333,3,54.785,2,12.045,19.983,0.017,6.0032,-0.0728,-0.023,1.0,0.012,-0.182,12.826
Car A,855,57.0,3,42.335,1,24.036,18.327,0.07,5.3862,0.0449,4.6428,1.0,1.0,24.999,-12.851
Car B,855,57.0,3,55.185,2,11.645,19.985,0.015,6.0015,-0.0262,-0.072,1.0,0.0168,0.286,12.851
Car A,856,57.0667,3,42.696,1,23.777,18.58,0.046,5.3896,0.0513,4.6895,1.0,1.0,24.999,-12.889
Car B,856,57.0667,3,55.585,2,11.245,19.986,0.014,5.997,-0.0671,-0.0389,1.0,0.0014,0.405,12.889
Car A,857,57.1333,3,43.058,1,23.503,18.817,0.043,5.3933,0.0552,4.7266,1.0,1.0,24.999,-12.926
Car B,857,57.1333,3,55.985,2,10.845,19.987,0.013,5.9946,-0.0366,0.0607,1.0,-0.0186,0.043,12.926
Car A,858,57.2,3,43.426,1,23.215,19.038,0.005,5.3972,0.0587,4.7575,1.0,1.0,24.999,-12.959
Car B,858,57.2,3,56.385,2,10.445,19.989,0.011,5.9957,0.0178,-0.1669,1.0,0.0276,-0.451,12.959
Car A,859,57.2667,3,43.788,1,22.915,19.242,-0.011,5.4013,0.0612,4.7829,1.0,1.0,24.999,-12.997
Car B,859,57.2667,3,56.785,2,10.045,19.99,0.01,6.0173,0.3234,0.3036,1.0,-0.0416,0.679,12.997
Car A,860,57.3333,3,44.149,1,22.603,19.428,-0.03,5.4055,0.0635,4.8019,1.0,1.0,24.999,-13.037
Car B,860,57.3333,3,57.186,2,9.644,19.992,0.008,6.0111,-0.0926,-0.3998,1.0,0.0489,-1.038,13.037
Car A,861,57.4,3,44.511,1,22.28,19.595,-0.061,5.4098,0.0637,4.8165,1.0,1.0,24.999,-13.076
Car B,861,57.4,3,57.587,2,9.243,19.994,0.006,6.0071,-0.0606,0.462,1.0,-0.0517,1.217,13.076
Car A,862,57.4667,3,44.875,2,21.948,19.743,-0.07,5.414,0.0639,4.8308,1.0,1.0,24.999,-13.112
Car B,862,57.4667,3,57.987,2,8.843,19.995,0.005,6.0036,-0.0517,-0.4499,1.0,0.0511,-1.289,13.112
Car A,863,57.5333,3,45.226,2,21.607,19.871,-0.103,5.4183,0.0648,4.8403,1.0,1.0,24.999,-13.161
Car B,863,57.5333,3,58.387,2,8.443,19.997,0.003,6.0018,-0.0282,0.4332,1.0,-0.0387,1.273,13.161
Car A,864,57.6,3,45.59,2,21.259,19.979,-0.126,5.4227,0.0649,4.8481,1.0,1.0,24.999,-13.198
Car B,864,57.6,3,58.787,2,8.043,19.998,0.002,5.9975,-0.0645,-0.3657,1.0,0.0465,-0.964,13.198
Car A,865,57.6667,3,45.934,2,20.904,20.066,-0.136,5.4269,0.0642,4.8541,1.0,1.0,24.999,-13.254
Car B,865,57.6667,3,59.187,2,7.643,19.999,0.001,5.9956,-0.0273,0.4458,1.0,-0.0539,1.158,13.254
Car A,866,57.7333,3,46.297,2,20.545,20.131,-0.174,5.4312,0.0643,4.8603,1.0,1.0,24.999,-13.29
Car B,866,57.7333,3,59.587,2,7.243,20.0,-0.0,5.9946,-0.0157,-0.4485,1.0,0.0504,-1.342,13.29
Car A,867,57.8,3,46.662,2,20.183,20.175,-0.189,5.4354,0.0633,4.8652,1.0,1.0,24.999,-13.325
Car B,867,57.8,3,59.987,2,6.843,20.002,-0.002,5.994,-0.0086,0.4172,1.0,-0.0378,1.256,13.325
Car A,868,57.8667,3,47.012,2,19.818,20.198,-0.198,5.4396,0.0624,4.8666,1.0,1.0,24.999,-13.374
Car B,868,57.8667,3,60.386,2,6.444,20.003,-0.003,5.9955,0.0228,-0.3542,1.0,0.0482,-0.942,13.374
Car A,869,57.9333,3,47.378,2,19.452,20.199,-0.199,5.4437,0.0613,4.8691,1.0,1.0,24.999,-13.408
Car B,869,57.9333,3,60.786,2,6.044,20.004,-0.004,5.9988,0.0489,0.4552,1.0,-0.0516,1.202,13.408
Car A,870,58.0,3,47.743,2,19.087,20.178,-0.178,5.4478,0.0618,4.8708,1.0,0.6353,24.999,-13.443
Car B,870,58.0,3,61.186,2,5.644,20.005,-0.005,5.9968,-0.0306,-0.4474,1.0,0.0526,-1.286,13.443
Car A,871,58.0667,3,48.11,2,18.72,20.138,-0.138,5.5116,0.9566,4.4666,1.0,0.1297,15.895,-13.476
Car B,871,58.0667,3,61.586,2,5.244,20.006,-0.006,5.9961,-0.01,0.4259,1.0,-0.0519,1.311,13.476
Car A,872,58.1333,3,48.477,2,18.353,20.089,-0.089,5.5631,0.7731,2.8388,1.0,-0.2624,3.261,-13.508
Car B,872,58.1333,3,61.985,2,4.845,20.007,-0.007,5.9943,-0.0265,-0.4372,1.0,0.0533,-1.292,13.508
Car A,873,58.2,3,48.847,2,17.983,20.046,-0.046,5.592,0.4337,1.0772,1.0,-0.2743,-6.546,-13.537
Car B,873,58.2,3,62.385,2,4.445,20.008,-0.008,5.9928,-0.0229,0.4361,1.0,-0.0566,1.328,13.537
Car A,874,58.2667,3,49.219,2,17.611,20.014,-0.014,5.6028,0.1618,-0.207,1.0,-0.2741,-6.858,-13.565
Car B,874,58.2667,3,62.784,2,4.046,20.009,-0.009,5.9922,-0.0086,-0.4346,1.0,0.0558,-1.411,13.565
Car A,875,58.3333,3,49.593,2,17.237,19.994,0.006,5.6085,0.0856,-1.1583,1.0,-0.2691,-6.853,-13.591
Car B,875,58.3333,3,63.184,2,3.646,20.011,-0.011,5.9912,-0.0149,0.4146,1.0,-0.0434,1.39,13.591
Car A,876,58.4,3,49.967,2,16.863,19.988,0.012,5.6224,0.2083,-1.8565,1.0,-0.2063,-6.728,-13.616
Car B,876,58.4,3,63.583,2,3.247,20.011,-0.011,5.9897,-0.0223,-0.3991,1.0,0.0564,-1.081,13.616
Car A,877,58.4667,3,50.346,2,16.485,19.992,0.008,5.7004,1.1693,-1.8295,1.0,-0.0618,-5.158,-13.637
Car B,877,58.4667,3,63.983,2,2.848,20.012,-0.012,5.9911,0.0198,0.4885,1.0,-0.073,1.405,13.637
Car A,878,58.5333,3,50.728,2,16.102,19.996,0.004,5.7698,1.0415,-0.6049,1.0,-0.0753,-1.55,-13.653
Car B,878,58.5333,3,64.382,2,2.448,20.011,-0.011,5.9905,-0.0088,-0.4125,1.0,0.0547,-1.821,13.653
Car A,879,58.6,3,51.118,2,15.712,19.999,0.001,5.8913,1.8228,-0.7374,1.0,-0.0237,-1.873,-13.663
Car B,879,58.6,3,64.781,2,2.049,20.014,-0.014,5.9895,-0.0147,0.3583,1.0,-0.036,1.361,13.663
Car A,880,58.6667,3,51.513,2,15.317,20.001,-0.001,5.959,1.0152,-0.2359,1.0,-0.0284,-0.594,-13.668
Car B,880,58.6667,3,65.18,2,1.65,20.014,-0.014,5.987,-0.0377,-0.344,1.0,0.0599,-0.896,13.668
Car A,881,58.7333,3,51.911,2,14.919,20.003,-0.003,5.9851,0.392,-0.0609,1.0,-0.0241,-0.693,-13.669
Car B,881,58.7333,3,65.58,2,1.25,20.014,-0.014,5.9886,0.0242,0.5321,1.0,-0.0942,1.494,13.669
Car A,882,58.8,3,52.31,2,14.52,20.006,-0.006,5.9852,0.0001,-0.1418,1.0,-0.0105,-0.592,-13.669
Car B,882,58.8,3,65.979,2,0.851,20.013,-0.013,5.988,-0.0084,-0.4103,1.0,0.0562,-2.349,13.669
Car A,883,58.8667,3,52.709,2,14.121,20.009,-0.009,5.9869,0.0256,-0.1347,1.0,-0.0033,-0.265,-13.669
Car B,883,58.8667,3,66.378,2,0.452,20.015,-0.015,5.988,-0.0008,0.3483,1.0,-0.0382,1.398,13.669
Car A,884,58.9333,3,53.109,2,13.721,20.011,-0.011,5.9992,0.1847,-0.0489,1.0,-0.0011,-0.081,-13.668
Car B,884,58.9333,3,66.777,2,0.053,20.015,-0.015,5.9863,-0.0246,-0.3579,1.0,0.0605,-0.952,13.668
Car A,885,59.0,3,53.509,2,13.321,20.014,-0.014,6.0041,0.0737,-0.0257,1.0,0.0023,-0.028,-13.667
Car B,885,59.0,3,67.176,2,-0.346,20.015,-0.015,5.9861,-0.0031,0.523,1.0,-0.0953,1.508,13.667
Car A,886,59.0667,3,53.909,2,12.921,20.017,-0.017,6.0029,-0.0182,0.0205,1.0,0.0027,0.053,-13.666
Car B,886,59.0667,3,67.575,2,-0.745,20.013,-0.013,5.9864,0.0044,-0.4044,1.0,0.0547,-2.375,13.666
Car A,887,59.1333,3,54.309,2,12.521,20.019,-0.019,6.0008,-0.0316,0.0358,1.0,0.0042,0.065,-13.665
Car B,887,59.1333,3,67.974,2,-1.144,20.015,-0.015,5.9864,-0.0004,0.3543,1.0,-0.0444,1.361,13.665
Car A,888,59.2,3,54.709,2,12.121,20.021,-0.021,6.0014,0.0098,0.0077,1.0,0.0081,0.102,-13.664
Car B,888,59.2,3,68.373,2,-1.543,20.015,-0.015,5.9869,0.0069,-0.4179,1.0,0.0646,-1.106,13.664
Car A,889,59.2667,3,55.11,2,11.721,20.024,-0.024,6.0035,0.0315,0.0106,1.0,0.0108,0.195,-13.663
Car B,889,59.2667,3,68.773,2,-1.943,20.016,-0.016,5.9879,0.0152,0.4952,1.0,-0.0813,1.611,13.663
Car A,890,59.3333,3,55.51,2,11.32,20.026,-0.026,6.0012,-0.0352,0.0354,1.0,0.0118,0.26,-13.662
Car B,890,59.3333,3,69.172,2,-2.342,20.014,-0.014,5.9868,-0.0166,-0.3995,1.0,0.0569,-2.026,13.662
Car A,891,59.4,3,55.91,2,10.92,20.028,-0.028,5.9978,-0.0512,0.0677,1.0,0.0111,0.286,-13.661
Car B,891,59.4,3,69.571,2,-2.741,20.016,-0.016,5.9871,0.0046,0.3511,1.0,-0.0394,1.417,13.661
Car A,892,59.4667,3,56.309,2,10.521,20.03,-0.03,5.9958,-0.0287,0.0507,1.0,0.0112,0.272,-13.66
Car B,892,59.4667,3,69.97,2,-3.14,20.016,-0.016,5.984,-0.0457,-0.3734,1.0,0.0611,-0.98,13.66
Car A,893,59.5333,3,56.709,2,10.121,20.031,-0.031,5.9959,0.0014,0.057,1.0,0.0105,0.273,-13.66
Car B,893,59.5333,3,70.369,2,-3.539,20.016,-0.016,5.9854,0.02,0.5351,1.0,-0.0995,1.522,13.66
Car A,894,59.6,3,57.109,2,9.721,20.032,-0.032,5.9957,-0.0035,0.0663,1.0,0.009,0.256,-13.659
Car B,894,59.6,3,70.768,2,-3.938,20.014,-0.014,5.9852,-0.0029,-0.4042,1.0,0.0531,-2.482,13.659
Car A,895,59.6667,3,57.509,2,9.321,20.033,-0.033,5.9951,-0.0095,0.053,1.0,0.0079,0.221,-13.658
Car B,895,59.6667,3,71.167,2,-4.337,20.016,-0.016,5.9853,0.0025,0.3575,1.0,-0.0494,1.321,13.658
Car A,896,59.7333,3,57.908,2,8.922,20.033,-0.033,5.9956,0.0073,0.0501,1.0,0.0066,0.195,-13.657
Car B,896,59.7333,3,71.566,2,-4.736,20.015,-0.015,5.9844,-0.0134,-0.4328,1.0,0.064,-1.23,13.657
Car A,897,59.8,3,58.308,2,8.522,20.033,-0.033,5.996,0.0072,0.0504,1.0,0.0051,0.163,-13.657
Car B,897,59.8,3,71.965,2,-5.135,20.016,-0.016,5.9854,0.0137,0.4593,1.0,-0.0729,1.596,13.657
Car A,898,59.8667,3,58.708,2,8.122,20.033,-0.033,5.9971,0.0167,0.0177,1.0,0.0047,0.125,-13.656
Car B,898,59.8667,3,72.364,2,-5.534,20.015,-0.015,5.9846,-0.0119,-0.3862,1.0,0.0552,-1.818,13.656
Car A,899,59.9333,3,59.108,2,7.722,20.033,-0.033,5.999,0.0275,0.0361,1.0,0.0031,0.114,-13.655
Car B,899,59.9333,3,72.763,2,-5.933,20.016,-0.016,5.9843,-0.0039,0.3799,1.0,-0.0527,1.376,13.655
Car A,900,60.0,3,59.508,2,7.322,20.033,-0.033,6.0011,0.0318,0.0082,1.0,0.0027,0.075,-13.654
Car B,900,60.0,3,73.161,2,-6.331,20.016,-0.016,5.9833,-0.0147,-0.4235,1.0,0.063,-1.313,13.654
Car A,901,60.0667,3,59.908,2,6.922,20.033,-0.033,5.9996,-0.0221,0.0123,1.0,0.0018,0.066,-13.652
Car B,901,60.0667,3,73.56,2,-6.73,20.016,-0.016,5.9841,0.0113,0.4419,1.0,-0.0674,1.571,13.652
Car A,902,60.1333,3,60.308,2,6.522,20.032,-0.032,6.0008,0.0171,0.0168,1.0,0.0005,0.044,-13.651
Car B,902,60.1333,3,73.959,2,-7.129,20.015,-0.015,5.9828,-0.0189,-0.3908,1.0,0.0571,-1.68,13.651
Car A,903,60.2,3,60.708,2,6.122,20.032,-0.032,6.0015,0.0114,0.0019,1.0,-0.0001,0.014,-13.65
Car B,903,60.2,3,74.358,2,-7.528,20.016,-0.016,5.9818,-0.0154,0.3707,1.0,-0.0502,1.422,13.65
Car A,904,60.2667,3,61.108,2,5.722,20.032,-0.032,6.0001,-0.0209,-0.0053,1.0,-0.0006,-0.001,-13.649
Car B,904,60.2667,3,74.757,2,-7.927,20.016,-0.016,5.9826,0.0118,-0.4133,1.0,0.0618,-1.251,13.649
Car A,905,60.3333,3,61.508,2,5.322,20.031,-0.031,6.0004,0.0042,0.0081,1.0,-0.0017,-0.013,-13.647
Car B,905,60.3333,3,75.156,2,-8.325,20.016,-0.016,5.9838,0.0175,0.457,1.0,-0.0754,1.541,13.647
Car A,906,60.4,3,61.908,2,4.922,20.031,-0.031,6.0002,-0.0026,0.0112,1.0,-0.0029,-0.039,-13.646
Car B,906,60.4,3,75.554,2,-8.724,20.015,-0.015,5.9822,-0.0239,-0.4041,1.0,0.0565,-1.879,13.646
Car A,907,60.4667,3,62.308,2,4.522,20.03,-0.03,6.0007,0.0072,0.0109,1.0,-0.0037,-0.069,-13.645
Car B,907,60.4667,3,75.953,2,-9.123,20.016,-0.016,5.9816,-0.0091,0.3582,1.0,-0.047,1.408,13.645
Car A,908,60.5333,3,62.708,2,4.122,20.03,-0.03,6.0014,0.0102,0.004,1.0,-0.004,-0.089,-13.644
Car B,908,60.5333,3,76.352,2,-9.522,20.016,-0.016,5.9825,0.0134,-0.4096,1.0,0.0621,-1.17,13.644
Car A,909,60.6,3,63.109,2,3.722,20.029,-0.029,6.0023,0.0133,-0.0072,1.0,-0.0034,-0.096,-13.642
Car B,909,60.6,3,76.751,2,-9.921,20.016,-0.016,5.9832,0.011,0.4738,1.0,-0.0815,1.547,13.642
Car A,910,60.6667,3,63.509,2,3.321,20.029,-0.029,6.0026,0.0049,-0.03,1.0,-0.0019,-0.084,-13.641
Car B,910,60.6667,3,77.15,2,-10.319,20.015,-0.015,5.9825,-0.0099,-0.403,1.0,0.0552,-2.031,13.641
Car A,911,60.7333,3,63.909,2,2.921,20.029,-0.029,6.002,-0.009,-0.0131,1.0,-0.0013,-0.047,-13.639
Car B,911,60.7333,3,77.548,2,-10.718,20.016,-0.016,5.9829,0.005,0.3477,1.0,-0.0458,1.374,13.639
Car A,912,60.8,3,64.309,2,2.521,20.029,-0.029,6.0005,-0.0219,-0.0337,1.0,0.0001,-0.032,-13.638
Car B,912,60.8,3,77.947,2,-11.117,20.016,-0.016,5.9822,-0.0099,-0.4166,1.0,0.0623,-1.142,13.638
Car A,913,60.8667,3,64.709,2,2.121,20.029,-0.029,5.9991,-0.0216,0.0242,1.0,-0.0031,0.004,-13.637
Car B,913,60.8667,3,78.346,2,-11.516,20.016,-0.016,5.9831,0.013,0.4773,1.0,-0.084,1.553,13.637
Car A,914,60.9333,3,65.109,2,1.721,20.029,-0.029,6.0015,0.0352,-0.0028,1.0,-0.0034,-0.074,-13.636
Car B,914,60.9333,3,78.745,2,-11.915,20.014,-0.014,5.9826,-0.0075,-0.4078,1.0,0.0547,-2.094,13.636
Car A,915,61.0,3,65.509,2,1.321,20.028,-0.028,6.0002,-0.0196,-0.0001,1.0,-0.0035,-0.083,-13.634
Car B,915,61.0,3,79.144,2,-12.313,20.016,-0.016,5.9827,0.0027,0.355,1.0,-0.0488,1.362,13.634
Car A,916,61.0667,3,65.909,2,0.921,20.028,-0.028,5.9996,-0.0088,-0.0301,1.0,-0.0019,-0.086,-13.633
Car B,916,61.0667,3,79.542,2,-12.712,20.015,-0.015,5.9828,0.0002,-0.4323,1.0,0.0633,-1.214,13.633
Car A,917,61.1333,3,66.309,2,0.521,20.029,-0.029,6.001,0.0221,-0.0379,1.0,0.0004,-0.045,-13.632
Car B,917,61.1333,3,79.941,2,-13.111,20.016,-0.016,5.9836,0.013,0.467,1.0,-0.078,1.579,13.632
Car A,918,61.2,3,66.71,2,0.121,20.029,-0.029,6.0038,0.0416,-0.0052,1.0,0.0006,0.008,-13.631
Car B,918,61.2,3,80.34,2,-13.51,20.014,-0.014,5.9822,-0.0216,-0.3944,1.0,0.055,-1.943,13.631
Car A,919,61.2667,3,67.11,2,-0.28,20.029,-0.029,6.0008,-0.0459,-0.0075,1.0,0.001,0.015,-13.629
Car B,919,61.2667,3,80.739,2,-13.909,20.016,-0.016,5.9832,0.0148,0.3657,1.0,-0.0499,1.369,13.629
Car A,920,61.3333,3,67.51,2,-0.68,20.03,-0.03,6.0006,-0.0019,-0.0118,1.0,0.0015,0.025,-13.628
Car B,920,61.3333,3,81.138,2,-14.308,20.015,-0.015,5.9822,-0.0151,-0.4267,1.0,0.0634,-1.242,13.628
Car A,921,61.4,3,67.91,2,-1.08,20.03,-0.03,6.0006,-0.0006,-0.0057,1.0,0.0015,0.036,-13.627
Car B,921,61.4,3,81.536,2,-14.706,20.016,-0.016,5.9825,0.0053,0.4468,1.0,-0.0712,1.581,13.627
Car A,922,61.4667,3,68.31,2,-1.48,20.03,-0.03,6.0,-0.0084,-0.0009,1.0,0.0012,0.037,-13.625
Car B,922,61.4667,3,81.935,2,-15.105,20.015,-0.015,5.9822,-0.0044,-0.3821,1.0,0.0144,-1.775,13.625
Car A,923,61.5333,3,68.71,2,-1.88,20.03,-0.03,6.0,0.0001,0.0111,1.0,0.0006,0.03,-13.624
Car B,923,61.5333,3,82.334,2,-15.504,20.017,-0.017,5.9964,0.2127,0.1593,1.0,-0.0662,0.352,13.624
Car A,924,61.6,3,69.11,2,-2.28,20.03,-0.03,5.9999,-0.0015,0.0012,1.0,0.0005,0.015,-13.624
Car B,924,61.6,3,82.734,2,-15.904,20.02,-0.02,5.9875,-0.1339,-0.6402,1.0,0.0741,-1.65,13.624
Car A,925,61.6667,3,69.51,2,-2.68,20.03,-0.03,6.0004,0.0076,0.0053,1.0,0.0004,0.013,-13.623
Car B,925,61.6667,3,83.133,2,-16.303,20.024,-0.024,5.9885,0.0156,0.3579,1.0,-0.1844,1.846,13.623
Car A,926,61.7333,3,69.91,2,-3.08,20.03,-0.03,6.0005,0.0001,0.0013,1.0,0.0004,0.01,-13.622
Car B,926,61.7333,3,83.532,2,-16.702,20.025,-0.025,5.9863,-0.033,-0.4386,1.0,-0.0355,-4.599,13.622
Car A,927,61.8,3,70.31,2,-3.48,20.03,-0.03,6.0004,-0.0007,0.0026,1.0,0.0005,0.01,-13.621
Car B,927,61.8,3,83.931,2,-17.101,20.032,-0.032,5.977,-0.1402,-0.3642,1.0,-0.188,-0.889,13.621
Car A,928,61.8667,3,70.71,2,-3.88,20.03,-0.03,6.0004,0.0003,-0.0014,1.0,0.001,0.012,-13.619
Car B,928,61.8667,3,84.33,2,-17.5,20.043,-0.043,5.974,-0.0441,-1.1006,1.0,0.0142,-4.694,13.619
Car A,929,61.9333,3,71.11,2,-4.28,20.03,-0.03,6.0007,0.0048,0.0384,1.0,0.0,0.024,-13.617
Car B,929,61.9333,3,84.728,2,-17.898,20.059,-0.059,5.9772,0.0483,-0.1448,1.0,0.5305,0.347,13.617
Car A,930,62.0,3,71.511,2,-4.68,20.03,-0.03,6.0014,0.0091,-0.011,1.0,0.0017,0.001,-13.616
Car B,930,62.0,3,85.126,2,-18.296,20.065,-0.065,5.9728,-0.066,0.891,1.0,0.572,13.242,13.616
Car A,931,62.0667,3,71.911,2,-5.081,20.03,-0.03,6.0026,0.0191,-0.0004,1.0,0.0016,0.039,-13.613
Car B,931,62.0667,3,85.524,2,-18.694,20.057,-0.057,5.9653,-0.1137,1.7669,1.0,0.4293,14.298,13.613
Car A,932,62.1333,3,72.311,2,-5.481,20.03,-0.03,6.0001,-0.0382,0.0169,1.0,-0.0002,0.038,-13.61
Car B,932,62.1333,3,85.921,2,-19.091,20.033,-0.033,5.9583,-0.104,2.4195,1.0,1.0,10.738,13.61
Car A,933,62.2,3,72.711,2,-5.881,20.03,-0.03,5.9989,-0.0179,0.016,1.0,-0.0029,-0.005,-13.606
Car B,933,62.2,3,86.317,2,-19.486,19.994,0.006,5.9449,-0.2011,2.9659,1.0,1.0,24.977,13.606
Car A,934,62.2667,3,73.111,2,-6.281,20.03,-0.03,6.0018,0.0435,-0.0012,1.0,-0.0038,-0.069,-13.599
Car B,934,62.2667,3,86.709,2,-19.879,19.937,0.063,5.9333,-0.1748,3.3834,1.0,1.0,25.0,13.599
Car A,935,62.3333,3,73.511,2,-6.681,20.03,-0.03,6.0005,-0.0192,-0.0115,1.0,-0.0053,-0.092,-13.598
Car B,935,62.3333,3,87.109,2,-20.268,19.862,0.117,5.9227,-0.1587,3.714,1.0,1.0,25.0,13.598
Car A,936,62.4,3,73.911,2,-7.081,20.03,-0.03,6.0007,0.0028,-0.0288,1.0,-0.0069,-0.128,-13.588
Car B,936,62.4,3,87.499,2,-20.653,19.768,0.18,5.9134,-0.1388,3.9625,1.0,1.0,25.0,13.588
Car A,937,62.4667,3,74.311,2,-7.481,20.029,-0.029,6.0003,-0.0056,-0.038,1.0,-0.0086,-0.168,-13.615
Car B,937,62.4667,3,87.926,2,-21.032,19.655,0.242,5.9053,-0.1216,4.1576,1.0,1.0,25.0,13.615
Car A,938,62.5333,3,74.711,2,-7.881,20.029,-0.029,5.9997,-0.01,-0.0503,1.0,-0.0094,-0.209,-13.608
Car B,938,62.5333,3,88.319,2,-21.405,19.523,0.283,5.8982,-0.1067,4.3086,1.0,1.0,24.999,13.608
Car A,939,62.6,3,75.111,2,-8.281,20.03,-0.03,5.9981,-0.0226,-0.0367,1.0,-0.0108,-0.228,-13.652
Car B,939,62.6,3,88.763,2,-21.77,19.372,0.341,5.892,-0.0939,4.422,1.0,1.0,24.999,13.652
Car A,940,62.6667,3,75.511,2,-8.681,20.03,-0.03,5.9983,0.0018,-0.0336,1.0,-0.0106,-0.262,-13.646
Car B,940,62.6667,3,89.157,3,-22.126,19.202,0.362,5.8863,-0.0842,4.5148,1.0,1.0,24.999,13.646
Car A,941,62.7333,3,75.911,2,-9.081,20.031,-0.031,5.9962,-0.0304,-0.0562,1.0,-0.009,-0.258,-13.638
Car B,941,62.7333,3,89.549,3,-22.472,19.014,0.403,5.8813,-0.0754,4.5857,1.0,1.0,24.999,13.638
Car A,942,62.8,3,76.311,2,-9.481,20.032,-0.032,5.9953,-0.0136,-0.0413,1.0,-0.0066,-0.22,-13.697
Car B,942,62.8,3,90.008,3,-22.808,18.808,0.415,5.8768,-0.068,4.6413,1.0,1.0,24.999,13.697
Car A,943,62.8667,3,76.711,2,-9.88,20.034,-0.034,6.0018,0.0974,-0.0254,1.0,-0.0041,-0.162,-13.69
Car B,943,62.8667,3,90.401,3,-23.132,18.584,0.437,5.8726,-0.0627,4.6882,1.0,1.0,24.999,13.69
Car A,944,62.9333,3,77.111,2,-10.281,20.036,-0.036,6.0014,-0.0058,-0.0349,1.0,-0.0004,-0.1,-13.754
Car B,944,62.9333,3,90.865,3,-23.443,18.343,0.443,5.8688,-0.0575,4.7232,1.0,1.0,24.999,13.754
Car A,945,63.0,3,77.511,2,-10.681,20.038,-0.038,5.9968,-0.0689,-0.0403,1.0,0.0036,-0.014,-13.747
Car B,945,63.0,3,91.258,3,-23.74,18.085,0.446,5.8652,-0.0537,4.7523,1.0,1.0,24.999,13.747
Car A,946,63.0667,3,77.91,2,-11.08,20.04,-0.04,5.9979,0.0157,-0.0103,1.0,0.0055,0.083,-13.812
Car B,946,63.0667,3,91.723,3,-24.023,17.812,0.447,5.8618,-0.0511,4.7735,1.0,1.0,24.999,13.812
Car A,947,63.1333,3,78.31,2,-11.48,20.042,-0.042,6.001,0.0467,0.0079,1.0,0.0078,0.132,-13.805
Car B,947,63.1333,3,92.115,3,-24.29,17.524,0.431,5.8586,-0.0475,4.7911,1.0,1.0,24.999,13.805
Car A,948,63.2,3,78.71,2,-11.88,20.044,-0.044,6.0014,0.0062,0.0242,1.0,0.0096,0.188,-13.866
Car B,948,63.2,3,92.576,3,-24.541,17.222,0.426,5.8556,-0.0457,4.8051,1.0,1.0,24.999,13.866
Car A,949,63.2667,3,79.111,2,-12.281,20.046,-0.046,6.0031,0.0251,0.028,1.0,0.0123,0.231,-13.856
Car B,949,63.2667,3,92.967,3,-24.775,16.906,0.391,5.8528,-0.0423,4.8166,1.0,1.0,24.999,13.856
Car A,950,63.3333,3,79.511,2,-12.681,20.048,-0.048,6.0032,0.0023,0.0518,1.0,0.0131,0.296,-13.848
Car B,950,63.3333,3,93.359,3,-24.991,16.579,0.378,5.8499,-0.0433,4.8252,1.0,1.0,24.999,13.848
