car,step,t_s,lap,lap_dist_m,sector,x_m,y_m,lateral_m,speed_mps,accel_long_mps2,accel_lat_mps2,throttle_cmd,steer_cmd,steer_deg,gap_m
Car B,1413,94.2,5,10.016,1,10.017,-1.132,-1.132,6.0046,-0.0118,-0.2398,1.0,0.2329,-5.23,20.33
Car A,1414,94.2667,4,123.748,3,-9.912,-0.15,-0.15,6.0234,0.0014,-0.3743,1.0,-0.032,-3.234,-20.329
Car B,1414,94.2667,5,10.416,1,10.417,-1.143,-1.143,6.003,-0.0231,0.4661,1.0,-0.1495,5.805,20.329
Car A,1415,94.3333,4,124.149,3,-9.511,-0.137,-0.137,6.0317,0.1246,-0.3696,1.0,0.0109,-0.801,-20.328
Car B,1415,94.3333,5,10.817,1,10.817,-1.152,-1.152,6.0031,0.0016,-0.3233,1.0,0.2837,-3.722,20.328
Car A,1416,94.4,4,124.55,3,-9.11,-0.122,-0.122,6.0044,-0.4092,0.0143,1.0,-0.0737,0.257,-20.326
Car B,1416,94.4,5,11.216,1,11.216,-1.163,-1.163,5.9988,-0.0645,0.4288,1.0,-0.0826,7.076,20.326
Car A,1417,94.4667,4,124.95,3,-8.71,-0.11,-0.11,5.9982,-0.0931,-0.7033,1.0,0.109,-1.839,-20.326
Car B,1417,94.4667,5,11.616,1,11.616,-1.171,-1.171,5.9998,0.0139,-0.3508,1.0,0.3322,-2.051,20.326
Car A,1418,94.5333,4,125.35,3,-8.31,-0.098,-0.098,5.9996,0.0209,0.3251,1.0,-0.0806,2.718,-20.326
Car B,1418,94.5333,5,12.016,1,12.016,-1.182,-1.182,5.9947,-0.0764,0.4686,1.0,-0.074,8.289,20.326
Car A,1419,94.6,4,125.75,3,-7.91,-0.083,-0.083,5.9988,-0.0122,-0.4134,1.0,-0.0016,-2.007,-20.326
Car B,1419,94.6,5,12.415,1,12.415,-1.189,-1.189,5.9949,0.0025,-0.3222,1.0,0.3312,-1.835,20.326
Car A,1420,94.6667,4,126.15,3,-7.511,-0.073,-0.073,5.9992,0.005,0.0404,1.0,-0.0678,-0.051,-20.325
Car B,1420,94.6667,5,12.815,1,12.815,-1.199,-1.199,5.9903,-0.0681,0.4814,1.0,-0.0661,8.265,20.325
Car A,1421,94.7333,4,126.549,3,-7.111,-0.064,-0.064,5.9774,-0.3266,-0.6858,1.0,0.1392,-1.689,-20.325
Car B,1421,94.7333,5,13.214,1,13.214,-1.204,-1.204,5.9927,0.0359,-0.3163,1.0,0.3464,-1.636,20.325
Car A,1422,94.8,4,126.948,3,-6.712,-0.055,-0.055,5.9791,0.0256,0.3921,1.0,-0.0732,3.471,-20.326
Car B,1422,94.8,5,13.613,1,13.613,-1.213,-1.213,5.9873,-0.0818,0.504,1.0,-0.0455,8.644,20.326
Car A,1423,94.8667,4,127.346,3,-6.314,-0.043,-0.043,5.9799,0.0119,-0.3574,1.0,-0.0029,-1.822,-20.326
Car B,1423,94.8667,5,14.012,1,14.012,-1.217,-1.217,5.9907,0.0513,-0.298,1.0,0.3409,-1.121,20.326
Car A,1424,94.9333,4,127.745,3,-5.915,-0.034,-0.034,5.9968,0.2542,0.0185,1.0,-0.0557,-0.083,-20.326
Car B,1424,94.9333,5,14.411,1,14.412,-1.223,-1.223,5.9877,-0.0446,0.6061,1.0,-0.1213,8.507,20.326
Car A,1425,95.0,4,128.145,3,-5.515,-0.028,-0.028,6.0196,0.3422,-0.5436,1.0,0.0998,-1.388,-20.326
Car B,1425,95.0,5,14.811,1,14.811,-1.224,-1.224,5.9888,0.0169,-0.2238,1.0,0.2721,-3.015,20.326
Car A,1426,95.0667,4,128.547,3,-5.114,-0.021,-0.021,6.0194,-0.0033,0.443,1.0,-0.0913,2.489,-20.323
Car B,1426,95.0667,5,15.21,1,15.21,-1.23,-1.23,5.9858,-0.046,0.4864,1.0,-0.1056,6.786,20.323
Car A,1427,95.1333,4,128.948,3,-4.713,-0.01,-0.01,6.0161,-0.0504,-0.3427,1.0,-0.019,-2.274,-20.321
Car B,1427,95.1333,5,15.609,1,15.609,-1.231,-1.231,5.9863,0.0085,-0.3018,1.0,0.264,-2.624,20.321
Car A,1428,95.2,4,129.349,3,-4.312,-0.005,-0.005,6.0201,0.061,-0.2585,1.0,0.0032,-0.477,-20.319
Car B,1428,95.2,5,16.007,1,16.008,-1.236,-1.236,5.9828,-0.0536,0.4447,1.0,-0.1152,6.585,20.319
Car A,1429,95.2667,4,129.749,3,-3.911,0.003,0.003,6.0089,-0.1683,-0.1216,1.0,-0.0335,0.07,-20.317
Car B,1429,95.2667,5,16.406,1,16.406,-1.237,-1.237,5.983,0.0039,-0.3356,1.0,0.1955,-2.865,20.317
Car A,1430,95.3333,4,130.15,3,-3.511,0.007,0.007,6.0126,0.0557,-0.3493,1.0,0.0357,-0.828,-20.316
Car B,1430,95.3333,5,16.805,1,16.805,-1.242,-1.242,5.9815,-0.0224,0.4139,1.0,-0.0916,4.876,20.316
Car A,1431,95.4,4,130.55,3,-3.11,0.014,0.014,6.0108,-0.0273,0.3523,1.0,-0.1003,0.888,-20.314
Car B,1431,95.4,5,17.204,1,17.204,-1.243,-1.243,5.9817,0.0028,-0.352,1.0,0.2049,-2.278,20.314
Car A,1432,95.4667,4,130.951,3,-2.709,0.02,0.02,6.0105,-0.0046,-0.5469,1.0,0.0401,-2.501,-20.312
Car B,1432,95.4667,5,17.602,1,17.602,-1.247,-1.247,5.9795,-0.0336,0.414,1.0,0.0349,5.11,20.312
Car A,1433,95.5333,4,131.352,3,-2.309,0.023,0.023,6.0077,-0.0423,0.2587,1.0,-0.0609,0.998,-20.31
Car B,1433,95.5333,5,18.002,1,18.002,-1.245,-1.245,6.0205,0.6155,0.3197,1.0,0.5638,0.873,20.31
Car A,1434,95.6,4,131.752,3,-1.908,0.028,0.028,6.0031,-0.0691,-0.5413,1.0,0.0788,-1.518,-20.311
Car B,1434,95.6,5,18.403,1,18.403,-1.239,-1.239,6.015,-0.0823,1.1215,1.0,0.4728,14.073,20.311
Car A,1435,95.6667,4,132.152,3,-1.508,0.031,0.031,6.0023,-0.0112,0.4169,1.0,-0.0851,1.964,-20.311
Car B,1435,95.6667,5,18.803,1,18.803,-1.218,-1.218,6.0073,-0.1157,1.9323,1.0,1.0,11.822,20.311
Car A,1436,95.7333,4,132.552,3,-1.108,0.037,0.037,5.9998,-0.0374,-0.3695,1.0,-0.0208,-2.12,-20.31
Car B,1436,95.7333,5,19.202,1,19.202,-1.183,-1.183,5.9931,-0.2138,2.5966,1.0,1.0,24.979,20.31
Car A,1437,95.8,4,132.952,3,-0.708,0.038,0.038,6.0184,0.2787,-0.2449,1.0,-0.0187,-0.52,-20.306
Car B,1437,95.8,5,19.599,1,19.599,-1.131,-1.131,5.98,-0.1954,3.1,1.0,0.9446,25.0,20.306
Car A,1438,95.8667,4,133.354,3,-0.307,0.04,0.04,6.0136,-0.0719,-0.1094,1.0,-0.0519,-0.457,-20.298
Car B,1438,95.8667,5,19.992,1,19.992,-1.06,-1.06,5.9686,-0.1719,3.489,1.0,0.2462,23.615,20.298
Car A,1439,95.9333,5,0.094,1,0.094,0.039,0.039,5.9891,-0.3675,-0.5177,1.0,0.0548,-1.292,-20.211
Car B,1439,95.9333,5,20.305,1,20.383,-0.98,-1.007,6.0203,0.7754,2.117,1.0,0.7731,6.18,20.211
Car A,1440,96.0,5,0.493,1,0.493,0.039,0.039,5.9906,0.0221,0.4072,1.0,-0.101,1.367,-20.209
Car B,1440,96.0,5,20.702,1,20.775,-0.894,-0.952,6.0024,-0.2684,2.6924,1.0,0.6873,19.307,20.209
Car A,1441,96.0667,5,0.893,1,0.893,0.04,0.04,5.989,-0.024,-0.4468,1.0,-0.0369,-2.519,-20.064
Car B,1441,96.0667,5,20.957,1,21.162,-0.79,-0.892,5.9931,-0.1397,3.1594,1.0,1.0,17.186,20.064
Car A,1442,96.1333,5,1.293,1,1.293,0.036,0.036,6.0245,0.5334,-0.3277,1.0,-0.0107,-0.915,-20.063
Car B,1442,96.1333,5,21.356,1,21.543,-0.669,-0.864,5.9812,-0.178,3.5492,1.0,1.0,24.988,20.063
Car A,1443,96.2,5,1.694,1,1.694,0.034,0.034,6.0199,-0.0692,-0.24,1.0,-0.0322,-0.272,-20.059
Car B,1443,96.2,5,21.753,1,21.918,-0.531,-0.817,5.9708,-0.1561,3.8409,1.0,1.0,25.0,20.059
Car A,1444,96.2667,5,2.095,1,2.095,0.03,0.03,6.0199,-0.0005,-0.3303,1.0,-0.0333,-0.796,-19.931
Car B,1444,96.2667,5,22.026,1,22.285,-0.375,-0.782,5.9614,-0.1411,4.0636,1.0,1.0,25.0,19.931
Car A,1445,96.3333,5,2.496,1,2.496,0.024,0.024,6.0209,0.015,-0.3235,1.0,-0.0055,-0.816,-19.928
Car B,1445,96.3333,5,22.424,1,22.644,-0.2,-0.759,5.953,-0.1252,4.2335,1.0,1.0,25.0,19.928
Car A,1446,96.4,5,2.897,1,2.897,0.018,0.018,6.0115,-0.1417,-0.1152,1.0,-0.0643,-0.139,-19.923
Car B,1446,96.4,5,22.82,1,22.993,-0.008,-0.715,5.9456,-0.1107,4.367,1.0,1.0,24.999,19.923
Car A,1447,96.4667,5,3.298,1,3.298,0.01,0.01,5.9947,-0.2507,-0.6462,1.0,0.0207,-1.604,-19.808
Car B,1447,96.4667,5,23.106,1,23.331,0.202,-0.703,5.939,-0.1003,4.4686,1.0,1.0,24.999,19.808
Car A,1448,96.5333,5,3.697,1,3.697,0.001,0.001,5.9993,0.0688,0.2086,1.0,-0.0751,0.508,-19.806
Car B,1448,96.5333,5,23.503,1,23.658,0.429,-0.68,5.9329,-0.0902,4.5514,1.0,1.0,24.999,19.806
Car A,1449,96.6,5,4.097,1,4.097,-0.008,-0.008,5.997,-0.0348,-0.6125,1.0,-0.0502,-1.872,-19.7
Car B,1449,96.6,5,23.797,1,23.972,0.672,-0.649,5.9274,-0.0828,4.6156,1.0,1.0,24.999,19.7
Car A,1450,96.6667,5,4.496,1,4.496,-0.022,-0.022,5.9912,-0.0865,-0.4815,1.0,0.0445,-1.255,-19.698
Car B,1450,96.6667,5,24.194,1,24.272,0.932,-0.646,5.9223,-0.0766,4.6655,1.0,1.0,24.999,19.698
Car A,1451,96.7333,5,4.896,1,4.896,-0.033,-0.033,5.9908,-0.0074,0.4043,1.0,-0.0457,1.108,-19.694
Car B,1451,96.7333,5,24.59,1,24.558,1.208,-0.623,5.9176,-0.0707,4.7047,1.0,1.0,24.999,19.694
Car A,1452,96.8,5,5.295,1,5.295,-0.043,-0.043,5.9916,0.0128,-0.4275,0.9558,0.0785,-1.138,-19.595
Car B,1452,96.8,5,24.89,1,24.828,1.498,-0.614,5.9132,-0.0659,4.737,1.0,1.0,24.999,19.595
Car A,1453,96.8667,5,5.693,1,5.693,-0.053,-0.053,5.9545,-0.5559,0.5033,1.0,0.0227,1.956,-19.594
Car B,1453,96.8667,5,25.287,1,25.082,1.802,-0.609,5.9091,-0.0624,4.7619,1.0,1.0,24.999,19.594
Car A,1454,96.9333,5,6.091,1,6.091,-0.059,-0.059,5.9831,0.4286,0.2087,1.0,0.0291,0.564,-19.558
Car B,1454,96.9333,5,25.649,1,25.319,2.119,-0.584,5.9051,-0.0598,4.7818,1.0,1.0,24.999,19.558
Car A,1455,97.0,5,6.49,1,6.49,-0.064,-0.064,6.0029,0.2962,0.2751,1.0,0.0122,0.72,-19.496
Car B,1455,97.0,5,25.986,1,25.538,2.449,-0.596,5.9013,-0.0571,4.7968,1.0,1.0,24.999,19.496
Car A,1456,97.0667,5,6.89,1,6.89,-0.07,-0.07,6.0005,-0.0353,0.1291,1.0,0.0233,0.302,-19.491
Car B,1456,97.0667,5,26.381,1,25.739,2.79,-0.589,5.8976,-0.0545,4.8093,1.0,1.0,24.999,19.491
Car A,1457,97.1333,5,7.289,1,7.289,-0.075,-0.075,5.9856,-0.223,0.1629,1.0,0.0191,0.56,-19.396
Car B,1457,97.1333,5,26.685,1,25.921,3.141,-0.583,5.8941,-0.0527,4.8189,1.0,1.0,24.999,19.396
Car A,1458,97.2,5,7.688,1,7.688,-0.079,-0.079,5.9877,0.0309,0.1258,1.0,0.0169,0.467,-19.392
Car B,1458,97.2,5,27.08,1,26.083,3.501,-0.595,5.8907,-0.0513,4.8259,1.0,1.0,24.999,19.392
Car A,1459,97.2667,5,8.088,1,8.088,-0.082,-0.082,5.9906,0.0432,0.1009,1.0,0.018,0.415,-19.388
Car B,1459,97.2667,5,27.475,1,26.226,3.869,-0.585,5.8874,-0.0499,4.8325,1.0,1.0,24.999,19.388
Car A,1460,97.3333,5,8.487,1,8.487,-0.086,-0.086,5.9944,0.0573,0.0836,1.0,0.0163,0.437,-19.291
Car B,1460,97.3333,5,27.778,1,26.347,4.245,-0.6,5.8841,-0.0488,4.8365,1.0,1.0,24.999,19.291
Car A,1461,97.4,5,8.887,1,8.887,-0.089,-0.089,5.9912,-0.0477,0.1041,1.0,0.0127,0.399,-19.285
Car B,1461,97.4,5,28.172,1,26.448,4.626,-0.609,5.8809,-0.0475,4.8401,1.0,1.0,24.999,19.285
Car A,1462,97.4667,5,9.286,1,9.286,-0.092,-0.092,5.9905,-0.0112,0.0946,1.0,0.011,0.314,-19.187
Car B,1462,97.4667,5,28.473,1,26.528,5.012,-0.604,5.8779,-0.0464,4.8438,1.0,0.5065,24.999,19.187
Car A,1463,97.5333,5,9.686,1,9.686,-0.094,-0.094,5.9936,0.0474,0.0733,1.0,0.0092,0.27,-19.18
Car B,1463,97.5333,5,28.866,1,26.592,5.402,-0.637,5.9164,0.5779,4.059,1.0,-0.0506,12.681,19.18
Car A,1464,97.6,5,10.085,1,10.085,-0.096,-0.096,5.9941,0.0073,0.0597,1.0,0.0062,0.226,-19.176
Car B,1464,97.6,5,29.261,1,26.649,5.795,-0.663,5.9458,0.441,2.3964,1.0,-0.3257,-1.244,19.176
Car A,1465,97.6667,5,10.485,1,10.485,-0.098,-0.098,6.0017,0.1143,0.0375,1.0,-0.0208,0.152,-19.117
Car B,1465,97.6667,5,29.602,1,26.714,6.187,-0.714,5.9598,0.2104,0.6503,1.0,0.0044,-8.132,19.117
Car A,1466,97.7333,5,10.885,1,10.885,-0.102,-0.102,6.0058,0.0607,-0.2058,1.0,-0.0102,-0.507,-19.108
Car B,1466,97.7333,5,29.993,1,26.786,6.578,-0.786,5.9868,0.4049,0.0509,1.0,0.2379,0.084,19.108
Car A,1467,97.8,5,11.285,1,11.285,-0.106,-0.106,6.0002,-0.0832,-0.1241,1.0,0.0695,-0.253,-19.102
Car B,1467,97.8,5,30.386,1,26.856,6.971,-0.856,5.9858,-0.0151,0.9266,1.0,0.0869,5.937,19.102
Car A,1468,97.8667,5,11.685,1,11.685,-0.106,-0.106,6.0052,0.0749,0.6687,1.0,0.037,1.735,-19.096
Car B,1468,97.8667,5,30.781,1,26.918,7.366,-0.918,6.0055,0.2951,0.8234,1.0,0.1589,2.177,19.096
Car A,1469,97.9333,5,12.084,1,12.084,-0.103,-0.103,5.9778,-0.4121,0.2887,1.0,0.1343,0.914,-19.093
Car B,1469,97.9333,5,31.177,1,26.974,7.762,-0.974,5.9982,-0.1098,1.4494,1.0,0.0366,3.968,19.093
Car A,1470,98.0,5,12.483,1,12.483,-0.097,-0.097,5.9758,-0.0301,1.0323,1.0,-0.0786,3.352,-19.091
Car B,1470,98.0,5,31.573,1,27.026,8.158,-1.026,5.9941,-0.0604,0.3677,1.0,0.3268,0.922,19.091
Car A,1471,98.0667,5,12.881,1,12.881,-0.086,-0.086,5.977,0.018,0.0357,1.0,0.0075,-1.956,-19.089
Car B,1471,98.0667,5,31.97,1,27.077,8.555,-1.077,5.989,-0.0772,1.2071,1.0,0.209,8.159,19.089
Car A,1472,98.1333,5,13.28,1,13.28,-0.081,-0.081,6.0037,0.4014,0.104,1.0,-0.0074,0.176,-19.087
Car B,1472,98.1333,5,32.367,1,27.114,8.952,-1.114,5.9924,0.0511,1.8834,1.0,-0.2072,5.228,19.087
Car A,1473,98.2,5,13.68,1,13.68,-0.076,-0.076,6.0063,0.0391,0.1121,1.0,0.0053,-0.175,-19.086
Car B,1473,98.2,5,32.766,1,27.148,9.351,-1.148,5.9989,0.0983,0.5654,1.0,0.3451,-5.164,19.086
Car A,1474,98.2667,5,14.08,1,14.08,-0.07,-0.07,5.9973,-0.1351,-0.1021,1.0,0.0608,0.123,-19.084
Car B,1474,98.2667,5,33.164,1,27.184,9.749,-1.184,5.9953,-0.0553,1.0464,1.0,0.2721,8.606,19.084
Car A,1475,98.3333,5,14.48,1,14.48,-0.061,-0.061,5.9915,-0.0871,0.6013,1.0,-0.1265,1.518,-19.083
Car B,1475,98.3333,5,33.563,1,27.207,10.148,-1.207,5.9894,-0.0877,1.8781,1.0,-0.2857,6.806,19.083
Car A,1476,98.4,5,14.879,1,14.879,-0.053,-0.053,5.9922,0.0107,-0.4136,1.0,0.0254,-3.155,-19.083
Car B,1476,98.4,5,33.962,1,27.224,10.547,-1.224,5.9934,0.0593,0.7149,1.0,0.2386,-7.121,19.083
Car A,1477,98.4667,5,15.279,1,15.279,-0.048,-0.048,5.9972,0.0741,0.2458,1.0,0.0802,0.628,-19.082
Car B,1477,98.4667,5,34.361,1,27.243,10.946,-1.243,5.9906,-0.0415,1.1525,1.0,0.4084,5.943,19.082
Car A,1478,98.5333,5,15.678,1,15.679,-0.035,-0.035,6.0044,0.1078,0.7791,1.0,-0.1253,2.003,-19.082
Car B,1478,98.5333,5,34.76,1,27.249,11.345,-1.249,5.9822,-0.1266,1.9431,1.0,0.1414,10.204,19.082
Car A,1479,98.6,5,16.079,1,16.079,-0.022,-0.022,6.0048,0.0059,-0.2868,1.0,0.5174,-3.124,-19.081
Car B,1479,98.6,5,35.16,1,27.247,11.745,-1.247,6.0192,0.5558,1.3283,1.0,-0.1231,3.543,19.081
Car A,1480,98.6667,5,16.478,1,16.478,-0.013,-0.013,5.9984,-0.0955,0.4405,1.0,0.3286,12.91,-19.083
Car B,1480,98.6667,5,35.561,1,27.248,12.146,-1.248,6.0209,0.0249,0.1472,1.0,0.8561,-3.068,19.083
Car A,1481,98.7333,5,16.878,1,16.878,0.008,0.008,5.9933,-0.0765,1.3954,0.9325,-0.1675,8.221,-19.084
Car B,1481,98.7333,5,35.962,1,27.25,12.547,-1.25,6.0117,-0.1376,0.5605,1.0,0.7699,21.365,19.084
Car A,1482,98.8,5,17.276,1,17.276,0.036,0.036,5.9872,-0.092,0.3737,1.0,0.4238,-4.167,-19.086
Car B,1482,98.8,5,36.362,1,27.241,12.947,-1.241,5.9983,-0.2011,1.6886,1.0,1.0,19.25,19.086
Car A,1483,98.8667,5,17.674,1,17.674,0.06,0.06,5.9826,-0.0682,0.9388,0.751,-0.3118,10.571,-19.087
Car B,1483,98.8667,5,36.761,1,27.216,13.346,-1.216,5.9844,-0.2079,2.4127,1.0,1.0,24.991,19.087
Car A,1484,98.9333,5,18.07,1,18.07,0.089,0.089,5.95,-0.4886,0.0367,1.0,0.2374,-7.766,-19.088
Car B,1484,98.9333,5,37.158,1,27.175,13.743,-1.175,5.9712,-0.1988,2.9528,1.0,1.0,25.0,19.088
Car A,1485,99.0,5,18.466,1,18.466,0.116,0.116,5.95,-0.0009,0.6933,1.0,0.2271,5.913,-18.998
Car B,1485,99.0,5,37.464,1,27.116,14.137,-1.123,5.9588,-0.1851,3.3786,1.0,1.0,25.0,18.998
Car A,1486,99.0667,5,18.861,1,18.861,0.155,0.155,5.9462,-0.0565,1.5793,1.0,1.0,5.677,-18.999
Car B,1486,99.0667,5,37.86,1,27.038,14.528,-1.077,5.9479,-0.1645,3.7054,1.0,1.0,25.0,18.999
Car A,1487,99.1333,5,19.253,1,19.253,0.208,0.208,5.9392,-0.1058,1.9703,1.0,-0.2721,24.971,-18.999
Car B,1487,99.1333,5,38.252,1,26.942,14.914,-1.011,5.9382,-0.1445,3.9578,1.0,1.0,25.0,18.999
Car A,1488,99.2,5,19.644,1,19.644,0.266,0.266,5.9335,-0.085,1.12,1.0,-0.481,-6.754,-18.847
Car B,1488,99.2,5,38.492,1,26.828,15.294,-0.959,5.9298,-0.1264,4.1511,1.0,1.0,25.0,18.847
Car A,1489,99.2667,5,20.062,1,20.037,0.317,0.314,5.936,0.0381,-0.3731,1.0,1.0,-12.016,-18.824
Car B,1489,99.2667,5,38.886,1,26.694,15.667,-0.917,5.9223,-0.1121,4.3024,1.0,0.7959,24.999,18.824
Car A,1490,99.3333,5,20.456,1,20.429,0.365,0.331,5.9226,-0.201,0.3448,1.0,1.0,24.944,-18.822
Car B,1490,99.3333,5,39.278,1,26.541,16.033,-0.853,5.9185,-0.057,4.4053,1.0,1.0,19.904,18.822
Car A,1491,99.4,5,20.85,1,20.82,0.421,0.355,5.9129,-0.1468,1.3814,1.0,0.9241,24.999,-18.69
Car B,1491,99.4,5,39.54,1,26.37,16.391,-0.818,5.9124,-0.0921,4.5059,1.0,1.0,24.992,18.69
Car A,1492,99.4667,5,21.3,1,21.207,0.493,0.345,5.9015,-0.1709,2.1279,1.0,1.0,23.106,-18.634
Car B,1492,99.4667,5,39.934,1,26.18,16.738,-0.776,5.9071,-0.0794,4.5789,1.0,1.0,24.999,18.634
Car A,1493,99.5333,5,21.694,1,21.591,0.581,0.34,5.8888,-0.1901,2.7345,1.0,1.0,24.997,-18.546
Car B,1493,99.5333,5,40.24,1,25.972,17.075,-0.717,5.9021,-0.0748,4.6362,1.0,1.0,24.999,18.546
Car A,1494,99.6,5,22.139,1,21.97,0.685,0.317,5.8773,-0.1729,3.2015,1.0,1.0,25.0,-18.467
Car B,1494,99.6,5,40.607,1,25.746,17.4,-0.694,5.8975,-0.0685,4.6814,1.0,1.0,24.999,18.467
Car A,1495,99.6667,5,22.531,1,22.343,0.806,0.287,5.8669,-0.1561,3.5669,1.0,1.0,25.0,-18.469
Car B,1495,99.6667,5,41.0,1,25.503,17.712,-0.65,5.8933,-0.0635,4.721,1.0,1.0,24.999,18.469
Car A,1496,99.7333,5,22.964,1,22.709,0.946,0.256,5.8578,-0.1358,3.8492,1.0,1.0,25.0,-18.33
Car B,1496,99.7333,5,41.295,1,25.244,18.01,-0.611,5.8893,-0.06,4.7485,1.0,1.0,24.999,18.33
Car A,1497,99.8,5,23.353,1,23.068,1.103,0.203,5.85,-0.1173,4.0669,1.0,1.0,25.0,-18.336
Car B,1497,99.8,5,41.689,1,24.97,18.294,-0.586,5.8856,-0.056,4.7699,1.0,1.0,24.999,18.336
Car A,1498,99.8667,5,23.743,1,23.419,1.278,0.169,5.8433,-0.1009,4.2352,1.0,1.0,24.999,-18.338
Car B,1498,99.8667,5,42.081,1,24.68,18.562,-0.54,5.882,-0.0534,4.7877,1.0,1.0,24.999,18.338
Car A,1499,99.9333,5,24.154,1,23.759,1.471,0.096,5.8374,-0.0877,4.3661,1.0,1.0,24.999,-18.238
Car B,1499,99.9333,5,42.391,1,24.377,18.813,-0.521,5.8787,-0.0506,4.8021,1.0,1.0,24.999,18.238
Car A,1500,100.0,5,24.541,1,24.088,1.681,0.042,5.8323,-0.0769,4.4694,1.0,1.0,24.999,-18.243
Car B,1500,100.0,5,42.784,1,24.06,19.048,-0.494,5.8754,-0.0495,4.8145,1.0,1.0,24.999,18.243
Car A,1501,100.0667,5,24.929,1,24.406,1.909,-0.026,5.8278,-0.0672,4.5514,1.0,1.0,24.999,-18.175
Car B,1501,100.0667,5,43.104,1,23.731,19.264,-0.457,5.8722,-0.0471,4.8217,1.0,1.0,24.999,18.175
Car A,1502,100.1333,5,25.313,1,24.711,2.153,-0.099,5.8239,-0.0592,4.6151,1.0,1.0,24.999,-18.185
Car B,1502,100.1333,5,43.498,1,23.391,19.463,-0.448,5.8692,-0.0457,4.8293,1.0,1.0,24.999,18.185
Car A,1503,100.2,5,25.675,1,25.002,2.413,-0.157,5.8203,-0.0532,4.6655,1.0,1.0,24.999,-18.215
Car B,1503,100.2,5,43.89,1,23.04,19.642,-0.418,5.8662,-0.0449,4.8342,1.0,1.0,24.999,18.215
Car A,1504,100.2667,5,26.054,1,25.278,2.689,-0.249,5.8171,-0.0478,4.7062,1.0,1.0,24.999,-18.165
Car B,1504,100.2667,5,44.219,1,22.681,19.801,-0.404,5.8633,-0.0431,4.8399,1.0,1.0,24.999,18.165
Car A,1505,100.3333,5,26.438,1,25.539,2.979,-0.32,5.8142,-0.0438,4.7376,1.0,1.0,24.999,-18.175
Car B,1505,100.3333,5,44.612,2,22.313,19.941,-0.392,5.8605,-0.0419,4.8426,1.0,0.5681,24.999,18.175
Car A,1506,100.4,5,26.764,1,25.783,3.283,-0.401,5.8115,-0.04,4.7636,1.0,1.0,24.999,-18.185
Car B,1506,100.4,5,44.949,2,21.938,20.063,-0.366,5.9091,0.7284,4.5002,1.0,0.9539,14.218,18.185
Car A,1507,100.4667,5,27.143,1,26.01,3.599,-0.49,5.8091,-0.0367,4.7847,1.0,1.0,24.999,-18.201
Car B,1507,100.4667,5,45.344,2,21.556,20.167,-0.378,5.9029,-0.0927,4.5862,1.0,0.6109,23.832,18.201
Car A,1508,100.5333,5,27.527,1,26.22,3.928,-0.557,5.8067,-0.0354,4.7992,1.0,1.0,24.999,-18.213
Car B,1508,100.5333,5,45.74,2,21.169,20.25,-0.369,5.908,0.0762,4.5762,1.0,0.3339,15.285,18.213
Car A,1509,100.6,5,27.815,1,26.41,4.268,-0.656,5.8046,-0.0326,4.8127,1.0,1.0,24.999,-18.264
Car B,1509,100.6,5,46.079,2,20.779,20.322,-0.382,5.9739,0.9887,3.0881,1.0,0.7995,8.359,18.264
Car A,1510,100.6667,5,28.195,1,26.581,4.617,-0.741,5.8025,-0.0312,4.8222,1.0,1.0,24.999,-18.282
Car B,1510,100.6667,5,46.477,2,20.385,20.386,-0.415,5.9634,-0.1577,3.4199,1.0,0.5564,19.969,18.282
Car A,1511,100.7333,5,28.473,1,26.733,4.976,-0.811,5.8005,-0.0296,4.8306,1.0,1.0,24.999,-18.368
Car B,1511,100.7333,5,46.841,2,19.989,20.43,-0.43,5.958,-0.0805,3.6962,1.0,0.7481,13.918,18.368
Car A,1512,100.8,5,28.827,1,26.864,5.342,-0.913,5.7986,-0.0288,4.8361,1.0,1.0,24.999,-18.412
Car B,1512,100.8,5,47.239,2,19.591,20.457,-0.457,5.9505,-0.1121,3.9505,1.0,0.4869,18.695,18.412
Car A,1513,100.8667,5,29.207,1,26.975,5.715,-0.995,5.7967,-0.0275,4.842,1.0,1.0,24.999,-18.43
Car B,1513,100.8667,5,47.638,2,19.193,20.464,-0.464,5.9646,0.2106,4.0411,1.0,0.207,12.183,18.43
Car A,1514,100.9333,5,29.508,1,27.065,6.093,-1.065,5.7949,-0.0272,4.845,1.0,1.0,24.999,-18.529
Car B,1514,100.9333,5,48.037,2,18.793,20.461,-0.461,6.0003,0.5366,2.3496,1.0,-0.1394,5.186,18.529
Car A,1515,101.0,5,29.891,1,27.133,6.476,-1.133,5.7932,-0.0261,4.849,1.0,1.0,24.999,-18.547
Car B,1515,101.0,5,48.438,2,18.392,20.465,-0.465,6.0134,0.1952,0.7164,1.0,0.1051,-3.471,18.547
Car A,1516,101.0667,5,30.277,1,27.18,6.862,-1.18,5.7915,-0.0258,4.8509,1.0,1.0,24.999,-18.562
Car B,1516,101.0667,5,48.839,2,17.991,20.472,-0.472,6.008,-0.0806,1.0112,1.0,0.0962,2.618,18.562
Car A,1517,101.1333,5,30.664,1,27.206,7.249,-1.206,5.7898,-0.0249,4.8526,1.0,1.0,24.999,-18.576
Car B,1517,101.1333,5,49.241,2,17.589,20.473,-0.473,6.0481,0.6021,0.9535,1.0,0.0995,2.404,18.576
Car A,1518,101.2,5,31.053,1,27.21,7.638,-1.21,5.7882,-0.0242,4.8539,1.0,1.0,24.999,-18.592
