car,step,t_s,lap,lap_dist_m,sector,x_m,y_m,lateral_m,speed_mps,accel_long_mps2,accel_lat_mps2,throttle_cmd,steer_cmd,steer_deg,gap_m
Car A,1506,100.4,5,12.347,1,12.347,-0.084,-0.084,5.9958,-0.0463,0.0117,1.0,-0.0082,0.052,-18.701
Car B,1506,100.4,5,31.047,1,26.602,7.632,-0.602,6.0285,0.0691,1.0881,1.0,0.0964,2.827,18.701
Car A,1507,100.4667,5,12.747,1,12.747,-0.084,-0.084,6.0028,0.1058,0.0047,1.0,-0.0336,-0.191,-18.698
Car B,1507,100.4667,5,31.444,1,26.661,8.029,-0.661,6.0045,-0.3596,0.9407,1.0,0.071,2.411,18.698
Car A,1508,100.5333,5,13.147,1,13.147,-0.087,-0.087,6.0215,0.28,-0.3642,1.0,-0.0292,-0.828,-18.693
Car B,1508,100.5333,5,31.84,1,26.718,8.425,-0.718,5.9736,-0.4648,0.7175,1.0,0.0367,1.774,18.693
Car A,1509,100.6,5,13.549,1,13.549,-0.091,-0.091,6.0201,-0.0213,-0.1732,1.0,-0.0857,-0.714,-18.687
Car B,1509,100.6,5,32.235,1,26.775,8.82,-0.775,5.9876,0.211,0.3634,1.0,0.0826,0.91,18.687
Car A,1510,100.6667,5,13.95,1,13.95,-0.098,-0.098,6.0138,-0.0945,-0.8154,1.0,0.0829,-2.14,-18.682
Car B,1510,100.6667,5,32.631,1,26.829,9.216,-0.829,6.0173,0.4447,0.8065,1.0,0.0405,2.062,18.682
Car A,1511,100.7333,5,14.351,1,14.351,-0.107,-0.107,6.0141,0.0056,0.2307,1.0,0.0747,2.065,-18.678
Car B,1511,100.7333,5,33.028,1,26.88,9.613,-0.88,6.0164,-0.0125,0.4111,1.0,0.1662,1.013,18.678
Car A,1512,100.8,5,14.751,1,14.752,-0.105,-0.105,6.0216,0.1114,0.7329,1.0,-0.0289,1.869,-18.675
Car B,1512,100.8,5,33.426,1,26.928,10.011,-0.928,6.0126,-0.0577,1.1161,1.0,-0.0292,4.151,18.675
Car A,1513,100.8667,5,15.153,1,15.153,-0.104,-0.104,6.0147,-0.1039,-0.2498,1.0,0.4375,-0.718,-18.672
Car B,1513,100.8667,5,33.825,1,26.971,10.41,-0.971,6.0136,0.0154,0.1558,1.0,0.361,-0.722,18.672
Car A,1514,100.9333,5,15.554,1,15.554,-0.104,-0.104,6.0132,-0.0214,0.6884,1.0,0.2771,10.919,-18.669
Car B,1514,100.9333,5,34.223,1,27.016,10.808,-1.016,6.007,-0.0994,0.8272,1.0,0.1485,9.009,18.669
Car A,1515,101.0,5,15.954,1,15.954,-0.091,-0.091,6.0075,-0.0857,1.5736,1.0,0.5196,6.932,-18.668
Car B,1515,101.0,5,34.622,1,27.049,11.207,-1.049,6.02,0.1951,1.3948,1.0,0.8781,3.72,18.668
Car A,1516,101.0667,5,16.354,1,16.354,-0.063,-0.063,5.9979,-0.1445,2.2913,1.0,-0.173,12.981,-18.669
Car B,1516,101.0667,5,35.023,1,27.072,11.608,-1.072,6.016,-0.0598,1.7192,1.0,0.5446,21.926,18.669
Car A,1517,101.1333,5,16.753,1,16.753,-0.028,-0.028,6.0089,0.1645,1.0515,1.0,-0.249,-4.299,-18.671
Car B,1517,101.1333,5,35.423,1,27.079,12.008,-1.079,5.9984,-0.2647,2.6398,1.0,1.0,13.626,18.671
Car A,1518,101.2,5,17.153,1,17.153,-0.003,-0.003,6.0107,0.0273,-0.3199,1.0,0.2378,-6.222,-18.671
Car B,1518,101.2,5,35.823,1,27.069,12.408,-1.069,5.9851,-0.1996,3.1513,1.0,0.9459,24.982,18.671
Car A,1519,101.2667,5,17.553,1,17.553,0.017,0.017,6.0093,-0.0207,0.4172,0.8843,-0.1544,5.926,-18.669
Car B,1519,101.2667,5,36.222,1,27.041,12.807,-1.041,5.9738,-0.1695,3.5191,1.0,1.0,23.648,18.669
Car A,1520,101.3333,5,17.952,1,17.952,0.042,0.042,5.9862,-0.3457,-0.3459,1.0,0.1643,-3.845,-18.667
Car B,1520,101.3333,5,36.618,1,26.994,13.203,-0.994,5.9632,-0.1577,3.8205,1.0,0.7459,24.997,18.667
Car A,1521,101.4,5,18.35,1,18.35,0.063,0.063,5.9857,-0.0074,0.4214,1.0,0.1189,4.095,-18.662
Car B,1521,101.4,5,37.012,1,26.928,13.597,-0.928,5.9571,-0.0925,4.0324,1.0,0.4775,18.658,18.662
Car A,1522,101.4667,5,18.748,1,18.748,0.096,0.096,5.9859,0.0023,1.1325,0.7867,-0.5344,2.973,-18.655
Car B,1522,101.4667,5,37.402,1,26.844,13.987,-0.844,5.9822,0.3765,4.0309,1.0,0.4391,11.948,18.655
Car A,1523,101.5333,5,19.144,1,19.144,0.129,0.129,5.9563,-0.4438,-0.1091,1.0,1.0,-13.334,-18.587
Car B,1523,101.5333,5,37.731,1,26.742,14.376,-0.769,6.0102,0.4211,3.9705,1.0,0.5467,10.978,18.587
Car A,1524,101.6,5,19.539,1,19.539,0.161,0.161,5.9426,-0.2064,0.6125,1.0,1.0,24.942,-18.584
Car B,1524,101.6,5,38.124,1,26.623,14.76,-0.681,6.0074,-0.043,4.1114,1.0,1.0,13.662,18.584
Car A,1525,101.6667,5,19.933,1,19.933,0.201,0.201,5.9328,-0.1457,1.5785,1.0,0.837,24.999,-18.486
Car B,1525,101.6667,5,38.419,1,26.486,15.137,-0.591,5.9977,-0.1452,4.2634,1.0,1.0,24.982,18.486
Car A,1526,101.7333,5,20.344,1,20.325,0.258,0.231,5.9222,-0.16,2.2793,1.0,0.9893,20.932,-18.471
Car B,1526,101.7333,5,38.815,1,26.33,15.507,-0.525,5.9899,-0.1164,4.3955,1.0,0.8619,24.999,18.471
Car A,1527,101.8,5,20.737,1,20.713,0.331,0.274,5.9096,-0.1893,2.8584,1.0,0.9162,24.727,-18.47
Car B,1527,101.8,5,39.207,1,26.155,15.868,-0.44,5.9848,-0.077,4.4816,1.0,0.807,21.552,18.47
Car A,1528,101.8667,5,21.176,1,21.097,0.42,0.3,5.8995,-0.1503,3.2873,1.0,1.0,22.909,-18.361
Car B,1528,101.8667,5,39.537,1,25.962,16.219,-0.376,5.9798,-0.0752,4.5515,1.0,1.0,20.177,18.361
Car A,1529,101.9333,5,21.57,1,21.476,0.528,0.316,5.8892,-0.1547,3.6365,1.0,1.0,24.996,-18.362
Car B,1529,101.9333,5,39.933,1,25.751,16.559,-0.311,5.9737,-0.0916,4.6275,1.0,0.7819,24.992,18.362
Car A,1530,102.0,5,22.016,1,21.849,0.654,0.334,5.8802,-0.1357,3.9037,1.0,1.0,25.0,-18.271
Car B,1530,102.0,5,40.287,1,25.522,16.888,-0.235,5.971,-0.0397,4.6509,1.0,1.0,19.556,18.271
Car A,1531,102.0667,5,22.41,1,22.215,0.798,0.327,5.8723,-0.1186,4.1094,1.0,1.0,25.0,-18.275
Car B,1531,102.0667,5,40.685,1,25.277,17.203,-0.191,5.9653,-0.0858,4.7135,1.0,1.0,24.991,18.275
Car A,1532,102.1333,5,22.856,1,22.573,0.96,0.34,5.8654,-0.1031,4.2678,1.0,1.0,24.999,-18.223
Car B,1532,102.1333,5,41.079,1,25.015,17.505,-0.126,5.9604,-0.0736,4.733,1.0,1.0,24.999,18.223
Car A,1533,102.2,5,23.248,1,22.922,1.141,0.311,5.8595,-0.089,4.3936,1.0,1.0,24.999,-18.211
Car B,1533,102.2,5,41.459,1,24.737,17.792,-0.084,5.9555,-0.0738,4.7561,1.0,1.0,24.999,18.211
Car A,1534,102.2667,5,23.64,1,23.261,1.339,0.304,5.8541,-0.0801,4.4895,1.0,1.0,24.999,-18.215
Car B,1534,102.2667,5,41.856,1,24.445,18.064,-0.038,5.9508,-0.071,4.7774,1.0,1.0,24.999,18.215
Car A,1535,102.3333,5,24.078,1,23.588,1.555,0.271,5.8495,-0.0698,4.5668,1.0,1.0,24.999,-18.173
Car B,1535,102.3333,5,42.252,1,24.138,18.319,0.009,5.9463,-0.0675,4.7931,1.0,1.0,24.999,18.173
Car A,1536,102.4,5,24.469,1,23.903,1.788,0.244,5.8453,-0.0625,4.6281,1.0,1.0,24.999,-18.18
Car B,1536,102.4,5,42.649,1,23.819,18.557,0.036,5.9419,-0.0651,4.8044,1.0,1.0,24.999,18.18
Car A,1537,102.4667,5,24.896,1,24.205,2.038,0.211,5.8415,-0.0568,4.6766,1.0,1.0,24.999,-18.148
Car B,1537,102.4667,5,43.045,1,23.487,18.778,0.084,5.9377,-0.0629,4.8149,1.0,0.5997,24.999,18.148
Car A,1538,102.5333,5,25.285,1,24.493,2.304,0.165,5.838,-0.052,4.7139,1.0,1.0,24.999,-18.171
Car B,1538,102.5333,5,43.457,1,23.144,18.98,0.092,5.9539,0.2423,4.7194,1.0,1.0,15.007,18.171
Car A,1539,102.6,5,25.697,1,24.765,2.584,0.134,5.8349,-0.0478,4.7431,1.0,1.0,24.999,-18.157
Car B,1539,102.6,5,43.855,1,22.79,19.166,0.119,5.9481,-0.0871,4.7855,1.0,0.6924,24.984,18.157
Car A,1540,102.6667,5,26.083,1,25.022,2.879,0.069,5.832,-0.0436,4.7685,1.0,1.0,24.999,-18.19
Car B,1540,102.6667,5,44.273,1,22.428,19.331,0.127,5.9481,0.0006,4.7216,1.0,1.0,17.32,18.19
Car A,1541,102.7333,5,26.472,1,25.262,3.188,0.025,5.8292,-0.0414,4.7878,1.0,1.0,24.999,-18.2
Car B,1541,102.7333,5,44.672,2,22.057,19.477,0.134,5.9431,-0.0759,4.7835,1.0,0.8775,24.988,18.2
Car A,1542,102.8,5,26.859,1,25.485,3.509,-0.039,5.8266,-0.0396,4.8023,1.0,1.0,24.999,-18.234
Car B,1542,102.8,5,45.093,2,21.679,19.603,0.142,5.9407,-0.0355,4.7632,1.0,1.0,21.942,18.234
Car A,1543,102.8667,5,27.245,1,25.689,3.842,-0.1,5.8241,-0.037,4.8147,1.0,1.0,24.999,-18.246
Car B,1543,102.8667,5,45.491,2,21.295,19.708,0.129,5.9361,-0.0682,4.796,1.0,1.0,24.995,18.246
Car A,1544,102.9333,5,27.61,1,25.875,4.186,-0.155,5.8217,-0.0355,4.8233,1.0,1.0,24.999,-18.3
Car B,1544,102.9333,5,45.91,2,20.906,19.791,0.137,5.932,-0.0618,4.8011,1.0,0.8921,24.999,18.3
Car A,1545,103.0,5,27.993,1,26.041,4.539,-0.234,5.8194,-0.0343,4.8299,1.0,1.0,24.999,-18.314
Car B,1545,103.0,5,46.307,2,20.513,19.854,0.105,5.9297,-0.0352,4.7966,1.0,0.3581,22.306,18.314
Car A,1546,103.0667,5,28.379,1,26.188,4.901,-0.292,5.8172,-0.0329,4.8366,1.0,1.0,24.999,-18.326
Car B,1546,103.0667,5,46.705,2,20.118,19.903,0.087,5.9943,0.9694,3.3203,1.0,-0.3496,8.972,18.326
Car A,1547,103.1333,5,28.712,1,26.313,5.27,-0.37,5.8151,-0.032,4.8423,1.0,1.0,24.999,-18.398
Car B,1547,103.1333,5,47.11,2,19.72,19.953,0.047,6.0123,0.2696,1.6748,1.0,0.187,-8.713,18.398
Car A,1548,103.2,5,29.095,1,26.419,5.646,-0.445,5.813,-0.0312,4.845,1.0,1.0,24.999,-18.413
Car B,1548,103.2,5,47.508,2,19.323,20.003,-0.003,6.0114,-0.0133,1.8565,1.0,0.1762,4.652,18.413
Car A,1549,103.2667,5,29.442,1,26.503,6.027,-0.503,5.811,-0.0307,4.8473,1.0,1.0,24.999,-18.466
Car B,1549,103.2667,5,47.908,2,18.922,20.045,-0.045,6.0488,0.5618,1.6977,1.0,0.1456,4.406,18.466
Car A,1550,103.3333,5,29.826,1,26.566,6.411,-0.566,5.809,-0.0295,4.8492,1.0,1.0,24.999,-18.485
Car B,1550,103.3333,5,48.312,2,18.518,20.082,-0.082,6.1004,0.7739,1.4724,1.0,0.1351,3.637,18.485
Car A,1551,103.4,5,30.214,1,26.607,6.799,-0.607,5.8071,-0.0288,4.852,1.0,1.0,24.999,-18.502
Car B,1551,103.4,5,48.716,2,18.114,20.114,-0.114,6.0579,-0.6382,1.336,1.0,0.1163,3.378,18.502
Car A,1552,103.4667,5,30.603,1,26.626,7.188,-0.626,5.8052,-0.0287,4.8532,1.0,1.0,24.999,-18.517
Car B,1552,103.4667,5,49.12,2,17.71,20.142,-0.142,6.0827,0.3717,1.1647,1.0,0.111,2.901,18.517
Car A,1553,103.5333,5,30.992,1,26.624,7.577,-0.624,5.8033,-0.0276,4.8545,1.0,1.0,24.999,-18.531
Car B,1553,103.5333,5,49.524,2,17.307,20.165,-0.165,6.0348,-0.7176,1.0918,1.0,0.0993,2.775,18.531
Car A,1554,103.6,5,31.381,1,26.6,7.966,-0.6,5.8015,-0.0276,4.8549,1.0,1.0,24.999,-18.545
Car B,1554,103.6,5,49.926,2,16.905,20.185,-0.185,6.0274,-0.1113,0.9587,1.0,0.0936,2.484,18.545
Car A,1555,103.6667,5,31.767,1,26.555,8.352,-0.555,5.7997,-0.027,4.8559,1.0,0.4582,24.999,-18.559
Car B,1555,103.6667,5,50.327,2,16.503,20.201,-0.201,5.9961,-0.469,0.924,1.0,0.0657,2.34,18.559
Car A,1556,103.7333,5,32.153,1,26.495,8.738,-0.495,5.8441,0.6652,3.9109,1.0,-0.061,11.475,-18.574
Car B,1556,103.7333,5,50.727,2,16.103,20.215,-0.215,6.0266,0.4568,0.6453,1.0,0.0885,1.642,18.574
Car A,1557,103.8,5,32.539,1,26.428,9.124,-0.428,5.8731,0.4359,2.2452,1.0,-0.0888,-1.505,-18.59
Car B,1557,103.8,5,51.129,2,15.701,20.225,-0.225,6.0504,0.3572,0.8864,1.0,0.0519,2.209,18.59
Car A,1558,103.8667,5,32.927,1,26.37,9.512,-0.37,5.8895,0.2461,0.5457,1.0,-0.1186,-2.219,-18.604
Car B,1558,103.8667,5,51.531,2,15.299,20.234,-0.234,6.0353,-0.2267,0.5585,1.0,0.0689,1.295,18.604
Car A,1559,103.9333,5,33.317,1,26.323,9.902,-0.323,5.8947,0.0772,-0.6179,1.0,-0.1094,-2.964,-18.616
Car B,1559,103.9333,5,51.933,2,14.897,20.24,-0.24,6.0446,0.1394,0.6972,1.0,0.0153,1.715,18.616
Car A,1560,104.0,5,33.709,1,26.287,10.294,-0.287,5.9382,0.6531,-1.0149,1.0,-0.0515,-2.735,-18.626
Car B,1560,104.0,5,52.336,2,14.495,20.246,-0.246,6.0241,-0.3079,0.2163,1.0,0.0717,0.386,18.626
Car A,1561,104.0667,5,34.105,1,26.251,10.69,-0.251,5.9682,0.4494,-0.5029,1.0,-0.0698,-1.284,-18.632
Car B,1561,104.0667,5,52.737,2,14.093,20.25,-0.25,6.0309,0.1021,0.7079,1.0,-0.1083,1.79,18.632
Car A,1562,104.1333,5,34.503,1,26.218,11.088,-0.218,5.9614,-0.1009,-0.6821,0.9384,-0.0063,-1.736,-18.636
Car B,1562,104.1333,5,53.139,2,13.691,20.254,-0.254,6.031,0.0019,-0.3103,1.0,0.0912,-2.699,18.636
Car A,1563,104.2,5,34.894,1,26.184,11.479,-0.184,5.8265,-2.0234,-0.0614,0.9667,-0.1454,-0.159,-18.647
Car B,1563,104.2,5,53.541,2,13.289,20.262,-0.262,6.0274,-0.0539,0.4225,1.0,0.0223,2.273,18.647
Car A,1564,104.2667,5,35.281,1,26.153,11.866,-0.153,5.8229,-0.054,-0.872,0.9626,0.0195,-3.63,-18.662
Car B,1564,104.2667,5,53.943,2,12.888,20.264,-0.264,6.0253,-0.0312,0.2659,1.0,0.0395,0.556,18.662
Car A,1565,104.3333,5,35.668,1,26.126,12.253,-0.126,5.8186,-0.065,0.0224,0.929,-0.1096,0.48,-18.676
Car B,1565,104.3333,5,54.344,2,12.486,20.265,-0.265,5.999,-0.395,0.4178,1.0,-0.0926,0.984,18.676
Car A,1566,104.4,5,36.053,1,26.098,12.638,-0.098,5.7889,-0.4456,-0.6943,0.9628,-0.0355,-2.734,-18.69
Car B,1566,104.4,5,54.744,2,12.086,20.269,-0.269,5.9979,-0.0165,-0.5631,1.0,0.091,-2.31,18.69
Car A,1567,104.4667,5,36.439,1,26.074,13.024,-0.074,5.8055,0.2488,-0.3283,1.0,0.9779,-0.884,-18.705
Car B,1567,104.4667,5,55.144,2,11.687,20.276,-0.276,5.9963,-0.0231,0.2755,1.0,-0.0338,2.268,18.705
Car A,1568,104.5333,5,36.824,1,26.044,13.409,-0.044,5.8047,-0.011,0.4845,1.0,0.9128,24.408,-18.719
Car B,1568,104.5333,5,55.543,2,11.287,20.279,-0.279,5.9973,0.0147,-0.3209,1.0,0.0834,-0.839,18.719
Car A,1569,104.6,5,37.209,1,26.001,13.794,-0.001,5.7932,-0.1736,1.5962,1.0,1.0,22.821,-18.734
Car B,1569,104.6,5,55.943,2,10.887,20.283,-0.283,5.9977,0.0051,0.5561,1.0,-0.1479,2.081,18.734
Car A,1570,104.6667,5,37.594,1,25.943,14.175,0.043,5.7817,-0.1718,2.2988,1.0,1.0,24.996,-18.748
Car B,1570,104.6667,5,56.343,2,10.487,20.284,-0.284,5.9945,-0.0469,-0.334,1.0,0.0757,-3.689,18.748
Car A,1571,104.7333,5,37.977,1,25.869,14.554,0.087,5.7709,-0.1619,2.8591,1.0,0.9363,25.0,-18.765
Car B,1571,104.7333,5,56.742,2,10.088,20.289,-0.289,5.9949,0.0049,0.413,1.0,-0.1364,1.884,18.765
Car A,1572,104.8,5,38.381,1,25.778,14.928,0.146,5.7624,-0.1277,3.2734,1.0,1.0,23.409,-18.761
Car B,1572,104.8,5,57.142,2,9.688,20.291,-0.291,5.9917,-0.0469,-0.4008,1.0,0.0759,-3.402,18.761
Car A,1573,104.8667,5,38.766,1,25.67,15.298,0.165,5.7538,-0.129,3.6191,1.0,1.0,24.997,-18.775
Car B,1573,104.8667,5,57.541,2,9.289,20.297,-0.297,5.9921,0.0057,0.3536,1.0,-0.1301,1.888,18.775
Car A,1574,104.9333,5,39.149,1,25.543,15.661,0.204,5.7465,-0.1099,3.8917,1.0,1.0,25.0,-18.792
Car B,1574,104.9333,5,57.94,2,8.89,20.299,-0.299,5.9898,-0.0351,-0.4262,1.0,0.0745,-3.245,18.792
Car A,1575,105.0,5,39.567,1,25.398,16.018,0.222,5.7403,-0.0925,4.0944,1.0,1.0,25.0,-18.773
Car B,1575,105.0,5,58.34,2,8.491,20.305,-0.305,5.9894,-0.0061,0.3589,1.0,-0.1314,1.855,18.773
Car A,1576,105.0667,5,39.951,1,25.235,16.366,0.239,5.7353,-0.0757,4.2586,1.0,1.0,24.999,-18.788
Car B,1576,105.0667,5,58.739,2,8.091,20.308,-0.308,5.987,-0.0351,-0.4203,1.0,0.0753,-3.276,18.788
Car A,1577,105.1333,5,40.376,1,25.054,16.705,0.259,5.7311,-0.0633,4.3834,1.0,1.0,24.999,-18.762
Car B,1577,105.1333,5,59.138,2,7.692,20.315,-0.315,5.9866,-0.0061,0.3469,1.0,-0.1227,1.875,18.762
Car A,1578,105.2,5,40.76,1,24.855,17.033,0.257,5.7276,-0.0524,4.4815,1.0,1.0,24.999,-18.777
Car B,1578,105.2,5,59.537,2,7.293,20.318,-0.318,5.9855,-0.0174,-0.4269,1.0,0.0789,-3.059,18.777
Car A,1579,105.2667,5,41.143,1,24.638,17.35,0.276,5.7247,-0.0436,4.5585,1.0,1.0,24.999,-18.792
Car B,1579,105.2667,5,59.936,2,6.895,20.325,-0.325,5.9849,-0.0085,0.3455,1.0,-0.1255,1.964,18.792
Car A,1580,105.3333,5,41.57,1,24.405,17.655,0.258,5.7223,-0.0353,4.6215,1.0,1.0,24.999,-18.764
Car B,1580,105.3333,5,60.334,2,6.496,20.329,-0.329,5.9831,-0.0264,-0.4114,1.0,0.0808,-3.13,18.764
Car A,1581,105.4,5,41.954,1,24.155,17.946,0.259,5.7203,-0.0305,4.6706,1.0,1.0,24.999,-18.779
Car B,1581,105.4,5,60.733,2,6.097,20.336,-0.336,5.9833,0.0021,0.3536,1.0,-0.1116,2.012,18.779
Car A,1582,105.4667,5,42.378,1,23.89,18.223,0.244,5.7187,-0.024,4.7128,1.0,1.0,24.999,-18.754
Car B,1582,105.4667,5,61.132,2,5.698,20.34,-0.34,5.982,-0.0191,-0.4014,1.0,0.0832,-2.783,18.754
Car A,1583,105.5333,5,42.762,1,23.609,18.485,0.227,5.7173,-0.0209,4.7443,1.0,1.0,24.999,-18.769
Car B,1583,105.5333,5,61.531,2,5.3,20.348,-0.348,5.9818,-0.0026,0.3575,1.0,-0.0935,2.073,18.769
Car A,1584,105.6,5,43.181,1,23.314,18.73,0.216,5.7161,-0.0177,4.768,1.0,1.0,24.999,-18.749
Car B,1584,105.6,5,61.929,2,4.901,20.352,-0.352,5.9808,-0.0149,-0.3981,1.0,0.0853,-2.332,18.749
Car A,1585,105.6667,5,43.563,1,23.006,18.959,0.182,5.7151,-0.0147,4.7895,1.0,1.0,24.999,-18.765
Car B,1585,105.6667,5,62.328,2,4.502,20.36,-0.36,5.9801,-0.0105,0.3619,1.0,-0.0759,2.126,18.765
Car A,1586,105.7333,5,43.946,1,22.686,19.17,0.17,5.7142,-0.0135,4.8046,1.0,1.0,24.999,-18.781
Car B,1586,105.7333,5,62.726,2,4.104,20.364,-0.364,5.9799,-0.003,-0.3809,1.0,0.085,-1.891,18.781
Car A,1587,105.8,5,44.353,1,22.355,19.363,0.126,5.7136,-0.01,4.8168,1.0,1.0,24.999,-18.772
Car B,1587,105.8,5,63.125,2,3.705,20.372,-0.372,5.9791,-0.012,0.3732,1.0,-0.0649,2.119,18.772
Car A,1588,105.8667,5,44.735,2,22.013,19.536,0.096,5.7129,-0.0101,4.8271,1.0,1.0,24.999,-18.788
Car B,1588,105.8667,5,63.524,2,3.307,20.376,-0.376,5.9795,0.0053,-0.3659,1.0,0.0863,-1.615,18.788
Car A,1589,105.9333,5,45.131,2,21.662,19.69,0.061,5.7123,-0.0088,4.835,1.0,1.0,24.999,-18.792
Car B,1589,105.9333,5,63.922,2,2.908,20.382,-0.382,5.9778,-0.0251,0.4088,1.0,-0.0726,2.151,18.792
Car A,1590,106.0,5,45.511,2,21.302,19.824,0.014,5.7118,-0.0078,4.8412,1.0,1.0,24.999,-18.809
Car B,1590,106.0,5,64.32,2,2.51,20.386,-0.386,5.9784,0.0083,-0.3531,1.0,0.0865,-1.809,18.809
Car A,1591,106.0667,5,45.892,2,20.936,19.938,-0.011,5.7113,-0.0074,4.8462,1.0,1.0,24.999,-18.827
Car B,1591,106.0667,5,64.719,2,2.111,20.392,-0.392,5.9777,-0.0102,0.4125,1.0,-0.0728,2.156,18.827
Car A,1592,106.1333,5,46.27,2,20.564,20.03,-0.074,5.7109,-0.0055,4.8495,1.0,1.0,24.999,-18.847
Car B,1592,106.1333,5,65.117,2,1.713,20.396,-0.396,5.9772,-0.0074,-0.3595,1.0,0.0867,-1.813,18.847
Car A,1593,106.2,5,46.651,2,20.188,20.101,-0.116,5.7105,-0.0062,4.852,1.0,1.0,24.999,-18.865
Car B,1593,106.2,5,65.516,2,1.315,20.402,-0.402,5.9767,-0.007,0.3931,1.0,-0.0601,2.162,18.865
Car A,1594,106.2667,5,47.023,2,19.808,20.151,-0.151,5.7101,-0.0063,4.8555,1.0,1.0,24.999,-18.891
Car B,1594,106.2667,5,65.914,2,0.916,20.405,-0.405,5.9762,-0.0075,-0.3556,1.0,0.086,-1.496,18.891
Car A,1595,106.3333,5,47.405,2,19.425,20.179,-0.179,5.7097,-0.0056,4.8568,1.0,1.0,24.999,-18.908
Car B,1595,106.3333,5,66.312,2,0.518,20.411,-0.411,5.9765,0.0037,0.4277,1.0,-0.0811,2.145,18.908
Car A,1596,106.4,5,47.788,2,19.042,20.186,-0.186,5.7093,-0.0056,4.8579,1.0,1.0,24.999,-18.923
Car B,1596,106.4,5,66.711,2,0.119,20.413,-0.413,5.9758,-0.0097,-0.3611,1.0,0.0851,-2.021,18.923
Car A,1597,106.4667,5,48.171,2,18.659,20.171,-0.171,5.709,-0.0056,4.859,1.0,0.3887,24.999,-18.938
Car B,1597,106.4667,5,67.109,2,-0.279,20.419,-0.419,5.9758,-0.0004,0.3969,1.0,-0.0848,2.121,18.938
Car A,1598,106.5333,5,48.554,2,18.276,20.142,-0.142,5.7768,1.0172,3.3214,1.0,-0.0599,9.74,-18.953
Car B,1598,106.5333,5,67.507,2,-0.677,20.421,-0.421,5.9754,-0.0065,-0.3759,1.0,0.0797,-2.114,18.953
Car A,1599,106.6,5,48.94,2,17.891,20.112,-0.112,5.8009,0.3612,1.77,1.0,-0.1144,-1.48,-18.966
Car B,1599,106.6,5,67.905,2,-1.075,20.427,-0.427,5.9747,-0.0096,0.3853,1.0,-0.1322,1.985,18.966
Car A,1600,106.6667,5,49.327,2,17.504,20.093,-0.093,5.815,0.2127,0.1959,1.0,-0.0874,-2.858,-18.977
Car B,1600,106.6667,5,68.304,2,-1.474,20.43,-0.43,5.9736,-0.0172,-0.4032,1.0,0.0749,-3.295,18.977
Car A,1601,106.7333,5,49.715,2,17.115,20.085,-0.085,5.8439,0.4328,-0.7617,1.0,-0.033,-2.186,-18.987
Car B,1601,106.7333,5,68.702,2,-1.872,20.436,-0.436,5.9746,0.0156,0.3693,1.0,-0.1473,1.864,18.987
Car A,1602,106.8,5,50.107,2,16.723,20.081,-0.081,5.9308,1.3038,-0.3112,1.0,-0.0379,-0.828,-18.993
Car B,1602,106.8,5,69.1,2,-2.27,20.44,-0.44,5.9728,-0.0274,-0.4176,1.0,0.0637,-3.673,18.993
Car A,1603,106.8667,5,50.505,2,16.325,20.076,-0.076,5.9755,0.6708,-0.4237,1.0,-0.025,-0.934,-18.993
Car B,1603,106.8667,5,69.498,2,-2.668,20.447,-0.447,5.9745,0.0253,0.335,1.0,-0.1719,1.583,18.993
Car A,1604,106.9333,5,50.905,2,15.925,20.073,-0.073,5.9954,0.2976,-0.2621,1.0,-0.0258,-0.614,-18.991
Car B,1604,106.9333,5,69.896,2,-3.066,20.451,-0.451,5.9721,-0.0362,-0.4516,1.0,0.0631,-4.287,18.991
Car A,1605,107.0,5,51.305,2,15.525,20.068,-0.068,5.9909,-0.0675,-0.1304,1.0,-0.0314,-0.629,-18.989
Car B,1605,107.0,5,70.294,2,-3.464,20.459,-0.459,5.9744,0.0353,0.3173,1.0,-0.1669,1.569,18.989
Car A,1606,107.0667,5,51.704,2,15.126,20.066,-0.066,6.0016,0.1604,-0.2997,1.0,-0.0183,-0.779,-18.988
Car B,1606,107.0667,5,70.692,2,-3.862,20.465,-0.465,5.9724,-0.0306,-0.4733,1.0,0.0693,-4.164,18.988
Car A,1607,107.1333,5,52.105,2,14.726,20.064,-0.064,6.0105,0.1333,-0.1347,1.0,-0.0218,-0.452,-18.986
Car B,1607,107.1333,5,71.09,2,-4.26,20.474,-0.474,5.9733,0.0132,0.294,1.0,-0.1601,1.724,18.986
Car A,1608,107.2,5,52.505,2,14.325,20.063,-0.063,6.014,0.0539,-0.2156,1.0,-0.014,-0.534,-18.983
Car B,1608,107.2,5,71.488,2,-4.658,20.48,-0.48,5.9703,-0.0453,-0.4566,1.0,0.0689,-3.995,18.983
Car A,1609,107.2667,5,52.906,2,13.924,20.063,-0.063,6.015,0.0145,-0.0939,1.0,-0.0164,-0.346,-18.98
Car B,1609,107.2667,5,71.886,2,-5.056,20.49,-0.49,5.9723,0.0302,0.3244,1.0,-0.1637,1.712,18.98
Car A,1610,107.3333,5,53.307,2,13.523,20.061,-0.061,6.0066,-0.1267,-0.0506,1.0,-0.0194,-0.397,-18.978
Car B,1610,107.3333,5,72.284,2,-5.454,20.497,-0.497,5.9703,-0.0298,-0.4528,1.0,0.0719,-4.084,18.978
Car A,1611,107.4,5,53.708,2,13.123,20.061,-0.061,6.0146,0.1203,-0.1403,1.0,-0.0114,-0.466,-18.975
