car,step,t_s,lap,lap_dist_m,sector,x_m,y_m,lateral_m,speed_mps,accel_long_mps2,accel_lat_mps2,throttle_cmd,steer_cmd,steer_deg,gap_m
Car B,913,60.8667,3,65.693,2,1.137,20.029,-0.029,5.9921,-0.0148,0.3253,1.0,-0.0537,1.305,15.587
Car A,914,60.9333,3,50.504,2,16.326,20.062,-0.062,5.9793,0.8707,-0.1473,1.0,-0.0285,-0.601,-15.589
Car B,914,60.9333,3,66.093,2,0.738,20.029,-0.029,5.9893,-0.0416,-0.444,1.0,0.0642,-1.338,15.589
Car A,915,61.0,3,50.902,2,15.928,20.055,-0.055,5.9918,0.1876,-0.2994,1.0,-0.0192,-0.707,-15.589
Car B,915,61.0,3,66.492,2,0.338,20.03,-0.03,5.9898,0.0074,0.4406,1.0,-0.0795,1.601,15.589
Car A,916,61.0667,3,51.302,2,15.529,20.049,-0.049,5.9846,-0.1079,-0.1298,1.0,-0.0257,-0.476,-15.59
Car B,916,61.0667,3,66.891,2,-0.061,20.03,-0.03,5.988,-0.0272,-0.4056,1.0,0.0599,-1.983,15.59
Car A,917,61.1333,3,51.7,2,15.13,20.044,-0.044,5.981,-0.0541,-0.1599,1.0,-0.0225,-0.617,-15.59
Car B,917,61.1333,3,67.29,2,-0.46,20.032,-0.032,5.9868,-0.0184,0.3683,1.0,-0.0506,1.493,15.59
Car A,918,61.2,3,52.1,2,14.731,20.039,-0.039,5.9869,0.0886,-0.133,1.0,-0.0233,-0.551,-15.59
Car B,918,61.2,3,67.689,2,-0.859,20.032,-0.032,5.9859,-0.013,-0.4075,1.0,0.0655,-1.261,15.59
Car A,919,61.2667,3,52.499,2,14.331,20.035,-0.035,5.9918,0.0741,-0.1066,1.0,-0.0256,-0.568,-15.589
Car B,919,61.2667,3,68.088,2,-1.258,20.033,-0.033,5.986,0.0009,0.4608,1.0,-0.0765,1.634,15.589
Car A,920,61.3333,3,52.898,2,13.932,20.031,-0.031,5.994,0.033,-0.0466,1.0,-0.0287,-0.619,-15.589
Car B,920,61.3333,3,68.487,2,-1.657,20.032,-0.032,5.9847,-0.0193,-0.3824,1.0,0.0603,-1.907,15.589
Car A,921,61.4,3,53.297,2,13.533,20.028,-0.028,5.9798,-0.2132,-0.23,1.0,-0.0164,-0.693,-15.589
Car B,921,61.4,3,68.886,2,-2.056,20.034,-0.034,5.9841,-0.0087,0.3644,1.0,-0.0453,1.501,15.589
Car A,922,61.4667,3,53.697,2,13.134,20.026,-0.026,5.9856,0.087,-0.1141,1.0,-0.0184,-0.407,-15.588
Car B,922,61.4667,3,69.285,2,-2.455,20.034,-0.034,5.9834,-0.0105,-0.401,1.0,0.0659,-1.128,15.588
Car A,923,61.5333,3,54.096,2,12.734,20.024,-0.024,5.9946,0.1354,-0.0826,1.0,-0.0197,-0.448,-15.588
Car B,923,61.5333,3,69.684,2,-2.854,20.035,-0.035,5.9835,0.001,0.4899,1.0,-0.0884,1.644,15.588
Car A,924,61.6,3,54.496,2,12.334,20.021,-0.021,5.9947,0.0008,-0.0913,1.0,-0.0193,-0.478,-15.587
Car B,924,61.6,3,70.083,2,-3.253,20.033,-0.033,5.983,-0.0072,-0.3896,1.0,0.0584,-2.204,15.587
Car A,925,61.6667,3,54.895,2,11.935,20.02,-0.02,5.992,-0.0399,-0.0961,1.0,-0.0175,-0.47,-15.586
Car B,925,61.6667,3,70.482,2,-3.651,20.035,-0.035,5.983,-0.0007,0.3651,1.0,-0.0517,1.455,15.586
Car A,926,61.7333,3,55.295,2,11.535,20.019,-0.019,5.9909,-0.0164,-0.1037,1.0,-0.0145,-0.429,-15.586
Car B,926,61.7333,3,70.88,2,-4.05,20.035,-0.035,5.9827,-0.0045,-0.4152,1.0,0.0657,-1.288,15.586
Car A,927,61.8,3,55.694,2,11.136,20.019,-0.019,5.9908,-0.0016,-0.0798,1.0,-0.0117,-0.356,-15.585
Car B,927,61.8,3,71.279,2,-4.449,20.035,-0.035,5.983,0.0045,0.4501,1.0,-0.0753,1.637,15.585
Car A,928,61.8667,3,56.094,2,10.737,20.019,-0.019,5.9922,0.0205,-0.0537,1.0,-0.0092,-0.289,-15.584
Car B,928,61.8667,3,71.678,2,-4.848,20.034,-0.034,5.9819,-0.0152,-0.3922,1.0,0.0601,-1.876,15.584
Car A,929,61.9333,3,56.493,2,10.337,20.019,-0.019,6.0023,0.1523,-0.0383,1.0,-0.0056,-0.226,-15.583
Car B,929,61.9333,3,72.077,2,-5.247,20.036,-0.036,5.9812,-0.0109,0.3747,1.0,-0.0545,1.498,15.583
Car A,930,62.0,3,56.894,2,9.936,20.02,-0.02,6.0019,-0.006,-0.0189,1.0,-0.0032,-0.139,-15.582
Car B,930,62.0,3,72.475,2,-5.645,20.035,-0.035,5.9809,-0.0043,-0.4215,1.0,0.0657,-1.358,15.582
Car A,931,62.0667,3,57.294,2,9.536,20.021,-0.021,5.9983,-0.0541,-0.0265,1.0,-0.0003,-0.08,-15.58
Car B,931,62.0667,3,72.874,2,-6.044,20.036,-0.036,5.9807,-0.0042,0.4374,1.0,-0.0716,1.638,15.58
Car A,932,62.1333,3,57.694,2,9.136,20.022,-0.022,6.0022,0.0588,-0.0001,1.0,-0.0003,-0.006,-15.579
Car B,932,62.1333,3,73.273,2,-6.443,20.035,-0.035,5.9803,-0.0046,-0.3991,1.0,0.0613,-1.784,15.579
Car A,933,62.2,3,58.094,2,8.736,20.022,-0.022,6.0009,-0.0198,0.0032,1.0,-0.0001,-0.008,-15.578
Car B,933,62.2,3,73.671,2,-6.841,20.036,-0.036,5.98,-0.0052,0.3777,1.0,-0.0551,1.526,15.578
Car A,934,62.2667,3,58.494,2,8.336,20.023,-0.023,6.001,0.0015,-0.0186,1.0,0.0015,-0.001,-15.576
Car B,934,62.2667,3,74.07,2,-7.24,20.036,-0.036,5.9803,0.0051,-0.408,1.0,0.0646,-1.374,15.576
Car A,935,62.3333,3,58.894,2,7.936,20.023,-0.023,6.0,-0.0158,-0.0057,1.0,0.0022,0.036,-15.575
Car B,935,62.3333,3,74.469,2,-7.638,20.036,-0.036,5.9799,-0.0067,0.4538,1.0,-0.0794,1.61,15.575
Car A,936,62.4,3,59.294,2,7.536,20.024,-0.024,6.0007,0.0112,0.0044,1.0,0.0025,0.052,-15.573
Car B,936,62.4,3,74.867,2,-8.037,20.035,-0.035,5.9798,-0.0017,-0.3874,1.0,0.059,-1.98,15.573
Car A,937,62.4667,3,59.694,2,7.136,20.025,-0.025,6.0017,0.0145,0.0233,1.0,0.0022,0.06,-15.572
Car B,937,62.4667,3,75.266,2,-8.436,20.037,-0.037,5.9795,-0.0042,0.3516,1.0,-0.0495,1.469,15.572
Car A,938,62.5333,3,60.094,2,6.736,20.025,-0.025,5.9999,-0.0268,0.0187,1.0,0.0022,0.053,-15.57
Car B,938,62.5333,3,75.664,2,-8.834,20.036,-0.036,5.9796,0.002,-0.4003,1.0,0.0642,-1.234,15.57
Car A,939,62.6,3,60.494,2,6.336,20.025,-0.025,5.9997,-0.003,0.0069,1.0,0.0027,0.053,-15.569
Car B,939,62.6,3,76.063,2,-9.233,20.036,-0.036,5.9808,0.0174,0.4688,1.0,-0.0851,1.601,15.569
Car A,940,62.6667,3,60.894,2,5.936,20.026,-0.026,6.0002,0.0077,-0.0109,1.0,0.0037,0.065,-15.567
Car B,940,62.6667,3,76.462,2,-9.632,20.035,-0.035,5.9795,-0.0191,-0.3967,1.0,0.0588,-2.121,15.567
Car A,941,62.7333,3,61.294,2,5.536,20.026,-0.026,6.0009,0.0101,0.0031,1.0,0.0037,0.089,-15.566
Car B,941,62.7333,3,76.86,2,-10.03,20.036,-0.036,5.9799,0.0061,0.3476,1.0,-0.0494,1.465,15.566
Car A,942,62.8,3,61.694,2,5.136,20.027,-0.027,5.9991,-0.0268,0.0105,1.0,0.003,0.089,-15.564
Car B,942,62.8,3,77.259,2,-10.429,20.036,-0.036,5.9808,0.0128,-0.4155,1.0,0.0653,-1.23,15.564
Car A,943,62.8667,3,62.094,2,4.736,20.027,-0.027,5.9989,-0.0028,0.0145,1.0,0.0021,0.073,-15.563
Car B,943,62.8667,3,77.658,2,-10.828,20.036,-0.036,5.9813,0.0084,0.4767,1.0,-0.0897,1.627,15.563
Car A,944,62.9333,3,62.494,2,4.336,20.027,-0.027,6.0008,0.0281,0.0039,1.0,0.0018,0.052,-15.562
Car B,944,62.9333,3,78.056,2,-11.226,20.034,-0.034,5.9811,-0.0039,-0.3845,1.0,0.0559,-2.236,15.562
Car A,945,63.0,3,62.894,2,3.936,20.027,-0.027,6.0002,-0.0086,0.0143,1.0,0.001,0.044,-15.561
Car B,945,63.0,3,78.455,2,-11.625,20.036,-0.036,5.9812,0.0015,0.3581,1.0,-0.057,1.393,15.561
Car A,946,63.0667,3,63.294,2,3.536,20.026,-0.026,6.0,-0.0038,0.0062,1.0,0.0005,0.025,-15.559
Car B,946,63.0667,3,78.854,2,-12.024,20.035,-0.035,5.981,-0.0027,-0.441,1.0,0.0658,-1.419,15.559
Car A,947,63.1333,3,63.695,2,3.136,20.026,-0.026,6.0001,0.0019,-0.013,1.0,0.0007,0.013,-15.558
Car B,947,63.1333,3,79.252,2,-12.422,20.036,-0.036,5.9809,-0.0012,0.4269,1.0,-0.0708,1.64,15.558
Car A,948,63.2,3,64.095,2,2.736,20.026,-0.026,6.0019,0.0279,0.024,1.0,-0.0009,0.018,-15.556
Car B,948,63.2,3,79.651,2,-12.821,20.035,-0.035,5.9801,-0.0126,-0.3909,1.0,0.06,-1.765,15.556
Car A,949,63.2667,3,64.495,2,2.335,20.026,-0.026,6.0028,0.0132,-0.0057,1.0,-0.0007,-0.02,-15.555
Car B,949,63.2667,3,80.05,2,-13.22,20.036,-0.036,5.9799,-0.0027,0.3759,1.0,-0.0572,1.494,15.555
Car A,950,63.3333,3,64.895,2,1.935,20.026,-0.026,6.0004,-0.0363,-0.0166,1.0,-0.0003,-0.018,-15.553
Car B,950,63.3333,3,80.448,2,-13.618,20.035,-0.035,5.9802,0.0041,-0.4273,1.0,0.0655,-1.425,15.553
Car A,951,63.4,3,65.295,2,1.535,20.025,-0.025,6.001,0.0087,-0.0058,1.0,-0.0009,-0.009,-15.552
Car B,951,63.4,3,80.847,2,-14.017,20.036,-0.036,5.9798,-0.006,0.4315,1.0,-0.0703,1.631,15.552
Car A,952,63.4667,3,65.695,2,1.135,20.025,-0.025,6.0004,-0.0081,0.0048,1.0,-0.0017,-0.021,-15.55
Car B,952,63.4667,3,81.245,2,-14.415,20.035,-0.035,5.9793,-0.0075,-0.3935,1.0,0.061,-1.753,15.55
Car A,953,63.5333,3,66.095,2,0.735,20.025,-0.025,6.0006,0.0022,-0.012,1.0,-0.0016,-0.04,-15.549
Car B,953,63.5333,3,81.644,2,-14.814,20.037,-0.037,5.9785,-0.0124,0.3894,1.0,-0.0585,1.519,15.549
Car A,954,63.6,3,66.495,2,0.335,20.025,-0.025,6.0009,0.0043,-0.0138,1.0,-0.0013,-0.038,-15.547
Car B,954,63.6,3,82.042,2,-15.212,20.036,-0.036,5.9785,0.0005,-0.4084,1.0,0.0347,-1.457,15.547
Car A,955,63.6667,3,66.895,2,-0.065,20.025,-0.025,6.0009,-0.0,-0.0022,1.0,-0.0016,-0.033,-15.546
Car B,955,63.6667,3,82.441,2,-15.611,20.037,-0.037,5.9826,0.0619,0.3279,1.0,-0.1122,0.862,15.546
Car A,956,63.7333,3,67.295,2,-0.465,20.025,-0.025,6.0011,0.0026,-0.0133,1.0,-0.0011,-0.038,-15.545
Car B,956,63.7333,3,82.84,2,-16.01,20.038,-0.038,5.9822,-0.0055,-0.5665,1.0,-0.0561,-2.8,15.545
Car A,957,63.8,3,67.696,2,-0.865,20.025,-0.025,6.0005,-0.0087,0.0299,1.0,-0.0022,-0.027,-15.543
Car B,957,63.8,3,83.238,2,-16.408,20.046,-0.046,5.9642,-0.2703,-0.4017,1.0,-0.0079,-1.381,15.543
Car A,958,63.8667,3,68.096,2,-1.265,20.025,-0.025,6.0007,0.0029,0.0028,1.0,-0.0014,-0.053,-15.542
Car B,958,63.8667,3,83.637,2,-16.807,20.051,-0.051,5.9955,0.4692,-0.074,1.0,-0.0416,-0.2,15.542
Car A,959,63.9333,3,68.496,2,-1.666,20.025,-0.025,6.0007,0.0003,-0.039,1.0,0.001,-0.035,-15.541
Car B,959,63.9333,3,84.036,2,-17.206,20.058,-0.058,5.9705,-0.3744,-0.4496,1.0,-0.1523,-1.02,15.541
Car A,960,64.0,3,68.895,2,-2.065,20.024,-0.024,5.9983,-0.036,0.0416,1.0,-0.0035,0.025,-15.539
Car B,960,64.0,3,84.434,2,-17.604,20.072,-0.072,5.9697,-0.0125,-1.1504,1.0,0.0667,-3.804,15.539
Car A,961,64.0667,3,69.295,2,-2.465,20.024,-0.024,6.0027,0.0655,-0.0089,1.0,-0.001,-0.083,-15.536
Car B,961,64.0667,3,84.832,2,-18.002,20.09,-0.09,5.9728,0.0462,-0.156,1.0,0.8535,1.659,15.536
Car A,962,64.1333,3,69.695,2,-2.865,20.024,-0.024,5.9982,-0.0666,-0.0347,1.0,0.0017,-0.026,-15.534
Car B,962,64.1333,3,85.229,2,-18.399,20.097,-0.097,5.969,-0.0562,0.6537,1.0,0.7465,21.307,15.534
Car A,963,64.2,3,70.095,2,-3.265,20.025,-0.025,5.9987,0.0079,-0.0241,1.0,0.0024,0.039,-15.531
Car B,963,64.2,3,85.627,2,-18.797,20.09,-0.09,5.9542,-0.2226,1.8178,1.0,1.0,18.667,15.531
Car A,964,64.2667,3,70.495,2,-3.665,20.025,-0.025,6.0008,0.0304,-0.001,1.0,0.0016,0.058,-15.528
Car B,964,64.2667,3,86.023,2,-19.193,20.067,-0.067,5.9409,-0.1992,2.4932,1.0,1.0,24.99,15.528
Car A,965,64.3333,3,70.896,2,-4.065,20.025,-0.025,6.001,0.0031,-0.0173,1.0,0.0007,0.039,-15.522
Car B,965,64.3333,3,86.417,2,-19.587,20.028,-0.028,5.9284,-0.1882,3.0153,1.0,1.0,25.0,15.522
Car A,966,64.4,3,71.296,2,-4.465,20.025,-0.025,5.9995,-0.0228,-0.002,1.0,-0.0023,0.018,-15.514
Car B,966,64.4,3,86.809,2,-19.979,19.971,0.029,5.9168,-0.1737,3.433,1.0,1.0,25.0,15.514
Car A,967,64.4667,3,71.696,2,-4.865,20.025,-0.025,6.0004,0.0138,-0.0118,1.0,-0.0034,-0.051,-15.509
Car B,967,64.4667,3,87.204,2,-20.367,19.896,0.075,5.9066,-0.1535,3.7482,1.0,1.0,25.0,15.509
Car A,968,64.5333,3,72.096,2,-5.266,20.025,-0.025,6.0007,0.0048,-0.0052,1.0,-0.006,-0.081,-15.498
Car B,968,64.5333,3,87.594,2,-20.751,19.802,0.138,5.8977,-0.1331,3.9836,1.0,1.0,25.0,15.498
Car A,969,64.6,3,72.496,2,-5.666,20.024,-0.024,6.0002,-0.0069,0.0085,1.0,-0.0091,-0.144,-15.516
Car B,969,64.6,3,88.012,2,-21.129,19.689,0.186,5.8899,-0.1162,4.176,1.0,1.0,25.0,15.516
Car A,970,64.6667,3,72.896,2,-6.066,20.024,-0.024,6.0013,0.0162,-0.023,1.0,-0.0096,-0.217,-15.508
Car B,970,64.6667,3,88.404,2,-21.5,19.557,0.227,5.8831,-0.1032,4.3191,1.0,1.0,24.999,15.508
Car A,971,64.7333,3,73.296,2,-6.466,20.024,-0.024,6.0043,0.0441,-0.0448,1.0,-0.0092,-0.233,-15.541
Car B,971,64.7333,3,88.837,2,-21.864,19.406,0.273,5.8771,-0.0899,4.4325,1.0,1.0,24.999,15.541
Car A,972,64.8,3,73.696,2,-6.866,20.024,-0.024,6.0056,0.0203,-0.041,1.0,-0.0082,-0.223,-15.534
Car B,972,64.8,3,89.23,3,-22.219,19.236,0.294,5.8718,-0.0795,4.5219,1.0,1.0,24.999,15.534
Car A,973,64.8667,3,74.097,2,-7.267,20.025,-0.025,6.006,0.0058,-0.054,1.0,-0.0067,-0.2,-15.525
Car B,973,64.8667,3,89.621,3,-22.565,19.048,0.336,5.867,-0.0714,4.5908,1.0,1.0,24.999,15.525
Car A,974,64.9333,3,74.497,2,-7.667,20.026,-0.026,6.0058,-0.0024,-0.0479,1.0,-0.0046,-0.165,-15.57
Car B,974,64.9333,3,90.068,3,-22.899,18.842,0.339,5.8627,-0.065,4.6475,1.0,1.0,24.999,15.57
Car A,975,65.0,3,74.898,2,-8.068,20.027,-0.027,6.0006,-0.0783,-0.0186,1.0,-0.004,-0.114,-15.562
Car B,975,65.0,3,90.46,3,-23.222,18.618,0.361,5.8587,-0.0591,4.6904,1.0,1.0,24.999,15.562
Car A,976,65.0667,3,75.298,2,-8.467,20.029,-0.029,5.9983,-0.0349,-0.0087,1.0,-0.0026,-0.099,-15.613
Car B,976,65.0667,3,90.91,3,-23.532,18.376,0.36,5.8551,-0.0544,4.7269,1.0,1.0,24.999,15.613
Car A,977,65.1333,3,75.698,2,-8.867,20.03,-0.03,6.0013,0.0456,-0.0043,1.0,-0.0005,-0.064,-15.605
Car B,977,65.1333,3,91.303,3,-23.828,18.119,0.363,5.8518,-0.0502,4.7543,1.0,1.0,24.999,15.605
Car A,978,65.2,3,76.098,2,-9.268,20.031,-0.031,6.0034,0.0304,-0.0321,1.0,0.0031,-0.015,-15.655
Car B,978,65.2,3,91.753,3,-24.11,17.846,0.359,5.8486,-0.048,4.7757,1.0,1.0,24.999,15.655
Car A,979,65.2667,3,76.498,2,-9.668,20.033,-0.033,6.0014,-0.0291,0.019,1.0,0.0026,0.074,-15.647
Car B,979,65.2667,3,92.145,3,-24.376,17.558,0.344,5.8456,-0.0438,4.7925,1.0,1.0,24.999,15.647
Car A,980,65.3333,3,76.898,2,-10.068,20.034,-0.034,6.0024,0.0144,0.0285,1.0,0.0029,0.063,-15.693
Car B,980,65.3333,3,92.591,3,-24.625,17.255,0.337,5.8428,-0.0427,4.8067,1.0,1.0,24.999,15.693
Car A,981,65.4,3,77.298,2,-10.468,20.035,-0.035,6.002,-0.006,0.0161,1.0,0.0052,0.071,-15.683
Car B,981,65.4,3,92.981,3,-24.858,16.94,0.303,5.8401,-0.0406,4.8158,1.0,1.0,24.999,15.683
Car A,982,65.4667,3,77.698,2,-10.868,20.036,-0.036,6.0008,-0.0179,0.0066,1.0,0.0077,0.125,-15.674
Car B,982,65.4667,3,93.373,3,-25.072,16.612,0.292,5.8375,-0.0384,4.8265,1.0,1.0,24.999,15.674
Car A,983,65.5333,3,78.098,2,-11.268,20.038,-0.038,6.0013,0.0076,-0.0054,1.0,0.0114,0.184,-15.709
Car B,983,65.5333,3,93.807,3,-25.269,16.274,0.244,5.835,-0.0386,4.833,1.0,1.0,24.999,15.709
Car A,984,65.6,3,78.498,2,-11.668,20.038,-0.038,5.9947,-0.0996,0.0619,1.0,0.0072,0.277,-15.699
Car B,984,65.6,3,94.197,3,-25.446,15.925,0.214,5.8326,-0.0355,4.8386,1.0,1.0,24.999,15.699
Car A,985,65.6667,3,78.898,2,-12.068,20.038,-0.038,6.0024,0.1159,0.0454,1.0,0.0064,0.176,-15.719
Car B,985,65.6667,3,94.618,3,-25.603,15.567,0.168,5.8302,-0.0359,4.8416,1.0,1.0,24.999,15.719
Car A,986,65.7333,3,79.298,2,-12.468,20.038,-0.038,6.0051,0.0405,0.0333,1.0,0.0071,0.156,-15.707
Car B,986,65.7333,3,95.006,3,-25.74,15.201,0.12,5.8279,-0.0347,4.8452,1.0,1.0,24.999,15.707
Car A,987,65.8,3,79.699,2,-12.869,20.038,-0.038,6.0031,-0.0297,0.0225,1.0,0.0082,0.172,-15.71
Car B,987,65.8,3,95.409,3,-25.857,14.827,0.078,5.8256,-0.034,4.8477,1.0,1.0,24.999,15.71
Car A,988,65.8667,3,80.099,2,-13.269,20.038,-0.038,6.0036,0.0069,0.021,1.0,0.0096,0.198,-15.695
Car B,988,65.8667,3,95.794,3,-25.953,14.449,0.012,5.8234,-0.0327,4.8495,1.0,1.0,24.999,15.695
Car A,989,65.9333,3,80.499,2,-13.669,20.038,-0.038,6.004,0.007,0.0292,1.0,0.01,0.233,-15.683
Car B,989,65.9333,3,96.182,3,-26.027,14.065,-0.032,5.8213,-0.0327,4.8504,1.0,1.0,24.999,15.683
Car A,990,66.0,3,80.899,2,-14.069,20.038,-0.038,6.0049,0.0134,0.035,1.0,0.0093,0.242,-15.667
Car B,990,66.0,3,96.567,3,-26.08,13.678,-0.08,5.8191,-0.032,4.8519,1.0,1.0,24.999,15.667
Car A,991,66.0667,3,81.3,2,-14.47,20.037,-0.037,6.0064,0.0219,0.0424,1.0,0.0074,0.228,-15.656
Car B,991,66.0667,3,96.956,3,-26.111,13.289,-0.111,5.8171,-0.031,4.8538,1.0,0.9388,24.999,15.656
Car A,992,66.1333,3,81.7,2,-14.87,20.036,-0.036,6.0065,0.0015,0.0372,1.0,0.0044,0.181,-15.645
Car B,992,66.1333,3,97.346,3,-26.121,12.899,-0.121,5.8156,-0.0212,4.8478,1.0,0.4952,23.472,15.645
Car A,993,66.2,3,82.101,2,-15.271,20.035,-0.035,6.0063,-0.003,0.0434,1.0,0.002,0.11,-15.636
Car B,993,66.2,3,97.737,3,-26.115,12.508,-0.115,5.8544,0.5809,4.0802,1.0,-0.0343,12.396,15.636
Car A,994,66.2667,3,82.501,2,-15.671,20.033,-0.033,6.0024,-0.0578,0.0251,1.0,-0.0003,0.05,-15.628
Car B,994,66.2667,3,98.129,3,-26.101,12.116,-0.101,5.886,0.4745,2.4027,1.0,-0.1734,-0.838,15.628
Car A,995,66.3333,3,82.901,2,-16.071,20.031,-0.031,5.9982,-0.0635,0.0363,1.0,0.0319,-0.006,-15.621
Car B,995,66.3333,3,98.523,3,-26.096,11.723,-0.096,5.9027,0.25,0.6658,1.0,0.0799,-4.328,15.621
Car A,996,66.4,3,83.301,2,-16.471,20.027,-0.027,6.0081,0.1488,0.3143,1.0,-0.0112,0.792,-15.616
Car B,996,66.4,3,98.917,3,-26.094,11.328,-0.094,5.9331,0.456,0.7685,1.0,0.0556,1.987,15.616
Car A,997,66.4667,3,83.702,2,-16.872,20.025,-0.025,6.0148,0.1003,-0.2115,1.0,0.0307,-0.261,-15.611
Car B,997,66.4667,3,99.313,3,-26.089,10.932,-0.089,5.9474,0.2143,0.5983,1.0,-0.004,1.374,15.611
Car A,998,66.5333,3,84.102,2,-17.272,20.021,-0.021,5.9902,-0.3687,0.1286,0.8579,-0.0345,0.755,-15.608
Car B,998,66.5333,3,99.71,3,-26.086,10.535,-0.086,5.9855,0.5714,-0.0699,1.0,0.0746,-0.086,15.608
Car A,999,66.6,3,84.495,2,-17.665,20.019,-0.019,5.8372,-2.2949,-0.2485,0.8424,0.0362,-0.859,-15.615
Car B,999,66.6,3,100.11,3,-26.081,10.136,-0.081,5.9953,0.1476,0.714,1.0,-0.0831,1.863,15.615
Car A,1000,66.6667,3,84.878,2,-18.048,20.016,-0.016,5.6942,-2.1448,0.2499,1.0,1.0,0.902,-15.631
Car B,1000,66.6667,3,100.509,3,-26.075,9.736,-0.075,5.9957,0.0055,-0.32,1.0,-0.0397,-2.072,15.631
Car A,1001,66.7333,3,85.258,2,-18.427,20.005,-0.005,5.692,-0.0339,0.9151,1.0,0.3943,24.964,-15.651
Car B,1001,66.7333,3,100.909,3,-26.076,9.336,-0.076,5.9751,-0.309,-0.2983,1.0,-0.0062,-0.977,15.651
Car A,1002,66.8,3,85.636,2,-18.806,19.98,0.02,5.6836,-0.1262,1.8919,1.0,1.0,9.879,-15.672
Car B,1002,66.8,3,101.308,3,-26.075,8.937,-0.075,5.9867,0.1751,-0.1989,1.0,-0.1958,-0.16,15.672
Car A,1003,66.8667,3,86.013,2,-19.183,19.941,0.059,5.6738,-0.1461,2.556,0.6708,-0.1463,24.976,-15.694
Car B,1003,66.8667,3,101.707,3,-26.079,8.538,-0.079,5.9854,-0.0203,-0.9091,1.0,-0.0448,-4.888,15.694
Car A,1004,66.9333,3,86.387,2,-19.557,19.893,0.107,5.6591,-0.2207,1.5995,0.4199,-0.6389,-3.615,-15.719
Car B,1004,66.9333,3,102.106,3,-26.089,8.139,-0.089,6.0016,0.2439,-0.427,1.0,0.3984,-1.126,15.719
Car A,1005,67.0,3,86.757,2,-19.926,19.853,0.147,5.5291,-1.9496,0.1938,0.7199,-0.0866,-15.953,-15.75
Car B,1005,67.0,3,102.506,3,-26.092,7.739,-0.092,6.0011,-0.0087,0.5652,1.0,0.3765,9.942,15.75
Car A,1006,67.0667,3,87.133,2,-20.289,19.82,0.157,5.4093,-1.7982,-0.2938,1.0,1.0,-2.185,-15.774
Car B,1006,67.0667,3,102.906,3,-26.083,7.339,-0.083,5.9948,-0.0933,1.4901,1.0,0.3521,9.414,15.774
Car A,1007,67.1333,3,87.493,2,-20.648,19.786,0.163,5.4099,0.01,0.3722,1.0,1.0,24.959,-15.812
Car B,1007,67.1333,3,103.305,3,-26.059,6.94,-0.059,5.9875,-0.1099,2.208,1.0,1.0,8.804,15.812
Car A,1008,67.2,3,87.88,2,-21.006,19.74,0.165,5.4046,-0.0806,1.4385,1.0,1.0,25.0,-15.822
Car B,1008,67.2,3,103.702,3,-26.019,6.543,-0.019,5.9744,-0.1974,2.7666,1.0,1.0,24.974,15.822
Car A,1009,67.2667,3,88.24,2,-21.361,19.68,0.141,5.3991,-0.0825,2.1243,1.0,1.0,25.0,-15.857
Car B,1009,67.2667,3,104.097,3,-25.962,6.148,0.038,5.961,-0.2003,3.2591,1.0,1.0,25.0,15.857
Car A,1010,67.3333,3,88.6,2,-21.713,19.603,0.133,5.393,-0.091,2.6866,1.0,1.0,25.0,-15.896
Car B,1010,67.3333,3,104.496,3,-25.887,5.757,0.093,5.9496,-0.1705,3.617,1.0,1.0,25.0,15.896
Car A,1011,67.4,3,88.98,2,-22.061,19.51,0.102,5.3877,-0.0796,3.1245,1.0,1.0,25.0,-15.909
Car B,1011,67.4,3,104.889,3,-25.794,5.371,0.156,5.9396,-0.1502,3.8959,1.0,1.0,25.0,15.909
Car A,1012,67.4667,3,89.339,3,-22.405,19.399,0.073,5.3833,-0.0655,3.4853,1.0,1.0,25.0,-15.974
Car B,1012,67.4667,3,105.313,3,-25.682,4.99,0.221,5.9309,-0.1309,4.1015,1.0,1.0,25.0,15.974
Car A,1013,67.5333,3,89.709,3,-22.742,19.271,0.055,5.3802,-0.0461,3.768,1.0,1.0,25.0,-15.999
Car B,1013,67.5333,3,105.708,3,-25.551,4.615,0.261,5.9232,-0.1157,4.2624,1.0,1.0,25.0,15.999
Car A,1014,67.6,3,90.066,3,-23.071,19.125,0.007,5.3784,-0.0278,3.9949,1.0,1.0,24.999,-16.034
Car B,1014,67.6,3,106.1,3,-25.4,4.248,0.321,5.9163,-0.1028,4.3895,1.0,1.0,24.999,16.034
Car A,1015,67.6667,3,90.426,3,-23.393,18.961,-0.021,5.3778,-0.0088,4.1666,1.0,1.0,24.999,-16.12
Car B,1015,67.6667,3,106.546,3,-25.232,3.89,0.341,5.9102,-0.0917,4.4881,1.0,1.0,24.999,16.12
Car A,1016,67.7333,3,90.78,3,-23.704,18.779,-0.058,5.3782,0.0055,4.3091,1.0,1.0,24.999,-16.16
Car B,1016,67.7333,3,106.94,3,-25.044,3.541,0.38,5.9047,-0.083,4.5639,1.0,1.0,24.999,16.16
Car A,1017,67.8,3,91.139,3,-24.005,18.579,-0.102,5.3794,0.0184,4.4182,1.0,1.0,24.999,-16.258
Car B,1017,67.8,3,107.397,3,-24.839,3.203,0.394,5.8997,-0.0751,4.6253,1.0,1.0,24.999,16.258
Car A,1018,67.8667,3,91.499,3,-24.295,18.363,-0.126,5.3813,0.0287,4.5084,1.0,1.0,24.999,-16.292
