#{"t_start": 1789579206.8329842, "env_id": "None"}
r,l,t
-49.867123,46,587.0412
-50.554995,47,587.608765
-47.687061,53,588.231255
-44.58949,44,588.748355
-44.166162,44,589.266034
-42.516477,55,589.907868
-42.6238,59,590.600793
-52.751822,53,591.223121
-45.954582,46,591.76111
-648.235354,500,597.683492
-76.069947,71,598.520131
-44.83446,41,599.007789
-47.459355,69,599.820347
-43.946062,42,600.315681
-44.832233,45,600.847702
-51.38785,48,601.451842
-54.170679,52,602.137192
-44.833685,45,602.713634
-53.98683,47,603.275296
-51.383184,53,603.89964
-45.878433,40,604.375856
-45.976018,46,604.919145
-66.874341,70,605.74448
-54.161288,51,606.344848
-65.007368,58,607.028573
-40.587229,62,607.760868
-48.999435,47,608.315557
-45.065582,46,608.856278
-44.158023,49,609.437758
-44.464628,44,609.958408
-40.893767,61,610.675951
-49.245758,42,612.520265
-39.210454,59,613.217093
-118.420069,109,614.500026
-48.5516,48,615.064808
-42.8082,52,615.672531
-44.949987,45,616.206597
-45.207283,46,616.751332
-46.262877,44,617.275227
-45.701177,40,617.748875
-48.844724,47,618.311178
-43.737788,44,618.829788
-51.192887,50,619.421563
-74.889937,72,620.260057
-60.006315,57,620.936985
-44.051108,51,621.538644
-49.985366,58,622.216255
-273.096613,500,628.099892
-43.489655,51,628.697468
-42.267567,52,629.313413
-296.68886,500,635.335283
-43.28189,61,636.053795
-44.222921,45,636.585971
-44.153043,48,638.494316
-47.228904,45,639.030116
-43.021144,59,639.730636
-46.603063,45,640.269753
-44.378222,41,640.760292
-50.021156,56,641.431772
-50.5737,46,641.978571
-43.231942,43,642.488536
-60.652126,50,643.078833
-47.521225,48,643.651923
-46.645055,47,644.20992
-44.279998,46,644.75541
-45.358303,47,645.314285
-54.306542,49,645.894585
-64.871803,59,646.58863
-45.104807,45,647.12447
-54.781438,43,647.634633
-44.15166,51,648.238365
-50.678695,51,648.84334
-68.18137,61,649.570301
-46.355205,42,650.066301
-41.855563,52,650.684032
-50.934604,46,651.224166
-545.882723,500,657.119974
-46.213223,44,657.644084
-67.83107,52,658.254823
-44.06701,47,658.806794
-45.559184,44,659.327432
-43.524494,58,660.010481
-50.276402,48,660.57483
-48.271253,49,661.166517
-44.731807,46,661.762717
-49.642874,48,663.734378
-59.933071,52,664.359241
-58.627959,48,664.926579
-160.372664,143,666.603796
-43.595338,54,667.243631
-150.94523,123,668.694326
-44.0171,41,669.180272
-604.528579,500,675.102895
-63.321694,59,675.792841
-48.376068,52,676.404151
-45.38492,52,677.016556
-43.070608,50,677.605059
-46.27232,44,678.123724
-53.405609,54,678.759304
-70.324624,61,679.478052
-41.936641,62,680.202531
-56.0928,58,680.880879
-41.728722,50,681.46961
-45.956128,69,682.280599
-46.720072,45,682.815978
-42.884989,61,683.528197
-45.193324,47,684.088813
-40.181103,59,684.785194
-56.305445,52,685.395431
-57.853159,52,686.009017
-44.435849,63,686.747557
-50.917528,54,687.384842
-47.851459,48,689.292698
-56.465351,46,689.850044
-44.88602,46,690.39667
-61.159278,51,691.006144
-45.799976,46,691.592141
-47.870729,50,692.244137
-53.774901,49,692.8573
-44.546028,44,693.379253
-44.603313,46,693.927013
-49.290916,47,694.484415
-121.469922,108,695.759902
-61.804013,61,696.48221
-45.427578,42,696.97954
-38.706403,59,697.682076
-41.558482,57,698.359747
-66.375894,72,699.210335
-39.158395,60,699.915035
-39.664743,58,700.595509
-43.775767,49,701.171327
-53.374896,47,701.725698
-41.693093,59,702.422253
-44.394785,48,702.990722
-45.908504,44,703.509851
-61.63307,54,704.146612
-41.55452,61,704.864279
-172.076038,113,706.197996
-44.348751,47,706.751228
-46.281406,41,707.235857
-178.391439,154,709.037816
-57.729389,58,709.719797
-45.098711,44,710.240354
-41.004093,61,710.955731
-43.184144,49,711.537068
-59.110912,73,712.401098
-45.816483,45,712.931925
-480.297663,500,720.222976
-162.258354,109,721.53907
-46.448524,48,722.157647
-65.639292,60,722.910641
-44.824542,54,723.548147
-44.762043,44,724.065952
-65.668026,65,724.830389
-43.212075,61,725.549986
-637.13381,500,731.440608
-57.794061,49,732.017338
-71.079257,62,732.751413
-46.199988,46,733.29568
-73.414046,68,734.095178
-45.903307,44,734.615861
-44.574,42,735.111551
-46.401303,52,735.725547
-394.221498,500,743.064792
-45.098283,44,743.584475
-43.578398,50,744.173355
-50.929,51,744.774996
-55.37286,47,745.328563
-42.763063,50,745.915957
-67.930484,61,746.631562
-56.350277,57,747.295262
-44.399119,47,747.849718
-304.808946,500,753.872761
-45.812378,45,754.404256
-44.01426,46,754.952096
-42.277558,53,755.574963
-49.367313,47,756.130329
-41.086393,59,756.823622
-467.866024,500,762.714689
-44.884101,47,763.270447
-44.180982,48,763.836757
-42.179587,53,764.464888
-48.643721,49,766.410449
-50.673257,49,766.990612
-54.788613,51,767.593499
-46.804597,58,768.27917
-59.761952,57,768.946016
-51.716776,47,769.502264
-62.952263,50,770.092038
-46.350171,44,770.609052
-45.433558,56,771.266108
-48.830929,44,771.782827
-38.979761,59,772.479263
-46.128415,45,773.010048
-53.498414,48,773.572228
-104.778847,66,774.34239
-41.746961,57,775.012843
-67.552633,69,775.823635
-66.62451,58,776.507175
-41.017377,63,777.24682
-40.396236,64,778.002259
-206.786893,174,780.041933
-53.753501,53,780.665797
-41.340366,61,781.411892
-51.697411,46,782.017207
-51.209543,48,782.630619
-43.074317,50,783.239041
-90.721452,95,784.365514
-44.38206,46,784.909116
-149.53709,131,786.456459
-208.338655,136,788.059466
-58.303057,49,788.640054
-44.652768,46,789.185751
-45.440969,45,789.717331
-48.86021,45,790.24958
-49.642741,46,792.201464
-45.574417,42,792.695676
-51.018592,69,793.502333
-45.918059,43,794.007543
-49.971157,46,794.546158
-43.719249,47,795.099569
-46.468808,45,795.629767
-109.758167,101,796.80241
-43.612339,46,797.344996
-39.203015,60,798.050167
-61.467107,56,798.705032
-144.338256,192,800.94767
-43.579765,50,801.53861
-45.412633,59,802.233269
-46.942108,42,802.732406
-44.669651,45,803.261804
-49.958476,47,803.818459
-52.593583,51,804.422958
-42.099458,56,805.084282
-55.224921,50,805.673396
-64.425529,61,806.394004
-62.533285,68,807.196773
-48.451008,43,807.705269
-45.900073,45,808.238473
-46.121549,45,808.77169
-48.152464,64,809.532066
-47.671839,53,810.152448
-53.192534,45,810.679885
-45.175116,65,811.475807
-44.293652,46,812.070348
-40.579236,57,812.783574
-624.100938,500,820.065102
-230.12522,121,821.485737
-42.080824,62,822.214906
-45.644262,43,822.722901
-45.248501,42,823.216537
-42.609886,50,823.799922
-42.224975,63,824.537342
-52.014377,68,825.333896
-47.368036,49,825.909685
-42.247207,53,826.532114
-1018.908539,500,832.417797
-49.115,53,833.049463
-44.615257,50,833.644768
-38.06602,62,834.38193
-46.483378,44,834.903352
-41.908707,53,835.530138
-44.82552,45,836.062487
-48.702051,50,836.654
-135.366913,127,838.170714
-60.413891,48,838.755872
-46.175426,53,839.378562
-55.293798,58,840.06174
-44.473144,48,840.624619
-42.030842,56,841.307476
-54.046144,70,843.72033
-43.749889,45,844.253908
-44.537973,60,844.960191
-46.51183,47,845.514707
-47.759145,49,846.09073
-43.344957,57,846.767381
-48.490408,47,847.322967
-559.960528,500,853.214278
-55.598447,54,853.852963
-52.757161,49,854.433917
-44.947095,51,855.036941
-135.621389,110,856.330863
-204.666655,163,858.242309
-48.012872,47,858.798048
-43.736939,49,859.38047
-139.440076,130,860.914717
-53.89346,55,861.568875
-57.04213,53,862.198834
-59.440262,56,862.856059
-43.662197,63,863.596828
-60.848854,70,864.415561
-53.779545,45,864.948866
-53.591786,43,865.456376
-42.229487,60,866.166134
-47.93741,44,866.708146
-42.648908,61,867.43123
-60.842695,63,869.665942
-48.97365,49,870.242394
-44.836101,48,870.810141
-55.226624,51,871.452486
-103.025906,98,872.693288
-48.505076,52,873.316827
-61.703289,48,873.888296
-66.110575,66,874.668914
-43.854696,42,875.169983
-42.680728,51,875.772837
-143.841134,137,877.392084
-42.787954,58,878.077418
-44.688859,46,878.623208
-48.398623,47,879.180871
-110.397915,107,880.442457
-43.324308,60,881.151062
-53.614731,51,881.758965
-57.50726,56,882.425155
-43.187741,50,883.016398
-45.40186,44,883.542344
-45.763177,45,884.076016
-59.305326,51,884.67833
-46.261963,45,885.209059
-45.43687,44,885.731438
-42.858031,60,886.432974
-68.699963,71,887.268045
-43.126748,61,887.985291
-45.003776,45,888.516705
-58.622646,54,889.147104
-126.844224,109,890.418571
-129.908118,204,892.801402
-43.553853,46,894.704842
-46.629817,45,895.257392
-62.661232,62,895.991771
-50.030765,41,896.475806
-105.622057,93,897.573579
-48.102164,42,898.069694
-44.63664,47,898.626276
-50.709308,50,899.21356
-43.3209,51,899.813947
-44.600971,59,900.509541
-40.080857,64,901.283754
-57.42013,52,901.949239
-51.356451,49,902.563253
-61.811525,50,903.173605
-44.660097,49,903.752566
-42.209869,59,904.450917
-36.313928,65,905.216829
-41.817905,52,905.834866
-54.381277,52,906.449803
-51.958183,49,907.029433
-44.445034,46,907.575927
-53.657911,45,908.109442
-41.670806,53,908.73846
-42.231498,50,909.322928
-43.739515,46,909.863656
-51.035126,47,910.418071
-51.728071,43,910.922458
-223.670974,229,913.585495
-44.615439,47,914.13765
-42.68037,51,914.735654
-52.877167,56,915.389883
-40.911271,56,916.049983
-289.324566,500,923.2495
-324.819202,500,929.19152
-43.401046,45,929.724182
-44.858309,45,930.249886
-42.827378,52,930.863347
-58.44494,49,931.461135
-47.591211,48,932.08616
-558.201229,500,938.121816
-45.353736,41,938.60502
-44.125385,46,939.143131
-43.028428,49,939.718436
-49.246582,43,940.223301
-45.716062,44,940.739155
-73.065241,70,941.566156
-45.663218,42,942.059911
-44.617491,60,942.76529
-40.868226,59,943.454332
-173.347596,152,946.598342
-43.149104,48,947.167628
-45.726641,44,947.690293
-49.949271,43,948.20288
-47.221081,45,948.740694
-40.066383,60,949.451938
-46.599673,46,949.996122
-124.188698,184,952.161395
-39.873203,59,952.858554
-59.419491,50,953.448736
-50.365135,45,953.996197
-58.71736,57,954.674381
-43.366078,50,955.263814
-50.022733,46,955.811445
-44.402687,50,956.403945
-137.304555,115,957.805808
-41.442451,59,958.520586
-275.029842,500,964.589747
-43.050594,47,965.145207
-41.700013,51,965.748625
-46.051345,45,966.280946
-41.765138,52,966.893874
-37.284696,60,967.610065
-167.314649,174,969.688587
-44.626275,47,970.244282
-59.024423,58,972.420131
-44.470957,45,972.959722
-42.364964,46,973.5191
-43.663607,46,974.067337
-55.788875,52,974.684697
-106.894332,109,975.972111
-57.673217,51,976.58458
-41.166335,57,977.256957
-45.85946,46,977.804624
-49.273177,52,978.419367
-51.086928,48,978.989727
-46.871771,44,979.509495
-42.814451,51,980.112044
-62.205062,52,980.724641
-44.19547,51,981.324614
-49.558103,48,981.888005
-43.942789,43,982.397917
-44.703294,46,982.941405
-44.883793,46,983.484135
-288.255961,500,989.371438
-43.132113,55,990.022687
-42.966625,51,990.626852
-63.281755,56,991.3122
-41.947538,55,992.030157
-52.455798,59,992.77158
-42.07018,69,993.5983
-39.332522,56,994.258182
-40.366428,56,994.924819
-45.753059,54,995.565249
-43.984561,44,996.088938
-62.075552,49,998.203416
-45.88885,45,998.739682
-53.620644,48,999.308487
-44.621757,45,999.844179
-669.046422,500,1005.756254
-47.293928,45,1006.285865
-40.698004,52,1006.896431
-44.83256,64,1007.672922
-39.377297,67,1008.50927
-46.014108,45,1009.041743
-142.423702,126,1010.515983
-44.584805,41,1011.000247
-46.338868,45,1011.532539
-43.8253,46,1012.075948
-43.89194,50,1012.671747
-114.469137,72,1013.520878
-42.477565,61,1014.244062
-46.17316,43,1014.756905
-42.164027,62,1015.493608
-51.452851,54,1016.12703
-47.595745,40,1016.615801
-44.981228,48,1017.25414
-45.171749,42,1017.7554
-44.241962,49,1018.332793
-42.978749,48,1018.905604
-44.613594,46,1019.45479
-47.137988,52,1020.070982
-60.674813,56,1020.737979
-54.980767,47,1021.313801
-557.431091,500,1028.646308
-46.560095,41,1029.133167
-38.51324,56,1029.790255
-43.015455,47,1030.343185
-69.674254,83,1031.312009
-38.415804,58,1031.997199
-53.949993,50,1032.588671
-46.382493,42,1033.08984
-47.628165,51,1033.685369
-44.728785,44,1034.205137
-61.965143,57,1034.872262
-57.947864,50,1035.462086
-43.923808,47,1036.016003
-310.628351,395,1040.661344
-50.738701,51,1041.269201
-188.842941,273,1044.479713
-45.128576,50,1045.068726
-66.259843,62,1045.802613
-47.723862,50,1046.401542
-46.110599,44,1046.923275
-41.626372,60,1047.632383
-43.639149,43,1049.48272
-50.721757,44,1050.006024
-55.01713,47,1050.56387
-45.533481,45,1051.102579
-41.542043,54,1051.800107
-45.242353,66,1052.651459
-50.573394,52,1053.278863
-107.883895,94,1054.380499
-62.329411,57,1055.053654
-43.928888,45,1055.58496
-53.099683,50,1056.171536
-44.148896,44,1056.689868
-44.0001,45,1057.220278
-39.746504,61,1057.937978
-41.189708,50,1058.522321
-519.90625,500,1064.399228
-553.489154,500,1070.285678
-59.798273,67,1071.075952
-46.509164,52,1071.690915
-44.843183,40,1072.158855
-47.056072,52,1072.772582
-45.542571,44,1073.290794
-41.532219,51,1075.268135
-59.391488,60,1075.971766
-42.91928,49,1076.54986
-42.233697,53,1077.17596
-45.783979,48,1077.742433
-97.686641,154,1079.544504
-43.504153,47,1080.094875
-44.473901,53,1080.722548
-56.395096,51,1081.347968
-59.611334,51,1082.01205
-59.939704,68,1082.869239
-55.684465,58,1083.55241
-52.746762,56,1084.209975
-46.243319,45,1084.746361
-49.883589,48,1085.313386
-45.174368,47,1085.870215
-55.117095,56,1086.529962
-41.835239,59,1087.233148
