#{"t_start": 1789594074.8588004, "env_id": "None"}
r,l,t
-49.833046,60,1059.875535
-61.23423,77,1063.541381
-384.7132,269,1067.042234
-160.38295,500,1067.551063
-546.2194,449,1069.192159
-49.126953,56,1070.493012
52.292847,500,1071.994467
79.34317,500,1075.350304
61.85035,500,1077.856176
-350.27472,500,1078.34177
-232.73299,189,1079.163307
